comment,likes,dislikes
"작가님 이번 화 괜찮습니다. 그러니까 하나만 부탁드려요
제발 다를 웹툰처럼 여론뒤집기 웹툰이 되지마세요.
저 작가님 진짜 존경한다구요. 신이라고 칭송받아 아깝지 않아요. 휴재기간이 길어서 그림채나 작화에 문제가 생기는 건 이해합니다. 그래도 괜찮습니다. 지금까지처럼 만신
SlU님의 웹툰으로 남아주세요",21420,1449
"너무 오래전이라 프린스랑 아크랩터 죽은 것도 잊어버렸다
R.I.P",19028,159
"화이트 이 츤데레... 그토록 밤을 자신의힘으로 성장시키고싶은거냐

못가게막으려고 아주필사적이네",10716,150
이젠 밤이 여기서 워프안하는 뻘짓할거같아 두렵다,10547,87
확실히 저번화보다 훨 나아진듯 박진감넘쳤음,6800,285
"와....ㅁㅊ 밤 멘탈을 박살내면서 분노로 각성시키네...
가장 약한부분을 진짜 잘알고있는듯",6511,58
"너무도 그리운 이름..
아내와 딸을 찾아 탑을 오르고자 한 아크랩터와
동료를 지키고자 희생한 프린스.
당시엔 너무 조연이 많다는 여론이 거셌지만,
매력적인 캐릭터 였음에 틀림은 없었습니다.",5954,88
근데 화이트 최소 10억 + @ 만큼 사람 죽였는데 프린스랑 아크랩터 용케 기억해냈네 ㅋㅋㅋㅋㅋㅋ 밤을 향한 스토커 정신이 충만한 듯,3586,41
아니 근데 사단장 아까부터 밤 보고 자꾸 언니언니 그러는데 설마 밤 와꾸보고 여자로 착각하고 있는거냐ㅋㅋ,3648,383
"독자들이 몇 화인지 모르는 것 같아 찾아왔습니다.
추천 좀(..)

2016년 12월 04일, 2부 227화

아크랩터&프린스
라헬에게 죽고 화이트(당시 호아퀸)에게 잡아먹히다.",3151,54
막컷 보고 소름..밤이 이걸 이제야 알게 됐네..,2920,50
"팩트로말하자면 화이트는지금 구라치고있음

팩트로는 화이트는 프린스만죽였음
아크랩터는 죽음의층제물이필요해 노랑머리년(이름뭐였더라)이 죽였고
하유라가 순간이동가방에 넣고다녔음

화이트는 지금 지가안한짓까디 자청하면서 밤안보내려는거임",2453,98
화이트 막짤 표현 ㄹㅈㄷ네...광기가 보임,2069,52
"근데 여기서 먼 ㅈㄹ을해도 화이트못이김

화이트는 칼라반전때처럼 컬리넌같은 무기의 변화는커녕
움직임도 ㅈㄴ 설렁설렁하면서 싸우고있음

지금 제대로싸웠으면 밤이랑 금발의 쌕끈빡끈한누나 100번도 더죽었음

여기선걍 튀는게맞는데... 덤볐다가 겁나맞을듯

그리고 화이트는 열등감때매 집착하고 저러는거지 막상 밤 눕혀놓고 보면 울면서 죽이지도못할듯 아버지를 죽이겠다 죽이겠다하면서 계속 떠올리는걸보면... 걍 애정결핍증세 비슷한것같은데

걍 지금 화이트는 아버지에의한 독설과 무관심으로 삐뚫어진거임",1755,103
항상 재미있는데 왜들 난리인지...,1672,147
