comment,likes,dislikes
"결국 성벽에서 밤이 한건 랭커한명이랑 싸워서 이김
켈헬람이 한건 집단 자살
야마는 싸울만큼 싸웠고
화이트가 오히려 주인공급 활약만 함",18354,1013
싸울랑말랑 싸울랑말랑 결국 안싸움 근데 문제는 이게 반복임,13991,2307
"제발 옹호만 하지 말고 냉철하게 받아들이자 캐붕 너무 심하다

지능 뛰어나고 냉철한 쿤은 밤 없으면 손가락빠는 애기로 변하고

잔인하고 냉혹한 슬레이어들이랑 유한성등 나빠야 하는 애들은 착해빠져버렸음

밤 만나고 착하게 안변한 캐릭터가 라헬빼고 있긴 있음? 너무 심각하다",13387,3561
"왜이리 답답하냐
무슨 큰 싸움 일어날거라고 수십화째 예고만 하고있네",9028,2180
"내가보기에도 요즘 문제있어.... 말은안해왔지만...

인물의 감정선이라던지 캐릭터성 이런것들의 부조화가 너무심함...

카라카와 유한성도 1부때랑 성격자체가 다른사람이되버렸고

제일심한게
최근 도원의 감정선... 진심 얘는 행동거지자체가 이해안되서 어지럽기만하다...

그렇다고 원피스처럼 전투신이 대단하기나하나...
툭툭 쏘거나 때리고 설명하기바쁨...

3부때부터 솔직히 크게 뭐 밤이 역시 성장했구나하는
큰 전환점이나 기술활용이 있었나?

내말이틀리냐?진심 요즘 문제있다 못느끼냐?",8912,2575
솔직히 매화 똑같은편 보는느낌임,6076,1524
작가님 건강 안좋으신가요?? 네이버북스에서 웹툰 결제해서 보면 해당 회차 컷수가 나오는데 평균 200컷 정도 그리시던 작가님이 지난주엔 160여컷에서 이번주엔 133컷으로 줄었네요ㅠ 스케일이 점점 커짐에 따라 부담도 있으실텐데 건강챙기시고 힘내세요!!ㅎ,5790,1270
슬레이어 너무 약하게 나오네,4995,542
뭐를 위한 훈련이였던거지,4304,547
합리적인 비판들도 많은데 싹 다 비난이라고 물타기 하는 애들이 더 이상한데ㅋ 비판 내용에 대해 대답을 해라 상대방이 그렇게 단순해 보이냐?,4073,840
"포지션은 그리고 어따 팔아먹음? 1부때랑 2부 공방전(이때가 제일 레전드인듯)때는 각 포지션에 맞춰서 싸우는 것도 자신의 포지션에서 1인분 해내가는 게 참 보기 좋았는데. 그 포지션에서 점점 성장해나가는 것도 멋졌고.

1부의 밤이 파도잡이에 재능을 보이는 것, 2부 비올레 때 5개의 방으로 적을 압살하던 것, 엔돌과 힘을 합쳐 바라가브와 리플레조를 쓰러뜨리는 것...

하나하나 너무 재밌었는데 이젠 '신수'란 단어랑 특히 '방'이란 단어를 본지가 너무 오래된 것 같음.

초기의 매력적인 설정은 다 까먹고 뭔 바리니 견족 의태니 멋도 없고 특색도 없는 능력 집어넣고 댄스배틀이나 하니....

솔직히 초등학교때 공방전 보면서 얼마나 다음주가 기다려졌는지... 근데 이젠 의무로 보는 느낌이 나요.

초기의 매력적인 캐릭터와 설정이 다 어디갔는지 별 중요치도 않은 엑스트라 나와서 분량 잡아먹는 것도 싫고... 그렇다고 엑스트라가 매력이 있거나 교훈을 주길 하나(1부 세레나, 호, 이수 등",3208,402
비판 비난베뎃 없어지는 네이버댓글을보고 계십니다 여러분,2475,694
8개월째 야마세력 얻으려 별짓을 다했는데 그냥 전멸ㅋㅋㅋㅋㅋ 그와중에 켈헬람 에반켈 아무것도안함,1669,121
1화부터 지금까지 정주행중인데 그냥 스토리재밌는데..? 갑자기 왜 욕하는거지,18,2
