comment,likes,dislikes
"화이트는 자신의 처지를 알고 있네,
진짜 진정한 전사다 상대를 인정할 줄 아는걸 보니
역시 떡락을 기다릴 수 없겠군",43006,154
화이트 상황판단력 진짜 오진다. 밤이면 일단 싸우고 봤을텐데 밤을 까는게 아니라 화이트 본실력 이었을때면 군단장급 이였을텐데 현재 자신의 힘이 부족하다는걸 알고 언니 깨워서 같이 싸우려고 한다는 판단력..힘 다 돌아오면 진짜 볼만할듯,35613,165
화이트 확실히 완전체 된후로 이성적인 면이 더 잘 보이네요,28029,146
화이트 진짜 쌔구나... 밤한테 털리고 기분 개더러웠겠네 ㅋㅋㅋ,25162,161
"∧＿∧＿
／(´･ω･`) ／＼
／|￣￣￣￣|＼／
￣￣￣￣
고양이를 찾습니다.
이름:야스라챠
특징:옆집 개랑 싸움붙었습니다",18000,242
화이트 코인 안탄 흑우들 빨리 탑승해라 진짜 막차다,15846,265
"그 와중에 하츠 죽을까봐 도망가라고 챙겨주는 우리 츤데레 화이트 ㅠㅠㅠ
떨어질 기미가 보이질 않는다....",15240,117
"지금 화이트가 얼마나 대단한거냐면
왠만한 하이랭커들 조차 상처내기 어려운 칼라반의 몸인데
칼질 한번으로 손목에서 피가 나게 한거임",12829,117
"저 남자는 마치 무한의 시간이 축적되어 빛나게 된 보석처럼 단단하군

칼라반이 무의 정수 얻은것까지도 본능적으로 느끼는 화이트님.... 떡락각이 도저히 보이지 않습니다....",12352,90
밤 쌓아놓은건 많은데 언제 제대로 다 쓰냐ㅠ 마일리지 그만 축적해,9147,123
"밤 오브쓰면서 파도잡이식 공격인데
왜 의태 힘때문에 낚시꾼 성향으로 가냐",7654,197
"상상도 못한것 같군.
아리에 가문은 말이야-
검으로 '모든 것'을 할 수 있다고
-아리에 이니에타",6822,115
카라카가 우렉이랑 맞이했을때도 그렇고 이번화 화이트도 그렇고 상황판단력이 뛰어난 모습을 보여주는데 슬레이어가 되려면 그냥 실력만 있으면 안되는듯.,6572,117
아리에는 검으로 뭐든지 한다는데 공격이 공간이동하능건 넘 사기 아닌가,5592,314
와..화이트 보면볼수록 진짜 괜찮은 앤대..?칼라반이나 화이트를 보고서 전사라할수잇을거같음..오직 살육과 싸움을위해 태어난 참된의미의 전사..둘을 보고 생각보다 전사로써의 막중한 책임감을 가지고살아가는거 같아 멋지더..,5338,164
