comment,likes,dislikes
너무 잡탕이라 뭔 내용인지 모르겠네,5492,274
구스트앙은 누구랑 뭘 했길래 자식이 용이냐,3882,55
"신의탑은 오래걸리더라도 탑을 먼저 정상적으로 등반을 했어야 했다.

탑의 정상에 모든 꿈이 있는 매력적인 설정, 파도잡이, 등대지기 등의 다양한 포지션과 방의 개수, 창의 아이템졀 효과 등 디테일한 부분도 다 없어진 지금
로 포비아 가문은 그저 동물 한마리 부리고 있고, 포비더는 안경잽이들 뿐이다..
적어도 비선별 인원으로써 파격적인 승탑과정이 있더라도 탑은 오르고 봐야지, 선별인원 상태에서 전쟁에 임하려니 아무것도 몰입도 안되고 자연스럽지도 않음.
그리고 앞으로도 자연스럽지 못함의 연속일것임.

작가님께 감히 훈수를 두는것은 아니고 그저 탑의 정상을 기대하고 흥미진진하게 승탑과정을 보았던 신의탑과는 다른 장르가 된 느낌이라 마음 한구석이 섭섭할 뿐임",3701,69
내가 신의탑을 대충본건가 이해력이 낮은건가 가주들은 순간이동이 가능한데 왜 저렇게 하는거임? 그렇게 중요한 책인데 그냥 잠깐 순간이동해서 슥 가져오면 몇초도 안걸릴건데 스토리 진행을 위해서라곤해도 요즘 너무 어거지로 끼워맞추는게 많음 맨날 뭐만하면 게임하는것도 그렇고,2855,168
"요약하면 사실상 트로이메라이가 아닌 기린이 전쟁을 일으킴. 트로이메라이에게는 전쟁을 막을 아무런 명분이 없음. 예전부터 이러한 생활을 했을거고 트로이메라이는 비선별인원을 확보해서 가문을 맡기규 떠날 생각을 가짐. (아무래도 미물이라고 하지만 누구보다 미물을 사랑하는 듯함. 부리미의 근본이라고 할까)
로바돈은 가주의 뜻을 알고 기린을 저지하기 위해 움직임. 직접적인 전쟁을 할 경우 핵심 병력인 기린이 배신하여 로포비아에 승산이 없다고 판단한듯?

구스트앙은 결국 트로이메라이가 미물에게 배신 당할 것을 알고 있었음. 따라서 미물을 전부 죽여 트로이메라이의 해방을 원하는듯",1867,26
"솔직히 말하면 좀... 이해가 안됨
포 비더랑 로 포비아도 둘다 ""포비"" 들어가니깐 이름도 헷갈림 솔직히
내가 이해력이 딸리는 걸 수도 있는데 전장 상황이 어떻게 흘러가는지 감이 안 잡힘;;;
그리고 너무 중구난방인 느낌?ㅜ",1454,112
"밤 - 타고난 재능, 압도적인 방 갯수 등으로 다 패고 다닐 줄 알았지만 파밍충

쿤 - 지략가, 가문 아이템 훔쳐오면서 이수랑 엄청난 페어일 줄 알았지만 게임충에 헉..! 훗.. 이거면 대사 없어도 됨

라크 - 태초의힘? 인가 기억도 안나는 바위힘 가지고 개빡센캐 될 줄 알았지만 그리기도 귀찮아서 대사컷에 머가리만 하나 그려놓는 듣보캐 됨

엔도르시 - 아낙과 함께 연재 초반 희소성있는 자하드 공주로 일행에서 밤을 케어하는 주전력 캐릭일 줄 알았지만 기술 발전0% 그냥 봉봉셔틀

하유리 - 탑 최강중 하나 우렉마지노와 같은 월하익송 멤버로 가주 하유린의 피를 강하게 이어받은 자하드공주 최상위중 하나로 묘사되었지만 신캐 전투력 측정기

대작 웹툰, 만화를 보면 주인공 최측근의 인물도 캐릭터가 확실해서 그들의 전투를 보는것도 기대가 된다.
근데 이웹툰은 주인공의 전투마저 재미가 없음.
옛날엔 살인기, 스물다섯번째 밤류 등 낭만이라도 있었지
파밍 ㅈㄴ 하고 미니게임 컨텐츠만 즐기는 꼴",1291,25
그림체가 이상해졌는데...?,1248,82
"이번화도 떡밥 꽤 나왔네 구스트앙뿐만 아니라 자하드에게 불만을 가지고 있는 10가문이 굉장히 많다는 점, 유리가 자하드의 공주를 언급했지만 막상 티아라 유리 얘네도 결국 자하드 편이 아닌게 굉장한 역설인듯",928,56
"1부 초창기부터 본 애독자입니다..
지금 문제점이 보이는데
작품 분위기가 너무 가벼워 진 거 같습니다..
너무 되도않는 드립이 나와서 분위가 깬 다거나
그림체가 많이 밝아지지 않나 저는
이렇게 느낍니다.
1부와 지금 분위기를 보면 확연히 다르네요..
피드백 수용 부탁드립니다",777,74
"와중에 밤 몸 왤케 울퉁불퉁해졌어ㅋㅋ
지금 얼굴 작화랑 너무 안어울리는데..",681,33
와 오늘 나온 포비더가문 하이랭커들 2부 337화에서 구스트앙이 라헬에게 팔찌받을때 '분열이 시작되었다' 대사 컷에서 나온 하이랭커들이네요,622,28
"신의탑이 왜 갑자기 탑툰 c급 야툰 그림체가 되어버린거냐.
진짜 어릴때부터 봐온 독자로서 너무 속상하다",609,34
"ㅈㄴ재미없다 진짜
내용이랑 컷은많은데
투머치하고 중요한내용이나 전개는없음
질질끌기식 10년연재할려나봄",582,83
"글도 아니고 그림이 가독성이 떨어지고
밤 몸에 음영은 넣는데 얼굴엔 안넣고

몸매 부각은 하면서 다른 중요한건 안하고

이게 뭐임 대체 만화임?",550,63
