comment,likes,dislikes
그래 저렇게 둘이 사귀자 마음이 편안해진다,8113,66
"아버지는 똥이 더러워서 피했지만
민준이는 동생 민정이 한테 피해가기가 싫어 똥을 직접 치울라했네

둘다 ㅈㄴ 멋지다..",5939,18
"'더러운건 피해가자 ..'

저 아버지의 말이 어린 맘엔 겁쟁이로 보일 수 있겠지만
지켜야 할게 있고
잃을게 있는
""아버지""의 입장에선 저정도 선에서 오히려 자식들을 지킬 수 있는 최선의 방법으로 보이네요

참 .. 더럽지만 저게 현실이란게 씁쓸할뿐",4860,21
그냥 차준영이랑 도재윤이 마침 피시방이라 좀 쳐죽여줬으면 좋겠다 ㄹㅇ,2559,3
"방금 알았는데
민준이랑 민준이 아버지 학교에서 나올때
민준이 아버지는 물웅덩이 다 피해서 가는데
민준이는 밟고 감
연출 값이다 진짜 만신ㄷㄷ",1878,15
저거 질투 맞는거 같은데,1115,2
"님들
마루랑 민정이가 간 PC방 20화에 한 번 나옴

홍학철 세운고 있을때
하자고 이사장(성시우 아빠)랑 피파뜰때 갔던 피방임ㅋㅋ
갔다가 이사장 개빡쳐서 친선경기 잡아버린 그 피방

20화 보면 '여길오네' 에서 '여길 또 오네'로 바뀜ㅋㅋ
ㄹㅇ 찐임ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",835,2
"아니 와중에 마루 치인다ㄹㅇ
민정이 피파못하니까 바로 톱에 호나우두 갖다박아주네ㅋㅋ

담주봐라 미드는 적폐라인 굴리쮸,뿌꾸다.ㅋㅋㅋㅋ",584,3
서민준 트라우마깨고 주전 활약가나부다,404,2
경기때 얼마나 많은 사이다를 먹일려고 이럲게 빌드업을 하십니까,393,5
"와 지렸다..... 첫부분에 아빠가 더러운거 피해서 가자... 라고 하셨는데 아빠만 웅덩이를 피해갔고, 딸과 아들은 웅덩이를 밟고있음...",356,2
유나 십 ㅋㅋㅋㅋㅋㅋ 피황이었노,314,1
진짜 진지할땐 진지하고 개그로 갈땐 확실히 가고 완급조절 지림 그저 만신...,296,7
"작가 가둬서 빌드업만 그리게 하고싶다.
적당히 재밌어야지...",255,1
저는 민정코인....,68,1
