comment,likes,dislikes
위고 이미지랑 다르게 존ㄴ참리더였네ㅋㅋㅋ,6940,32
사서는 연막이었고 실제는 예전부터 도서관에서 책 지키고있었네 확실히 구스트앙이 10가주중 지략최고긴하데,4941,54
솔직히 야스라챠는 망한 야마편에서 그나마 건질만한 캐릭터였는데 아쉽네 유일하게 서사 좋았다,4039,68
"쓸데없이 캐릭터 제거좀 필요할듯
등장인물이 많아도 너무 많아서
누가 누군지 햇갈리기 시작함",3337,295
"풀파워 주먹 한방으로 하랭 머가리 뿌수는 슬레이어 야마
10가주 중에서 최고의 지략가인 구스트앙의 책 숨기기
야스라차 죽은건 아쉽지만 왕왕 서사로 감동적인 스토리
이번화 나쁘지 않은데? 별테 할 정도는 아닌둣",2424,117
위고 이쁘고 책임감 있는 참리더네 ㅋㅋ 정신이상한 가문인 포비더에서 제일 정상인듯,1699,26
목잘리고 피터지는건 신의탑화중에 오늘이 제일 잔인하다ㄷㄷ,1285,35
"옛날같으면 야마랑 저 열쇠랑 몇 주는 싸웠다
이정도면 난 만족한다",1236,36
그래서 점점 잡 엑스트라 처리되고 있잖아 이번편 그래도 꽤 재밌게 나온거 같은데,887,44
"솔직히 이번화는 괜찮았음

위험하니 닥돌하는 참리더 위고에
내분 일어나도 안들키게 숨기는 로바돈,
3부에서 좋은편이던 야스라챠 서사 마무리
구스트앙 지략가 부각까지

3부 내용이 욕많이 먹어서 가주 없음 여론 안좋긴 한데
별개로 오늘 내용은 좋았다 생각함",874,38
위고는 진짜 노블리스오블리주의 표본이네 멋지당,592,16
요새 신규 하이랭커 나오면 랭킹몆위인지 안알려주네... 너무많아서 그런가.. 에반켈때만 하더라도 랭킹60위! 포스있게 나왔는데 ㅠㅠ 위상좀 올려주세요,501,20
"신의탑은 눈에 보이는 map, 지도가 없는게 너무 큰 혼란을 줌.
가시화된 지도가 없는 다른 웹툰들은
1실존하는 지역을 사용하거나(박태준,기안 등)
2실존하지 않더라도 장소를 몇개로 한정해서 같은 장소에서 여러 에피소드를 진행하거나 (갓오하, 와이랩 작품 등)
3지도상 위치가 중요하지 않거나(참교육, 머니게임 등)
등을 통해 독자들이 자연적으로 세계관이 머릿속에 쉽게 그려짐

신의탑처럼 방대한 세계관이면
제일 유명한 원피스 나루토만 봐도 작품 안의 지도를 만들어서 주인공과 사건들이 어디서 어떻게 진행되는지 독자들 머릿속에 그려지게함.
그러면 등장인물이 아무리 많아도 독자들이 알아서 본인 방식대로 인물관계도나 사건의 흐름을 정리를 할텐데
신의탑은 '층'이라는, 장소의 이동이 상-하로 정의된 용어를 사용면서 그 층마다 나라만한 세상을 그려놓으니 안그래도 인지부조화가 오는데
가시화된 지도없이 지명만 떡하니 적어놓으니 얘네가 어디서누구랑뭘하는건지 작가의 머릿속을
따라갈수가 없음..",500,23
쿤이 트로이메라이한테 알려진 탑의 역사는 왜곡되었다고 하던데 이카루스에 대해서 아냐고 물어본적이 있음 트로이는 기억이 잘 안 난다고 한거보니 트로이가 버린 기억과 관련이 있는듯함 그런데 데이터 층에서 라헬이 사용하던 가명이 이카루스임 라헬이 아를렌과 알던 사이이고 이카루스에 대한 이야기도 전해들은 듯함 트로이가 자하드를 맹목적으로 따르는 이유가 이카루스와 관련된 기억때문이 아닐까 추측해봄 이번화에 나온 진짜 책에는 이카루스에 대한 언급이 있을 것으로 예상,402,16
신의탑이 왜이렇게 유치해졌지??,433,48
