comment,likes,dislikes
유리누나는 누구보다 결혼에 진심인듯,5566,29
포 비더의 공주라는 여자 딱 마스체니와 같은 부류라고 봐야할듯함. 좀 다른부분이 있다면 이쪽이 좀더 광기가 느껴진다고 해야하나?,3619,29
밤이 검은삼월 가지고 있다는게 나왔네요. 유리가 검은삼월 가지고 있는걸로 말 많았는데 이걸로 정리됐네요.,3333,39
혹시 오늘은 두개 올라왔나 기대했으면 개추ㅋㅋㅋㅋ,2984,133
"포 비더 티아라도 자하드가에서 공주뽑아가려 탐낼만큼 인재수준에
구스트앙이 이름까지 기억하고 있는자식이면 가문중역일텐데 너무 평가절하당하는듯",2019,31
직계출신 하이랭커 공주에게도 노빠꾸로 어택때리네 ㅋㅋㅋ,1718,23
"""가주님이라... 싸우게 되면 재밌겠지만... 죽겠죠.""
이 대사 하나만 봐도 티아라 전투력 가늠되는데?
가주랑 싸우는데 재밌겠다는 표현 한거 생전처음봤다 ㅋㅋ",1576,35
"구스트앙이 자기 측근으로 데리고있고 전쟁대비로 공주 안시키고 데리고있던애 같은데,
뭐 유리보다 쎄도 이상하지 않을 설정이라고봄, 댓글들보면 왠만한 네임드들 말고는 무조건 유리보다 약해야하는거같네 ㅋㅋㅋ",1340,49
신체 내구도 측면에서는 10가문 중에서도 단단하다는 하 가문의 직계 자손 + 자하드의 공주 + 하이랭커 유리가 뻐근하다고 할 정도면 티아라도 상당한 강자인듯.,1234,21
"구스트앙이 일부로 공주 안시키고 전력으로 데리고 있던거면 괜찮은 밸런스 아닌감? 심지어 밤구출에 보낼 정도로 신뢰하고 아끼는 전력 같은데
유리도 사실 랭킹 100위 안에는 못든다고 알고 있는데, 저번에 에반켈 얘기 나올때 유리가 에반켈한텐 못이긴단 이야기도 했었고
.
.
물론 유리가 밤에 환장하는 모습 나와서 다른건 아무래도 상관없긴함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밤율 코인 가자!!!!!",920,21
쿤아... 너가 아무감정도 없이 사람죽인다고 놀랄입장은 아니지않냐,815,11
가주가 단독으로 1대1로 부를 정도고 중요한 임무에 투입시킬 정도면 짜바리도 아니고 유리급은 저렇게 해야하는 게 당연한 거 아닌가 ㅋㅋ,645,20
모기 공격씬 왤케 무서움ㅋㅋㅋㅋ 갑자기 호러,617,25
"구스트앙이 자하드한테도 안 보내고 키우고 선봉장으로 보낸거 보면 3지파장 이상 같은데
유리 살아남으려면 밤한테 검은 삼월받아서 13월 쌍시동 켜야하는거 아니냐ㅋㅋ",475,45
유리 뭔가 못생겨진거같냐;;,474,45
