comment,likes,dislikes
"""아무리 날고 기어봐도 벌레는 벌레다.""-포 비더 구스트앙",22659,235
"야스라챠나... 칼라반같은
군단장이 요즘 강력하게 묘사되지만

포 비더 구스트앙같은 10가주나 초월자급존재들이
신수조작술한번쓰면 나가떨어지는게 정설임

구스트앙이 10가주나 마지노,자하드외에 괜히 벌레취급하는게아님

10가주급은 진짜로 넘사벽이라 작가님이 지금스토리엔 등장안시키시려 하는거

쿤에드안이 보유하고있는 압축무기 '마고'가 압축률 100%에서 압축해제해서 발생하는 파괴력이
우스갯소리로 탑의절반을 뚫고나간다고할정도니까...

지금 스토리진행을보니 로포비아 가주가 곧 등장할모양
후에 스토리진행이 어케될지 궁금하네요",18581,404
세계관 커지고 본격적으로 거대한 싸움 시작단계인데 착실하게 정리할거 하면서 천천히가야지 지들 원하는거 안나온다고 별점테러냐?,15633,584
여기서 죽이지 못한걸 후회하게 될지도 모르겠군=후회함,13939,194
아니 도원 쟤는 도데체 왜 스승말은 안듣고 낯선 모험가 말을 믿는거야??? 저렇게 답답한 영웅과 군단장 하나 재끼기 힘든 fug에 있는 것보다는 월하익송가서 백련과 우렉한테 기술 배우는게 밤한테 더 이득이겠다.,11582,368
중간에 '이렇게되면 오늘 이수가 너무 쓸모없는데' ㅋㅋㅋㅋㅋㅋㅋ 깨알개그 ㅋㅋㅋㅋㅋㅋ,8479,161
와 로포비아 쌍둥이공주랑 손잡은게 이렇게이어지네...,8437,183
마지막에 나온뱀 뭔가 도원팀네랑 싸웠던 그뱀같은데여..?,6419,182
도원의 감정선 정리가 지저분함,5438,575
"마스체니는 왜 하진성을 로포비아 가문 거점에 가뒀을까?
로포비아 가주가 마스체니 뒤봐주는건가",4932,175
우렉 형님 보고싶습니다...,4621,171
여기서 엘레인(카이저)역할이 되게 중요할거같네,4055,180
지금 사람들이 불만이 생긴건 밤이 지금까지 얼마나 성장했는지 제대로 볼 수가 없어서임. 3부 시작하고 꽤 긴 시간이 흘렀는데 잡몹처리를 제외하면 가도가 제일 강했는데 그 마저도 의태라는 힘이 갑자기 생기면서 순식간에 끝나버림. 2부 후반부에 어린 자하드 정도의 모든걸 쏟아부을 상대가 슬슬 나타나서 에반켈 밑에서 얼마나 성장한건지를 보고싶단거임.,181,17
몇년동안 하진성은 저자세에서 대소변은 어떻게 해결했을까,161,2
"??? : 널 사냥하러 왔다
??? : 짐은 도망치는 검따윈 모른다.

??? : 야! 피해라!! 칼라반이 쫓아온다!",57,2
