comment,likes,dislikes
설명충 컨샙 뺏겨서 노려보는거 개웃기네 ㅋㅋㅋㅋ,11803,11
"명운고=수원 삼성+레스터 시티
박재민=제이미 바디
은강태=은골로 캉테
마로준=리야드 마레즈",4587,31
강태 캉테 같아 커엽네 ㅋㅋㅋ,3451,15
"마루 지금은 몸싸움 잘 밀리는데
프롤로그에서 상대방 비집고 드가서 헤더로 득점하는거 보면
나중에 피지컬 보완하려고 운동 마니 하겠네영.",2993,17
재윤이 어릴때 동경했던 홍학철 감독 따라서 캡 쓰고 뛰는거 나만 감동이냐,2191,11
"유망주 리마식⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢀⣔⣼⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⢆⠀⠀⠀⠀
⠀⠀⠀⢀⣨⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣦⣠⡀⠀⠀
⠀⠀⢀⣻⠟⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣇⠀⠀
⠀⠀⣿⣶⣿⣿⣿⣿⣿⡿⠟⠿⠛⠛⠋⠉⠙⠛⠿⢿⣿⣿⠂⠀
⠀⠀⢸⣿⣿⣿⣿⡋⣰⠟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣧⠀
⠀⠀⠘⣿⣿⣿⣿⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⡄
⠀⠀⢾⣿⣿⡿⠁⠀⠀⠀⢀⣀⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⡇
⠀⠀⣶⢝⢻⡇⠀⠀⠀⣨⣿⣿⣿⣿⣷⠀⠀⢠⣶⣶⣶⣤⠀⣿⣇
⠀⢀⢇⣨⣄⠁⠀⠀⠀⠀⠀⠭⠉⠉⠁⠀⠀⠻⡟⠿⠻⢿⠀⣟⡎
⠀⠈⢘⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠁⠀⠀⠀⠀⡇
⠀⠀⠠⡀⠀⡀⠀⠀⠀⠀⢀⣴⠂⣀⡀⠀⠀⠀⠀⡀⠀⠀⠀⣼⡇
⠀⠀⠀⠀⢱⠠⢀⣰⠀⢠⣿⣷⣶⣾⣿⣿⣿⣿⣤⣿⡀⠀⠀⢠⠁
⠀⠀⠀⠀⢸⠀⣾⣿⣦⣿⣿⠿⢟⣛⣛⡛⠿⣿⣿⣿⣃⣾⡞⠁
⠀⠀⠀⠀⠘⠀⢿⣿⣿⣿⣧⡀⠀⠉⠛⠛⠛⠁⢸⣿⣿⡟⠀
⠀⠀⠀⠀⠄⠀⠘⣿⣿⣿⣿⡷⠀⢻⣿⣿⠇⢰⣿⣿⠏⠀⠀
⣶⣶⡖⠁⠀⠀⠀⠹⣿⣿⣿⣷⣴⣤⣬⣥⣤⣾⣿⠏⢀⠀
⢻⣿⣇⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⣿⣿⡿⠁⠀⣸⡇⠀⠀
⠘⣿⣿⠀⠀⠀⠀⠀⠀⠀⠻⢿⣿⣿⡿⠛⠉⠀⠀⠀⣿⡇⠀
⠀⢹⣿⣧⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣼⣿⠁
⠀",1013,9
"하자고의 숨은 영웅,다크나이트 심건우",744,4
"차준영 그는
세운고 키퍼한테 인정받은 남자
레시터시티 한테 인정받은 남자
완상고 에이스 김은수를 땅에 박은 남자
ㅈㄴ 멋지다",670,3
진짜 개꿀잼이여서 댓글 첨 남겨보는데 숨쉴틈도 없이 다 봤고 아 끝이야? 라는 말밖에.....,390,5
아..작가님 방에 가둬놓고 만화만 그리게 하고싶다,375,10
"작가님 난중에
아킨펜와도 그릴듯
그럼 이름은 ""김배하""
이걸로 하죠",254,4
아아 일주일이 1년같소 작가양반....,148,1
와 저 바둑알로 선수 위치 패스 방향 다 알려주는 것까지... 진짜 빌드업은 전설이다... 다른 축구웹툰들 대충 주연들이 아무나 뻥뻥 차대면 다 받고 어딨는지도 모르겠고 몇번 패스 장면 나온 다음이면 바로 슛각인데 정말... 빌드업은 완벽하다...,118,3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 작가님 끊는게 진짜 예술이시지 말입니다...,67,1
