comment,likes,dislikes
"'SIU 작가는 당장 한 화를 더 내놓는다'

저는 글의 힘을 믿습니다.",5395,107
그냥 입다물고 보는 사람 손,4621,108
글쓰는 능력 너무 사기적인 능력인데...?,4548,45
"작가도 댓글 다 볼텐데

오롯이 마음에 다 담겨질텐데

모든 댓글 사이사이에

희망 댓글이

앞으로 나아갈 때 큰 힘이 되었으면",2186,144
포 비더 가문 ㅈㄴ 사기네 걍 책 한 권이랑 펜만 챙겨도 준비 완료인데 ㅋㅋㅋ,1510,21
"아니 좀 진득하게 보면 안되나 ㅋㅋㅋ 어떤화는 전개가 빠르고, 어떤화는 캐릭터소개하고, 어떤화는 싸우고 그러는거지 어째 다들 그렇게 양은냄비마냥 달궈졌다 차가워졌다 그러누",1378,133
뭔가 패널티 같은게 있으려나 글 쓴다고 다되면 가주도 그냥 이기겠지,848,18
지금 급식들은 우리때 급식이랑 많이 다른가보네 이렇게 내용 풀어가는 내용 있어도 9점대 였는데 전개 좀 느려졌다고 별점 테러나 하고.,839,121
다음주에 또 흐름끊고 엔돌 리랼 나올거같아서 개불안하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,538,90
나만 재미있었냐 ㅋㄱㅋㄱㅋㄱ 작가님 나름 예전같았으면 한두 파트만 대충 분량때워서 넘겼을것 같은데 여러 시점을 동시에 퀄리티 있게 진행하면서 이야기 이어가서 최근에 나온 화들중에 오늘 제일 괜찮게 봤는데 별점이랑 댓글보고 깜짝놀랐네,501,85
신의탑 문제는 잡캐릭이 너무 많음,241,47
또 이야기 흩어놓고 여가저기 찔끔찔끔 보여주기 시작하네ㅋㅋ,195,53
콘크리트가 되려면 혼자 돼야지 ㅋㅋㅋㅋ 우리 귀엽고 불쌍한 듀공은 왜 같이 콘크리트가 되냐구 ㅠ ㅋㅋㅋㅋ,115,4
"나는 그림 체가 이상해졌다고 생각하는데..?
뭔가 신의 탑만의 맛이 없어짐
무슨 포켓몬스터 그림체 마냥 단순해짐 애니메이션의 한장면을 캡쳐해온 기분..?
나만느끼나?",44,8
이 속도면 ㄹㅇ 원피스보다 오래 연재할듯,37,9
