comment,likes,dislikes
가슴이 웅장해진다,36841,217
“왕의 귀환”,35738,322
ㅁㅊ 돌아오셨다,25707,215
"SIU작가님이
11개월만에 돌아오셨습니다
44주만에 돌아오셨습니다
308일만에 돌아오셨습니다
7,392시간만에 돌아오셨습니다
443,520분만에 돌아오셨습니다
26,611,200초만에 돌아오셨습니다
작가님 꽃길만 걸으세요❤❤❤❤❤❤
💐🌸💮🏵🌹🥀🌺🌻🌼🌷⚘🍀🌻⚘🌼🌷💐🌺🌸🥀🌹🌻⚘🌼🌷💐🌸🥀🌹🍀💐🌺🌼🥀🌷⚘🌸🏵🍀🌷🌺🌻⚘💐🥀🌹🌸🏵🌸💐🌺🌼⚘🥀🌹🍀⚘🌺🌼🥀🌻🌹🌸",22544,614
알림 뜨자마자 온 사람들 왜이리 많냐 ㅋㅋㅋㅋ,20706,179
"드디어...
세계관 최강자의 웹툰이다",16550,190
"작가님 안녕하세요..!!
먼저 재연재 축하드립니다!!🥳🥳
제가 신의탑 정주행을 다 끝냈을 때 딱 휴재를 시작하셔서 전 그동안 아쉽게도 정주행만 계속하면서 지냈었는데 드뎌 재연재라니...!!!! 가슴이 웅장해지는군요 우리 말랑콩떡밤과 츤데레아기냥이쿤을 다시 볼수 있다니 그저 행복합니다 흑흑
신탑 휴재공지를 봤을 때 그동안 정말 성실히 연재하신 것 같아서 그저 작가님 몸상태가 괜찮아지기만 빌었답니다 ㅠㅠ
내일 일찍 일어나야 하는데 그냥 신의탑이나 기다리고 있기로 했습니다 하항
신의탑 처음 발견했을때부터 내가 왜 이런 띵작을 보지 않은거지.. 후회하면서 정주행 했었는데 그림체 발전도 정말 엄청나시고 스토리도 탄탄히 잡혀있고 캐릭터들도 각자 성격이 잘 보이며 독특해서 정주행 하면서 정말 너무 재미있었어요ㅠㅠ
앞으로도 흥해지시고 유명해지셔서 신의탑 널리 퍼졌으면 좋겠어요
제가 친구들한테 추천 열심히 하고 다니겠습니다!!
아 500자 원망스럽다,,마지막으로 10시부터 광클한 나 아주 칭찬해",11770,336
분량 끝도 없는거 실화냐 ㄷㄷ 복귀선물 씨게주네 시우형 ㅋㅋㅋㅋㅋ,11365,113
"알람이 울리고 잘못본줄알았는데
가슴이 웅장해진다 말고 표현할 방법이없네",9550,135
"분량실화냐;;ㅠㅠ
이게웹툰이지",6587,132
"저희가 밤을 330일 만에 만났습니다.
저희가 밤을 7920시간 만에 만났습니다.
저희가 밤을 475200분 만에 만났습니다.
저희가 밤을 28512000초 만에 만났습니다.
작가님 사랑합니다. ㅠㅠ",5947,194
SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야! SIU 그는 신이야!,5932,259
어서 안올리고 뭐하냐 네이버,5623,155
또게임이군ㅜㅜ 이러다 자하드 앞에가도 부루마블 펼쳐지겠는데...,395,34
"얘네가 갑자기 게임을 하는 이유가

시우작가가 했던 말:
신의탑은 뭐..사실 지금은 조금 다양한 장르가 섞여있기는 합니다만
전체적으로 보면 게임을 하면서 스토리를 푸는걸 중심으로 하고 있습니다
그게 다른 환타지나, 소년 만화들과의 차별성이라고 생각하고 있기도 해서
그리고 탑 자체가 항상 시험과 게임을 중심으로 돌아가고 있기 때문에
탑의 등장인물들이 어떤 문제가 발생했을 때
이런식의 내기나 게임을 하는 건 어쩌면 당연한 일이라고 할 수 있을 것 같습니다

이거임....요즘 만화들 싸움전개에 익숙한 독자들은 갑자기 게임이라니...하고 생소하게 받아들일 수도 있지.
근데 이게 신의탑 설정이니까..지금 작가님은 초심에 짜여진 틀 그대로 가고 계신 거야",135,13
