comment,likes,dislikes
"아니 자하드를 치러갔다는애들이 자하드 얼굴 한번못봐서
너는 누구냐고묻노 ㅋㅋ",29597,503
"/
/
/
<<-------일주일을 찢는 화살-----------{
\
\
\",21482,511
"아니 근데 솔직히 화이트는 또 힘 빠지는 듯한 떡밥 주네
이러면 우리도 힘이 빠져..
완전체로 힘도 안 빠지는 화이트를 원한다고..",17794,1118
신의탑의 전개가 느린것은 틀린말이 아님. 하지만 쿤이 부활했을 때를 기억해보셈. 작가가 전개를 빠르게 하는법을 모르는게 아님. 본인이 생각하기에 빨리 할 필요가 없고 빌드업이 필요하니까 한거지. 이 작품은 다른 웹툰들과 동일한 기준으로 바라보면 안됨. 수 년짜리 큰 스토리가 짜왔고 지금까지 설정붕괴 없었던 것만 봐도 작가의 역량이 모자라지 않다는 반증임. 물론 전체적으로 조연캐릭터들이 지나치게 입체적이라 조연들의 스토리가 너무 큰 비중을 차지하는 것도 맞음. 하지만 지금의 상황은 밤이 자신의 스승을 구하기 위해 칼라반이라는 큰 성을 무너뜨림과 동시에 반대세력들을 결집시켜 자하드에 대항하기 위한 초석을 만드는 의미있는 상황임. 한화만에 화이트가 칼라반 목따버리는 사이다 전개도 좋지만 이렇게 큰 스토리가 짜여져 있는 작품은 독자들도 성급하게 반응하지말고 호흡을 길게 하고 봐야 한다고봄. 너무 자기가 원하는 전개안나왔다고 욕하다 맘에 드는 전개나오면 찬양하고 이거는 아니라고봄.,16559,489
밤 무기가 너무많아서 너무 난잡한데..,18976,2939
"진짜 포 비더 라이볼릭 쿤 뭐하는 놈이지.
취급보면 쿤 가문 직계 같은데 왜 포 비더가 앞에 붙는거...;;;
에드안이랑 구스트앙 사이의 자식일 수는 없잖아...;;;",13024,454
아니 개웃기네 마스체니가 다른애보고 또라이라고 하는게 대체 무슨 모순이냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ,10454,203
밤이 하루하루 성장하고 강해지는건 너무 좋은데 점점 조잡해져간다...,8095,1438
밤 너무 난잡해지는거 아님? 푸른바리는 방패 붉은바리는 칼 영혼의 힘은 활 근접은 화접공파술 원거리는 유한성류랑 오브 검은 신수랑 밤류 기술은 아예 사라지고 밤을 보면 떠오르는 기술이 자기것이 없네 정체성이 없어,7357,1432
베댓도랏나옄ㅋㅋㅋㅋㅋㅋㅋㅋ 구스트앙과 쿤이라니 이상한거 상상하게 하지 말라고욬ㅋㅋ 대충..직계+직계 결과겠지.. 아 진짜 조합최악이다ㅋㅋㅋㅋㅋㅋㅋ혼파망조합같어,5707,192
와 ‘최종병기 활’ 인건가..,4246,249
"2% 부족하다
감질맛 나서 미치겠네
한 2-3주 미뤘다가 볼까
아 그것도 안 돼. 못 기다려 ㅜㅜ",4083,282
네 감사합니다. 다음화는 칼라반의 회상입니다.,3191,357
화이트는 진짜 해도해도 너무한거아니냐고 ㅋㅋㅋ 팔하나날린것도 밤이 균열안내놨으면 모르는거아냐? 그거한번썼다고 벌써 유지력 어쩌고가 나오면 어쩌자는거야..그 한번으로 칼라반도 큰타격입은것도 아니고 저렇게 멀쩡한데 화이트만 ㅋㅋㅋ 이런 패턴도 진짜 몇년짼데 전성기 아니라니까 참고봤는데 드디어 그 전성기 힘찾았다고 칼라반보고 희생양이라며 엄청포스있게 등장해놓고는 결국은 큰기술한번 썼다고 이젠 유지력독백 ㅋㅋㅋㅋ 다음엔 또 뭐 적응력도 필요하고 그다음엔 내구력 돌아오고 한도끝도없겠다. 적당히하고 전성기힘찾았으면 몇년간 떡밥으로만 뿌려댄 그놈의 전성기좀보자. 아님 애초에 화이트 전성기힘찾았어도 칼라반이 그이상이라 못이기는거라고 못을박던가 무슨 유지력이안돌아왔대 또... 연재 몇년에 걸쳐 전성기 힘찾았으면 전성기다운 모습이어야지 유지력드립은 진짜 몇절까지할라는거야 ㅋㅋㅋㅋ,1605,400
"아니... 그냥 어린 자하드랑 싸울때처럼 '스물다섯번째 밤류'기술과 '신원류'좀 집중적으로 몰빵해주시면 안되나요?
스물다섯번째 밤류 신수기술은 ㅈㄴ 쌔보였는데 3부부터 밤 신수기술은 그냥 물대포 쏘는 것 마냥 임팩트도 없고 ㅈㄴ 약해보임;;
헬 조는 붉은바리 하나가지고 엄청난 임팩트를 보여줬는데 밤은 붉은바리, 푸른바리 관리자의 힘을 두개나 지니고 있으면서 하는게 고작 의태와 방패꺼내는게 다임 활용능력이 거의 스모커 화이트 블로우 수준임;",942,188
