comment,likes,dislikes
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 엑스트라한테 한 화 분량 몰빵해준 이유는 현실 풍자 아닐까
""해줘""",34193,1248
ㄹㅇ 근데 이건 현실 풍자한거 같다. 평등을 외치면서 평등할려는 노력은 절대 안함. 자신들이 원하고 불리한것만 평등을 외침,27573,1049
분량 대단하다못해 은혜롭다 ㄹㅇ,23895,102
"인류를 저버리고 무한을 선택한 가주..
헨도 록 블러드메더, 헨도 가문을 의미하는 떡밥이 등장했습니다. 이로서 유한성의 이름이 가지는 유한한 파편이라는 의미, 유한성이 헨도가문과 연관이 있다는 떡밥이 이번화에서 등장했습니다..!!",13744,154
라샹족 개빡치는데... 하라챠만 ㅈㄴ 불쌍함,12084,117
"분량 (네이버 시리즈 기준)
70화-239컷
71화-261컷
72화-260화
73화-207컷
찬양하라 갓시우...",8261,114
지금 솔직히 유한성이 가장 미스테리가 많은 인물이다... 유한성편도 기대해볼 수 있을듯,7927,40
"호의가 계속되니까 그게 권리인 줄 아네...
실제로도 이런 사람들 많은 것 같아서 뭔가 마음이 안 좋다",7307,100
유한성이 아직도 남자인지 모르면 그건 웹툰을 발로 보는거냐,6114,113
"그냥 딱 봐도 사회 전체 풍자하는 건데
뭘 그렇게까지 과대해석함
괜히 논란거리 만들고 있네",5670,362
"근데 이런 서사는 전에도 나왔었음. 대표적으로 카이저(엘레인), 도원(물망초)처럼, 본인소속 집단을 위해 본인을 희생하지만 나중엔 그걸 받는 입장이 당연시 여기게되는 서사 그때는 이렇게까진 댓글들이 안그랬는데... 확실히 이슈화되니 더 그런듯. 그냥 작가님이 꾸준히 전하고싶은 메세지정도로만 받아들이면 안됨? 저격이니 뭐니 자꾸 갈등조장만 됨..",5386,239
"헨도가문 가주
랭킹16위-헨도 록 블러드메더
직계 혈통을 보유한 인물이 가장 많은 가문이지만, 가주인 헨도 록 블러드매더와 얽힌 모종의 이유 탓에 이들은 모두 단명하며, 설령 랭커가 된다 하더라도 신수를 이용한 불로영생 자체가 아예 불가능하다고 한다.
이 ""단명의 저주"" 때문에 헨도 가문은 10가문 중에서도 랭커의 수가 가장 적으며, 세력 역시 10가문 중 가장 약하다. 이 때문에 가문을 이끄는 중역들은 전원 모두 '블러드매더'의 직계 혈통이 아닌 양자, 양녀들이
가문의 구성원은 아직 등장하지 않았으나, 2부 219화에서 자하드의 공주인 헨도 록 글래드메리 자하드의 이름이 언급되었으며, 2층 총 시험 감독관인 유한성이 이 가문의 가주인 '헨도 록 블러드매더'와 연관이 깊다고 한다.
그래서 단명이라 '유한'성인가보다",4833,84
좀 조용하고 웹툰이나 보자 뭐하는거야,2486,379
"하라챠의 과거는 밤의 가치관 변화를 예고하는 복선인 것 같습니다. 역사적으로도 모두를 지키겠다는 사상, 일방적인 구원은 사실 그리 유쾌하지 못한 결과를 초래했다는 것. 구원받는 민중 모두가 착하고 선량한 사람이 아니라는 것. 이것은 밤의 미래를 축소하여 보여주는 장치이며, 밤의 가치관 변화를 암시하는 내용이라고 생각됩니다. 이에 더해, 밤은 자신의 일족을 지키기 위해 싸우는 소수민족들을 쓰러뜨리며 나아가고 있죠. 이는 현실과 이상의 괴리, 아무리 뛰어난 존재도 모두를 구할 수는 없으며 반드시 어떠한 선택을 해야한다는 것을 의미합니다. 단순히 엑스트라의 과거는 아니란 거죠.",241,4
작가님이 페미저격 했다고 프레임 씌우지마세요 페미와 관련된 묘사나 언급은 일절 없습니다 페미가 떠올랐다면 당신이 페미들을 이번화에 나온 사람들과 같다고 생각하기 때문이겠죠,66,11
