comment,likes,dislikes
마스체니가 말하는 아버님은 쿤일까 자하드일까...ㅋㅋㅋㅋㅋ,30279,266
솔직히 말하자면 신의 탑이 요새 진도도 빠르고 엄청 재밌다보니 독자를 눈높이가 많이 올라간듯 하네요. 그리다보면 전개가 빠를때도 있고 느릴때도 있는데 말이죠 딴 웹툰보다 훨씬 퀄리티도 좋고 내용상 빈틈도 엄청 적은데 여기서 뭘 더 바라는지 ㅋ,26287,1346
자폭 작전 실패하면 칼라반이 4군단장 죽이기로 했는데?,24190,145
"질질 끄는게 아니고.,, 영화 보면 전투신 길잖아요?
그런것처럼 전투 하는건 좀 길어도 괜찮을것 같은데요,,,",14732,641
아 ㅋㅋㅋㅋ 화살 하나당기는거 보려고 결제했는데 쿠키가 달다!!!!!,13645,362
자하드의 공주중 십가문자제들은 대대분 친아버지룰 가주님이라 부르고 자하드를 아버님이라고 부릅니다 베플님,13403,185
"미국에서도 일본 만화다재끼고 신의탑이 1위랍니다.
대단하신 시우작가님 축하드리고 앞으로도쭉
더좋은연재부탁드립니다!!!!!",11334,473
근데 작가님입장에서도 억울한게 스킬똑같은것만쓰면 맨날 화접공파술이냐 이러면서 욕먹고 기술맨날 다르게쓰면 고유의 기술이없다 이러고 전개가빨라지면 더자세히 담을수있는 컷들이 줄어들고 생략되는것도 많아지기때문에 내용이부실하다고 욕먹고 하나하나 세세히 잘그려주면 전개느리다고욕먹고 맨날그래놓고 하는말는 200원밖에안되지만 나도 돈을내고보는 독자다 비판을 할수있다. 자기권리만 주구장창 내새우는데 작가님은 어느장단에 맞춰야할지 참 난감하시겠다 맨날 자기입맛대로 음식을먹을수없단걸 알아야하는데 맨날 자기입맛에만맞는 고기반찬 회 랍스터 이런것만 바라고 전체이용가여서 어린애들이많이봐서그런건지 오르막길이있다면 내리막길도있는걸알아야할텐데 맨날어째 니들맘에드는 화려하고 멋있고 알찬것만 보고싶다고하냐 쉬어가는 타임도있고 싸움보다 줄거리에 신경써야되는 화도있을텐데 너희들입맛에안맞다고 욕만하고 물타기하고 근데 참웃긴건 이래말을해도 모른다 아니안바뀐다 애꿎은작가님만힘들지,10504,292
하나말해줄까 원피스 나루토같은만화 주인공들 맨날쓰는기술 똑같았다고 욕먹었었다,8060,317
성질 급한애들은 한 3주씩 참았다가 몰아봐라ㅋㅋ 스케일 큰 전투라 기승전결 있게 가야되서 호흡이 좀 길끼다ㅋㅋ 나는 기대가 되네,6477,325
자기 댓글 찾는 기능 만들자,4155,297
"저번화ㅡ준비하시고...
이번화ㅡ쏘세요!",4489,746
칼라반은 4주째 화이트한테 쳐맞기만하네ㅋㅋ,3799,152
폭발 장면을 멀리서 보는것처럼 한눈에 들어오게 그려야하는데 무슨 300배 줌을 해놓은것 처럼 그리니까 도대체 무슨 상황인지를 모르겠음,145,12
칼라반 기술연출이 문제임. 싸움이 뭔가 주고받는게 있어야지 칼라반은 시종일관 혼자 우르릉콰콰쾅쿵쾅쿵쾅 거리기만 하고 정확히 어딜 타겟팅하고 있는지도 모르겠고 콰쾅거리는게 걍 기술이 발동된건지 발동시켜서 어따 쓰고있는건지 파악도 안되고 공격할 때도 콰쾅 방어할 때도 쿵쾅. 일단 쿵쾅대고 보니까 전투씬이 핵노잼임.,39,6
