comment,likes,dislikes
1세대 슬레이어랑 비빈다는 야마가 현 슬레이어로서 저정도면 퍼그는 진짜 정신나간 집단이었던거 아니냐 ㄱㅋㅋㅋ,5430,116
엘루샤 설마 에르메스 루이비통 샤넬임..?,3598,35
도대체 뭘 그려야 신의탑 독자들은 만족을 할까..,3471,422
"로바돈 직계자손이면서 오만하지않고 슬레이어와 약속을 지키고 신의를 우선시하며 자신의 아버지만을 따른다...
완전 멋있구만",2140,24
애초에 퍼그세력 = 가주세력 이 아닙니다. 자하드나 가주 세력을 잡기 위해 모인 단체가 퍼그일뿐 강함의 정도가 비슷하다는게 아니에요. 겉핧기로 웹툰 보고 멋대로 잣대를 정해서 이래라 저래라 하지 맙시다!,2291,332
퍼그는 루슬렉 1명때문에 겨우 버티고 있었던 거였네ㅋㅋ,1594,33
"전투씬이 개선되어서 그런가 뒤마, 로바돈, 위고 세 명 다 넘 멋있어 보임",1272,74
태초권 차에대한 떡밥나오고 야마숙주로로 삼은 고대힘 나오고 이제 쭉쭉 각성하자,810,21
"신의탑 1화 연재 2010.07.05
현재까지 나온 가주 2명, 숨겨진층에서 살짝 나온 자하드가 고작인데
언제 공주들간 파벌 + 제3의 파벌(마스체니) 이야기 풀고
언제 자왕난과 카라카등의 왕자들 이야기 풀고
언제 나머지 가주들 이야기 푸는지
나 죽기전에 완결 볼수 있는거 맞죠?",857,83
나는 로라라는 인물을 왜 저렇게 신뢰하는지 도통 이해할 수가 없다,676,21
슬레이어 호소인 탑티어 야마,534,22
기린도 트로이메라이 직계자손이었네 근데 누구와 했길래 빨간색이냐ㄷㄷ,419,14
"작가님 밸런스 감 못 잡겠죠,,?",495,102
"이 다음이 자하드 공주편 아닌가?
이것도 한 3년 가겠는데...",347,28
포비더 프루스트였나? 걔가 이전화에서 가주하고 책의 운송함에 뒤마가 타고 책을 가지러 온다고 직접적으로 통화하고 로포비아와 포비더 가문의 교전때 나타나서 공격하라고 지시하는거 보면 프루스트가 가문의 서열 2위인거 같은데,273,15
