comment,likes,dislikes
화이트 수준 ㄹㅇ 실화냐 우리가 알던 찐따 화이트가 맞냐..,55945,209
''간혹 가다가 그런 제약을 스스로 깨는 놈들'' 이건 누가 들어도 밤이잖아.......,38438,246
"레파브브(노랑이 스나이퍼) 업적
부군단장과 지파장 죽임
팀킬 ㅅㅌㅊ",34314,190
"신의 탑 1부 초반에 밤이랑 관리자가 계약한거
족쇄라고 했는데 그거 해제하면 ㄷㄷㄷㄷ",27748,232
화이트 코인은 떡상한다 애들아 지금이다 사라 나중에 밤한테 털리면 떡락하니까ㅋㅋㅋㅋ,23329,336
화이트 어떻게 밤한테 죽빵맞았을때 혀깨물고 자살 안했냐ㅋㅋ,20448,210
"화이트 전성기 무력은 퍼그의 힘의상징이라 일컬여질정도의

괴물이었다고합니다

카라카가 그리 부활에 목맨이유가 있죠

10억의 영혼만 잘 잡수셨더라면 그야말로 퍼그의정상에 설수도있었던...

팔하나묶인 칼라반은 그냥 고깃덩이임",17507,341
"오늘도 분량 미쳤고
쿤 뇌섹남 두뇌 미쳤고
화이트 완전 부활 미쳤고
칼라반 너는 좋은 군단장이었고",14294,199
"오히려 밤이 가주 2명의 초직계인데 지나치게 약한건 아를렌이 주술로 뭔가 하지 않았을까 싶음. 이미 자하드에게 눈에띄어서 이미 한번 죽었는데 자하드와 동급으로 성장하기 전에 눈에 또 띄어서 죽으면 그걸로 끝이니까 힘이 천천히 깨어나게끔 일종의 리미터를 걸어놨고, 밤이 아를렌이 걸어둔 주술을 직접 파쇄할 정도로 강해지지 않는이상은 큰 폭으로 강해지긴 힘들어보임
가주 2명분의 초직계, 비선별인원, 관리자의 힘(붉은바리, 푸른바리) 하나만해도 탑에선 엄청 강한데 이상하리만치 약한건 오히려 아를렌이 뭔가 했다는 결론에 도달함",13010,771
"스나이퍼 바로 죽이는게 아니라
이용한다음에 처리하는 쿤 두뇌..ㄷㄷ
죽음의 층에서 영혼의 힘 흡수했을때가 전성기 모습인줄 알았는데 이게 진정한 전성기의 모습이군요ㄷ",11320,175
ㅋㅋㅋㅋㅋ쿤 멘트가 개웃기네 ㅋㅋㅋㅋ 하이랭커들을 무슨 자기 체스 말처럼 생각하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10994,109
스나이퍼 귀여웠는데.... 소리소문없이 가셨습니다,9117,178
"에반켈 아직 고대종의힘 '일부해방'상태 인걸 아셔야됩니다

여러분... 관리자개입할정도로 강대해서 힘봉인을
지금상황에서도 안풀고계심 화이트포스에 결코 밀리실분이아니라는거....

지옥의에반켈 진짜 군단장보다 강하실지도?
유한성이 다른지배자들보고는 안그러는데

유독 에반켈보고만 힘작작쓰라고함",8436,214
전투끝나면 밤이 무의정수 흡수해서 신체능력 약점도 극복할 듯,7750,259
"이쯤 되면 나올만한 댓글
화이트 이렇게 쌘데 밤한테 졌을떼 완전 미쳤을듯",6384,167
