comment,likes,dislikes
트로이메라이 << 존나 착하면 개추 ㅋㅋ,8231,47
트로이메라이 ㅈㄴ게 착하네 밤한테 기회도 줘 쿤이 문 막 열어도 말도 들어줘 구스트앙이었으면 어림도 없었다,6565,30
내가 보기엔 탑 최고의 또라이는 쿤임.. 자기아빠 창고 털고 튀질않나 가주한테 승부제한 하질않나 쟤도 참 이런면에선 캐릭터성 한결같음,5311,78
"예전 가주 : 눈 마주치면 눈 타들어가고 말 섞으면 죽을거같음

현재 가주 : 에반켈한테 혼날거 같음",3510,39
아니 가주 위엄좀 제발.. 가주 때문에 보는데 일개 랭커만도 위엄이 없네 하,2908,499
쿤 너 뭐 돼?,1897,36
"작가님 다 좋아요 다 좋은데요 승부 말고 다른거 없을까요....... 진짜 대깨신인데도 맨날 내기, 승부 하니까 너무 반복되는 느낌...",1440,105
아니 근데 아무리 주인공조라지만 랭커도 아닌 일개 선별인원따위가 가주한테 저렇게 하는 건 가주 위상에 너무 안맞는데,1223,31
"밤은 그렇다치고 라크는 진짜 하랭급 공격을 저지하고 찢어버리는건 아직도 적응이 안 되네.

저 마지막 괴물은 티아라가 밤 잡으려고 소환한 괴물 아닌가요?
그걸 그냥 창으로 썰어버리네 이거 맞나?

쿤라크는 진짜 시우식 비선별할당제 그만둬야함.
볼 때마다 이질감 장난아님.",1124,161
트로이메라이는 착한걸까 아님 귀찮아서 저러는 걸까?,917,12
하진성 보고도 쫄았던 쿤이 가주 한테..?,851,23
"이젠 작가님도 어떻게 풀어가야 할지 모르는듯
트로이가 둥지 가있는동안 가주 대행했던 로포비아 2인자 쯤 되보이는 기린이 이제부터 전쟁할 포비더 구스트앙한테 대가리 박고 존칭 따박따박 했는데 버린자식 쿤 아게로가 가주한테 저러는게 말이됨 아게로 죽이려는거임? 그리고 지파장이 200위권 하랭 이고 지파장 후보면 적어도 지파장에 준하는 정도 거나3~400위정도 하랭이라 봐도 될건데 그런 하랭 공격을 라크가 어찌 막음",731,41
근데 얘네 c급 선별인원 아님? 그냥 랭커한테 저래도 싸맞을 판인데 뭔 가주한테 말 까고 이래라저래라 하고 있네 진짜...,715,26
"그저 팬심으로 좋다 좋다고만 하기에는
진짜 이쪽분야 전문가인 사람들은 다 안다.
얼마나 신의탑이 가벼워졌는지,
그림체만 좋아졌지, 아직 다 엉망이야",835,149
"정주행 쭉 하고 왔는데요 사실 지금 밤이 뭐하고있는지 잘 모르겠어요ㅠ
여기서 이겨서 뭐할건가요.. 밤이 여기서 이겨도 가주가 싫다고하면 끝 아닌가요. 야스라차랑 견족한테는 그렇게 잔인하게 해놓고 밤이 이기면 시랼리랼이랑 같이 잘가~ 하는 것도 이상하지않나요..? 힘 합치기로했으면 지금 협력하기로한 인원끼리 탈출해버리는게 낫지 않을까요ㅠ
로 포 비아 가주는 애초에 하진성 탈출시키려하다 만난건데
기껏 랭커랑 간부 전쟁터에 데려와서 치고빠질 탈출구 잘 만들어놓고 갑자기 워프해서 혼인타령하고있고..
공방전땐 밤이 우승해서 퍼그탈출+가시얻음+동료얻음+예전팀재회 이런 이유들이 촘촘하게 잘 짜여있었는데
갑자기 밤이 혼인대회같은걸 왜 하고 있는지 모르겠어요ㅠ
탑은 언제 올라가나요ㅠㅠㅠㅠ",695,64
