comment,likes,dislikes
어차피 쟤도 심장 보관하고있다며 안죽겠지 ㅋㅋ,5946,34
"아니 야스라챠 군단장님은 뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋ
밤이 자하드군에 들어가기라도 했냐 ㅋㅋ",3219,45
"어차피 siu작가는 댓글들 안본다고 했으니 접고
근데 어시 니들은 댓글 볼거 아니냐?
그럼 제발 반성들 좀 하고 개선을 하던지 짐 싸고 나가던지 해라
내 추억웹툰 망치지말고",2709,230
"어이가 없네 어이가ㅋㅋㅋㅋ 좀 나아지겠지 하면서 정으로 보는 웹툰에 굴곡이 너무 심한거 아닌가

하진성 테크니션 내세울때가 언젠데 신수 타령하다가 두들겨 맞고 그 신수도 붉은세계같이 강한것도 아니라 일반 파란 신수 색체로 떡락, 역흐름제어로 하이랭커도 잘 묶던놈이 기술은 어따 버린것이며 뒤마 라는 캐릭이 아무리 가주들 입에 오르락내리락 한다는 적이라 해도 본인네 가문 대부분 멸족 시키고 나온 설정인데 밀리고 있고

엔도르시는 봉봉 에너지 없으면 사용 못하는거로 제한된 아이템인데 시도 때도 없이 가주급 순간이동

야마는 의태 하나하나 보여주면서 위엄 떨치던 캐릭터로 시작, 본인을 두려워하는 적에게 신수저항력 100프로라고 자랑해놔서 그런지 스토리 지날수록 야마 두려워하는 적 1마리도 없어서 패시브 무용지물

밤은 답답하지만 신념이 있던놈인데 지금은 아무 의미도 없이 운영자 급 물건을 들고다니면서 일반 퀘스트 하러 다니는 양산형 유저같다

시우작가야 설정 이거 망각한거 아니지?",2530,86
"Siu작가 제일 단점은 독자들과 소통을 안한다는점임
어느정도 독자들 피드백을 받아들여야하는데 그냥 귀닫고 독불장군처럼 나가버림",1376,125
"2부 331화 하저씨 전투씬 보고오니까..
모르겠다 이젠...
7할 이상 전투씬 배경 여백에
작화까지..
작가님 부상이랑 어시들이 바뀐건 알지만
이젠 정말 정으로 보게되는 지경같아요..",985,31
"루피도 한 20년싸우니 사황도 잡던데
밤은 20년동안 싸워야 가주 발가락 정도 될듯",898,20
누구냐 넌? 로포비아 가주도 아는 하진성을 누구냐 넌? 이게 맞냐?,861,32
어시들 계약기간 끝나면 쳐 나가라 양심있으면,604,48
"제일 큰문제는 분량을 떠나서 진도가 전혀 안나가고 있음
오늘만 봐도 지난화에서 하진성이 네 상대는 나다 그러고 둘이 난잡한 합맞추는거 몇번 하다가 끝나버림

원피스랑 비교하면 원피스는 분량이 훨씬 짧더라도 최소한 한발자국씩 내용 측면에서 진도를 빼면서 다음화가 궁금하게 만드는 반면에
여기는 그냥 최신화 보고나서도 지난주랑 바뀐게 없으니 보는 맛이 안납니다..

굳이 의미없는 많은 분량을 채워야 한다는 부담감이 있다면 제발 거두어주시길 바라고
액션 문제보다는 각 회차마다 스토리의 유의미한 진전이 있으면 좋을 것 같습니다.",508,26
카이저와 밤과의 싸움보다 스케일이 낮은거같은데 이게 하이랭커의 싸움이라니.. 하긴 드래곤볼도 전투력 1000때 싸움과 10만때 싸움이 비슷하긴하지,438,12
하진성 싸움 스타일 보면 여태껏 살아있는게 신기하네 ㅋㅋㅋ,433,12
"난 어느순간 부터 내용안보고 그림만 스윽스윽내림
이해를 놓친지 한참전임",417,17
휴 쿠키구워서 안보는 내가 승리자다!!!,386,19
왤캐 난잡하냐. 뭐 하는건지도 모르겠네 진짜,310,29
