comment,likes,dislikes
와 근데 완상고 5:0으로 졌는데 시무룩하고 화날만 할건데 웃으면서 마무리 지으며 인사하는 거 나만 보기 좋음??,16226,38
오늘도 ㅈㄴ 완벽했다 빌드업,10843,18
"9번 심건우
11번 허영재
7번 양승호
10번 시우짱",5705,23
"진심 감독 ㅈㄴ멋있다.

..

맨유나 아스날 오실래요??",4384,58
"이번화 요약
1.답답한 놈이 없음
2.시원시원한 전개
3.빌런이 없음
4.아..아..
20.아스날",3340,35
"아니 베댓 ㅈㄴ너무하네
아스날 다음시즌 우승할건데 왜 오라함??

...

아 EFL이요ㅋㅋㅋㅋㅋ",1590,38
"건우좌 눈물이 납니다..

부유하지 못한 가정에 축구만 보고 달려와 어머니,동생들 책임주고 부담 주기 싫어 알바해서 축구하는데
감독 하나 제대로 없던 하자고에서 2년을 불태웠고 3학년이 되던 7월 전국대회 그리고 돈 안보고 오로지 실력만 보는 감독아래 12경기중 첫 골 난 경기끝나고 울었다 진짜ㅠㅠㅠㅠㅠ 건우좌ㅠㅠㅠ",1447,4
건우도 할머니랑 동생들이랑 힘들게 살던데 꼭 좋은 성적내서 좋은 팀 가자,893,6
모든웹툰이 빌드업만 같았으면,656,4
"서로 웃으면서 땀흘리고 악수하면서 ""고생하셨습니다"" 하는 장면 진짜 매력적이다. 일에 치어 살면서 잊고 지냈던 축구가 정말로 다시 하고 싶어질만큼 매력적인 엔딩이다.",550,6
완벽하다 전개며 스토리까지 쿠키가 전혀 아깝지 않군,435,4
"조별리그 첫경기, 공식전 첫시합이라는 점에서 왠만해선 4~5편은 길게 끌고가는 편이 대부분일 텐데 그냥 단편으로 내용 끝내버리는 미친 전개 ㄷㄷ",339,6
건우가 선제골을 잘 터뜨렸네,326,8
대사 하나하나에 빠져드는 몰입감은 네웹 통틀어서 1위다.,278,2
아니 빡통대가리냐 다들 전반 2대0 후반 5대0이 일곱골 들어갔다는게 아니라 전반에 2대0이고 후반에 세골더 들어가서 5대0이라는거잔아 심지어 대사에도 오대빵이라고 나오는구만 능지 레전드네,329,74
