comment,likes,dislikes
와 구스트앙.. 진짜 지린다..,10272,49
구스트앙 밤 데려가겠다고 직접 발로 뛰면서 움직이네 ㅋㅋㅋ 방구석 폐인이랑은 그릇이 다르다,7806,41
등장씬 개지렸다... 한주 또 어떻게 기다리지 하,4557,42
아무리 생각해도 로포비아는 구스트앙한테 쨉도 안되는 것 같으면 개추 ㅋㅋㅋ,3785,84
쿤은 벌레라고 안하고 자네라고하네 ㄷㄷ..,3603,21
"애초에 신의탑 독자들은 아무리 좋은 에피소드를 갖다줘도
""작가님 이번에는 진짜 다 좋았는데 이것만 좀..."" 하면서
평가하고 몰이하는 사람이 너무 많음
그냥 작가님이 하시고 싶은대로 해주세요.
잘되든, 망하든 몰아봤을 때 작가가 즐겁게 그려서 재미있는 웹툰이 제일 좋아요.",2926,225
"하긴 근데 트로이메라이가 짠 판을 엎을 수 있는건 구스트앙이
직접 나서는거 밖엔 없지ㅋㅋㅋ 아 가주끼리 대면식하겠다 곧",2328,20
오늘 대사 보니 체스 빌드업 나쁘지않았다....,1887,36
조금만 일찍 나왔어도 바로 친구 앞이잖아...,1512,28
"방구석에 박혀있는 로포비아 보단
자신 있게 들어박는 구스트앙이 실력적으로 위인듯
꼬우면 덤벼라 마인드",1199,36
구스트앙 실루엣 보자마자 입꼬리 씰룩씰룩거렸으면 개추 ㅋㅋㅋㅋ,1137,42
아니 십가주되고 한번도 서로 모함 한번도 안찾아감? 니네들 같이 모험한 친구들 맞냐?,1102,38
"근데 체스에서는 킹끼리도 잡을 수 없다는 사실
가주 둘이서 서로 직접적으로는 죽일수 없나보네요",1000,23
쿤이 로포비아 가주 앞에있다가 갑자기 어케 봉봉타고 이동한거에요???,828,14
이번 화는 좀 지린듯,654,29
