comment,likes,dislikes
아니 에데르송vs고딩이면 밸런스가 안맞잖아요ㅋㅋㅋㅋㅋ,10631,19
"ㄹㅇ 저 감독 하자고 오길 잘했다...
진심 그냥 선수 다루기부터 스카우트 능력에, 기본기부터 쌓아올리는거 등등 해서 진심 최고의 감독인듯ㅋㅋ

토트넘 관심표명 안하고 뭐하냐ㅋㅋ",9539,22
왜 벌리긴 ㅋㅋㅋ 지면 니들 가랑이 사이로 기어와야지,6419,23
"작가님 혹시 홍학철감독 이름이
홍명보
김학범
유상철
에서 따온 건가요?",4804,49
몇년전만 해도 토트넘 나름 epl에서 중상위권들고 경쟁력 있는 클럽인데 2~3년전만 해도 epl모든 팬들이 부러워한게 토트넘 스쿼드 였음 골키퍼 요리스에 풀백은 당시 리그베스트 먹은 로즈 워커에 센터백은 벨기에 듀오 최소실점 할때고 빅터 완야마 캉테 부럽지 않을 경기력에 드리블 성공율 1위에 당시 탈압박 장인이였던 뎀자룡 형님 공격수는 말할것도 없는desk였는데 지금은 무슨 지금 칠면조 집이 됨ㅋㅋ,1695,77
"와 진짜 그냥 전율이 돋는다고 하냐?
축구 웹툰중 이렇게 고퀄리티로 나온 웹툰은 없을 뿐더러
축구하면서 성장하는 고딩 스토리를 이렇게 풀어내니
재미가 없을수가 없지 이건 진짜 한 축구선수의 인생이라 해도 믿을듯",1521,5
적당히 잘그려야지 진짜 어떻게 회차 마다 만신이냐??,1288,10
포브스 선정 네이버 웹툰중 땀냄새 가장 찐하게 나는 웹툰 1위,928,6
K리그 현역 선수들도 이웹툰은 볼거라고 봐,694,9
양승호 흑백 작화 실화냐 슬램덩크 떠오른다,613,2
진짜 감독 개명장이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 명장중 찐명장인데,558,2
"아 진짜 작가님 진짜 단행본 꼭좀 부탁드려요 제발 진짜...댓글 보실지는 모르겠는데 25살 대학생이구요 일단 축구 너무좋아해서 프리미어리그 거이 다챙겨 볼정도로 축덕입니다. 근데 제 인생에서 축구 만화중에 이렇게 재미있고 코드맞는 만화는 처음봐요.. 정말 너무 좋아하고요 나중에 코로나 사태 진정되면 싸인회같은거좀 열어주세요 제가 그런거 평생 안가보고 이해도 못했는데 작가님 작품 보다보닌까 너무 팬되서 와 이래서 싸인회 같은곳 가는구나 하고 생각이 듭니다ㅋㅋㅋㅋㅋ 개그코드는 진짜 너무 잘맞고 너무 재미있어서 혼자서 낄낄대고요 축구관련 내용들은 퀄리티도 정말 좋다고 생각듭니다.. 제 댓글에 혹시 부담 안느끼셨으면 좋겠구요 너무팬이여서 덕질중이라ㅌㅋㅋㅋㅋㅋㅋ 건강 꼭 잘 챙기시고 무리 안하셨으면 좋겠습니다.
그래야 이작품 몃년이고 더 유지해주실꺼 아니에요🤭 이건 부담 드리는 거닌까 꼭 건강 챙기시고 휴재도 하셔도 좋으닌까 오래오래 그려주셨으면 좋겠습니다ㅎㅎ 단행본 소식도 기다릴께요!!",421,7
"빌드업은 진짜 하나하나 빌드업해서 축구종목 대 웹툰이 되고 상품이나 게임등등 연계돼 나와서 크게 되는거 보고싶음. 하이큐처럼. 또 세운고만 아니라 전국 수위권 다른 강자들, 세운고가 예를들어 해남이라면 능남, 상양, 지학, 대영, 풍전, 명정처럼 지나쳐가는 길에 한판한판 돌부리들이 씨게 있었으면 좋겠는데. 작가님 타팀 멤버들도 미리미리 구상하시면 더 굉장해질듯요",410,5
아니 이거 왜이렇게 순위 낮냐고 개재밌는데;;,376,4
홍학철 감독 토트넘 가자 ㅋㅋ,338,9
