comment,likes,dislikes
뭐지 이 빈약한 마무리는;,3895,262
다시 또 컷늘리기 시작이네 돌진하는 장면 컷이 뭐 이리 많아 ㅋㅋ,2739,426
"엔딩 자르는게 너무 부자연스러움
최소한 밤이 유리있는곳에 나타나고 끝내던지 아니면 유리가 유효타를 먹이던지 먹히던지 했어야하는데
날라가다가 이렇게 끊는건 좀 신박하네;;",2437,192
"아니 13월 공격도 흘리는 책이라닠ㅋㅋ 관리자도 못깨는 주술적 아이템 아니었나
그래서 죽음의 층에서 13월 쓰는 하유리가 죽음의 주술도 깼었는데 저건 못깨네.
저 책이 13월보다 상위의 주술적 아이템이면 뭐하러 쟤는 모함에 잠입함? 로 포 비아의 사람들이 레드카펫을 깔고 날 맞이하다. 마침. 이러면 되겠네.",1889,89
휴재 하기 전 폼 다시 돌아왔노ㅋㅋㅋㅋㅋ,2111,344
"옛날에는
하이랭커? 10가문 랭커? 아니 일반 랭커만 등장하면, ""와, 대박이다 이게 랭커!!역시!"" 전투씬 엄청 화려하고 선별인원과 확실히 차이가 있어서 그 긴장감, 그리고 다음화에 대한 설레임이 가득차 한 주를 기다리는 맛이 있었는데

요즘은 선별인원이든, 10가문 가주든 누가 나와도
'전투씬은 괜찮아 졌을라나?', '이번화는 전개가 좀 있을려나?' 라는 생각 뿐이네 ㅠㅠ",1113,65
"와 이건 뭐 그냥 방송켜고 방송 켯으니까 돈달라는
스트리머랑 뭐가 다르냐?",1174,279
이런 전개속도면 2100년쯤에 한 70부작 돼야 자하드랑 밤이 95층 쯤에서 만날듯? 지금 신의탑 몇층에 있는지 아는사람 있음?,933,53
일단 지켜보자 애들아... 나 다시 기다리기 싫어..,721,63
체대 vs 법대 인가..,609,22
"나루토도 15년만에 완벽한 결말을 내고 떠났는데
신의탑은 14년동안 아직도 주인공이 저러고있네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",574,63
"자하드, 우렉마지노, 가주 제외하곤 여태 나온 하이랭커들 중에 티아라가 젤 사기네....",485,24
주인공 왤케 지능 너프먹었냐 안타깝다 진짜,440,34
신의탑이 이상해 졌다 ... 대사도 스토리도 예전 무게감 있고 기대하게 만들었던 신의탑이 그립내요 ㅠㅠ,228,38
"지들이 뭐 된줄알고 큼큼 거리면서 매 화 평가하는거 좀 적당히 해야지...
작가 기죽이려는걸로 밖에 안보임",9,0
