comment,likes,dislikes
"강마루 그는 축신이야!
강마루 그는 축신이야!",11975,19
차준영 눈찌르고 형님하면서 우는거 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9211,11
지금 내몸은 겨울이 여서 떠는게 아니다.,8930,27
"와... .진심 마루 주장감인데??

시우보다 팀플레이 잘하고
조율 잘하고
동료 잘챙기고ㅋㅋㅋㅋㅋㅋ

이쯤되면 외친다 시우out!!!",5921,49
이게 ㅈㄴ재밌는 이유가 조연을 ㅈㄴ잘살림...질질 끌어도 욕할수가 없음 2회독하면 되니까...,4434,16
쌌다..,2358,13
"세상에 70억명의 강마루 팬이 있다면, 나는 그들 중 한 명일 것이다.
세상에 1억명의 강마루 팬이 있다면., 나 또한 그들 중 한 명일 것이다.
세상에 천만 명의 강마루 팬이 있다면, 나는 여전히 그들 중 한 명일 것이다.
세상에 백 명의 강마루 팬이 있다면, 나는 아직도 그들 중 한 명일 것이다.
세상에 한 명의 강마루 팬이 있다면, 그 사람은 아마도 나일 것이다.
세상에 단 한 명의 강마루 팬도 없다면, 나는 그제서야 이 세상에 없는 것이다.
강마루, 나의 사랑.
강마루, 나의 빛.
강마루, 나의 어둠.
강마루, 나의 삶.
강마루, 나의 기쁨.
강마루, 나의 슬픔.
강마루, 나의 고통.
강마루, 나의 안식.",2013,35
진짜 이거볼때면 마치 슬램덩크 축구판 보는것 같다 그때 그 전율을 다시 느끼게 돼,1483,10
"민준이 이야기를 마루와 유나 이야기로 엮어 표현되는 연출이 정말 맛있네요. 스포츠물에서 볼 수 있는 재미 중 하나랄까,,, 작가님 역량이 날이 갈 수록 늘으시면서 후반부도 더욱 기대가 돼요",1136,9
"와, 둥치의 조언으로 빌드업해서 마루가 팀 조율, 민준이 자신감 회복시키고 마무리는 상대팀과 갈등이 있었던 둥치에게 맞기면서 자격지심이라고 말한 상대공격수의 콧대를 누를 수 있는 기회를제공
축구를 넘어선 감동. 완벽 그자체였다.",873,3
마루의 썸 관계랑 축구 상황이랑 오버랩 되는연출 쩔었음 ㄹㅇ,735,1
단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!단행본!,572,3
야동보다 재미있다,538,7
이웹툰 앞으로 십년이상 더하실수 있을듯 이게 지금 어떤 대회도 아니고 친선경기니까 앞으로 지역대회예선 선수들 스토리 지역대회 본선 선수들 스토리 전국대회 예선 선수들 스토리 전국대회본선 중간중간 선수들 스토리 세계대회 이어서 강마루 대학리그 또는 프로진출 이후 해외진출등등 작가님 쭉쭉 갑시다요,540,14
진짜 레전드 학원물 솔직히 이거만큼 재밌는게 없음 이게 왜 1등이 아닌지 이해가 안된다 사랑해요 강마루,520,4
