comment,likes,dislikes
찰칵 세레모니 미쳤다ㅋㅋㅋㅋㅋㅋ,11129,32
유성원 점마 죽었다던 애 아님??,8075,37
"와...이번화 ㄹㅇ쌌다...

역시 믿고보는 최고의 축구웹툰 빌드업..",6416,30
"아니 나인걸 이름갖고 놀리는 애들 이름은 얼마나 잘났길래 하고 봤더니 김기두, 나봉숙 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

지들이 더 구리잖어;",4822,47
"축구 박지성-강마루, 방송 김민지-서민정",2618,75
"세상에 70억명의 빌드업 팬이 있다면, 나는 그들 중 한명일 것이다.
세상에 1억명의 빌드업 팬이 있다면, 나 또한 그들 중 한명일 것이다.
세상에 천 만명의 빌드업 팬이 있다면, 나는 여전히 그들 중 한명일 것이다.
세상에 백 명의 빌드업 팬이 있다면, 나는 아직도 그들 중 한명일 것이다.
세상에 한 명의 빌드업 팬이 있다면, 그 사람은 아마도 나일 것이다.
세상에 단 한 명의 빌드업 팬도 없다면, 나는 그제서야 이 세상에 없는 것이다.
빌드업, 나의 사랑.
빌드업, 나의 빛.
빌드업, 나의 어둠.
빌드업, 나의 삶.
빌드업, 나의 기쁨.
빌드업, 나의 슬픔.
빌드업, 나의 고통.
빌드업, 나의 안식.
빌드업, 나의 영혼.
빌드업, 나.",1665,49
쿠키 구웟더니 4월에 군대 가네 ..,1364,17
이러면 대체 수요일에 뭘 봐야하지...,879,20
마지막 누구야 주인공 관상인데,730,17
아니 나만 모르고 재결제했냐,523,17
없다.. 내 야동..,485,10
심심하다 만신이 없으니 따분해 죽겠구나..,452,10
"강마루 유성원
나루토랑 오비토 생각남",421,25
아 까먹고 또 구웠네 하...,404,21
성원인 어떻게 살아있지,389,12
