comment,likes,dislikes
와아 오늘 화 뭔가 거대한 스토리의 서막같았음 스케일 진짜 기대된다,43905,146
가시 안쓰고...랭커이긴겁니다...순수 신수싸움으로만...,42161,138
스케일 개오지네 까고보면 고대 이후 첫 공식적인 자하드vs퍼그 아니냐,30487,162
역시 그 가문 기대를 저버리지 않고 배신했네 ㅋㅋㅋㅋㅋ,24699,167
"빠른 의견 수용 스토리급전개 오지는 분량
역시 신의탑",18706,743
봐봐.. 쿤가문은 사기꾼이 많다니까.....,17416,144
이제 밤이 가시 안써도 랭커를 이기네요,11424,116
"저 쿤 하인드 루치가 배신자네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 도원팀 배신자
배신자를 알고 도원은 다시 자하드군과 적이 될 듯",10676,133
ㅋㅋㅋㅋㅋㅋㅋ선별인원한테 패한 랭커들어게 도전하는 선별인원 개웃기노,9817,250
"새로운 군단장 이름에 쿤이 들어간다?
이놈은 통수치는 놈이다 라는거",8958,331
"오늘 포인트
1. 보통은 대사나 독백으로 진행되는데 평소와 다르게 설명하는 문장이 훨씬 많음.
2. 화련이 밤이라고 부르는거 아마 이번이 처음일듯",7984,125
"자하드 팀
군단장 3명
마스체니 자하드
도원
오드아이 코브라
군단의 하이랭커들과 그 병력들

밤팀
카라카, 야마, 화이트
에반켈, 켈헬람, 차
퍼그 강경파 원로
퍼그 휘하 병력들

마지막 정거장보다 최소 5배는 스케일 크네ㅋㅋ",7219,168
"과거 V와 제일 친했지만 통수치고 자하드에게 붙은 에드안

하진성 통수친 마스체니

마스체니 죽이는게 목표인 친동생 란

친누나 통수친 아게로

아게로 통수친 마리아

가문 통수치고 나온 하츨링

칼라반 싸우는데 일 대충하고 통수친 엘리엇

지 사촌오빠 죽이고 좋아하는 키세아

도원 통수친 쿤 하인드 루치

ㄹㅇ 자하드 통수치는것도 에드안일거다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",3862,22
??? : 내가 그때 스물다섯번째 밤이랑 랭킹관리국에서 싸워봤다니까?,1071,9
"둥지 주변을 떠다니는 돌...
왠지 라크가 저 돌 조종해서 둥지공격할 느낌온다",163,3
