comment,likes,dislikes
"야스라차 자꾸 야마한테 자하드군한테 대항하지 말고 숨어살라 하는데 야마 지켜줄려는거 같지 않나?
야마가 로 포 비아 가주랑 마주치면 진짜 죽을거 같아서 지켜주려는거 같고 그 이유가 야마 아빠랑 관련있을듯... 아무리 봐도 둘이 친했을거 같아",11357,126
미리보기 두편 나와서 저번주에 안 봤나? 이랬던 사람 개추 ㄱㄱ,6253,167
"단언컨대 SIU는 만신이시다
⢠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣾⣿⣿⣿⣷
⠀⠀⠀⠀⠀⠀⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣳
⠀⠀⠀⠀⠀⢀⢿⣿⣿⢿⣿⣿⣭⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⠀⠀⠀⠀⠀⢸⣿⡿⣿⣿⡿⠿⠻⢟⠛⠯⡉⠛⠻⣯⡉⠉⢹⣿⣿⣿⢻
⠀⠀⠀⠀⠐⢼⣿⣟⣿⠓⣒⣒⠒⠦⡁⠀⠈⢠⠶⣚⣛⣃⠈⣿⣿⣿⠃
⠀⠀⠀⠀⠀⢸⢿⣿⣿⣾⢿⡻⠟⡷⠀⠀⠀⠀⢿⣿⡿⠻⠇⣿⣿⣿
⠀⠀⠀⠀⠀⠈⢽⣿⣿⡳⣗⠚⠓⠀⠀⠀⢀⠀⠀⠒⠒⠂⠀⣿⣿⠇
⠀⠀⠀⠀⠀⣀⢴⣿⣿⣧⡈⠀⠀⠀⠀⠀⠸⠀⠀⠀⠀⠀⢸⣿⠹
⠀⠀⠀⡤⢊⣵⣿⣿⣿⣿⡿⢤⡀⠀⠀⡀⢀⡀⠀⠀⠀⢠⣿⣧⣤
⠀⠀⡞⣠⣾⣿⣿⣿⣿⣿⣿⣦⡀⠀ ⠒⠂⠀⢀⣀⣴⣿⣿⣿⣶⣥⣀
⠀⠀⣷⣛⡿⣿⣽⣿⣿⣿⣿⣿⣻⡿⢶⣤⣠⣼⠞⣹⣿⣿⣿⣿⣿⣿⣿
⠀⠠⡟⢱⣇⣾⣿⣿⣿⣿⣿⣿⣤⣡⡀⠀⠉⠀⢢⣇⣼⣿⣿⣿⣿⣿⣿
⠀⢸⡷⣻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣄⢀⣤⣿⣿⣿⣿⣿⣿⣿⣿⣿
⠀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣭⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿",4764,321
한주에 두개올리는게 가능한거예요?짧지않은 네웹인생중 처음겪는 경험임;;;;;;,3773,58
"설향원 랭커 선별인원 보고 표정 썩었다가 차 보고 표정 변하는 거
개웃기네 ㅋㅋㅋㅋㅋㅋ 근데 랭커랑 선별인원 전투력 차를 생각해 보면 우디르 급 태세 전환도 이해는 간다...",3732,29
"와 하츠 멋있다
하츠처럼 다른 밤 친구들도 나름 각성해서 밤 옆에 서지 않을까
동해가 저정도일줄이야;;;",3265,40
사단장들의 과거 스토리가 나오는거보니 나중에 야스라차의 과거도 나올듯 함 과거에 야스라차와 야미의 아버지는 사이가 좋았는데 어떠한 이유로 악역을 자처하는거 같음 그렇지 않다면 어린시절 야미형제를 놓아주고 지금도 이만 물러가라 하지 않을듯,2476,36
야스라차는 오히려 수인들을 보호하려고 캣타워를 만든것 같다 악취미라기엔 뭔가 확실히 있어,2204,73
"솔직히말해서 하츠나 이수는 탑 더올라가서 랭커되고와서

전쟁에참여하면 좋을것같은데

솔직히말해서 이전장 전투원으로서 러브같은 상위랭커도 힘들다 땀삐질흘리는데...

화련이나 쿤은 길잡이나 책사로서 같이있다고하지만

솔직히 선별인원친구들은 전투원으로서 활동하기 좀그래...
좀전에도 사단장한테걸려서 죽을위기에 차안왔으면 꼼짝없이 황천길갈뻔했음

솔직히 이번엔 눈물을 머금고 탑따로 올라가....

엔돌이나 아낙같은애들은 전부 올라가는중인것같은데
니들은 거기서 솔직히 무리수아니냐 선별인원이
하랭도 막죽어나가는곳인데",1828,85
하츠의 동해가 엄청난 검이긴 한가보네요 시랼 리랼자하드때부터 언급을 계속하는걸 보면..어떤힘이 깃들어 있는검인지 빨리 나왔으면 좋겠네요,1590,18
"ㄹㅇ 근데 엔도르시는 잘도 밤이랑같이 전쟁참여안했네

자기 힘 주제를알고 탑오르는중인가봄

하츠랑 이수는 거기서 도대체 뭐하는거야...",1497,95
진짜 언제 봐도 은혜로운 분량...근데 쿤 라이벌 생긴 것 같은데? 하츠가 목숨을 걸고서라도 밤 옆에 있겠대,1140,16
베댓 이수가 저기에 설 능력이 없다고? 책사는 잘 모르겠지만 이수 추측과 계산능력은 쿤보다 한 수 위인데?,994,82
"알고보니 하츠 검 밤 아빠인 v의 검 아님??
주술 안 걸리게 하는 게 딱 느낌이 오는데..",736,9
