comment,likes,dislikes
솔직히 신의탑은 휴재해도 할말 없긴하지. 존나 성실히 연재했으니.,45443,1315
"휴재 관련해서 불평할까봐 말하자면 작가님 지금 오른손 상태가 너무 심각하셔서 마우스도 왼손으로 하시는 상황이십니다.
솔직히 시우 작가님 손목 박살나는건 누구도 원하지 않으니까 불평은 안했으면",35444,741
ㅈ...잠깐만 1년은 무린데 베댓아...,25645,1117
관심 누르래서 눌렀는데 해제되서 놀랐자나요^^ㅋㅋㅋ,21154,579
"작가님 건강챙기셔서 돌아오세요ㅠㅠ
이제 당분간 일요일 저녁 이시간에 기다릴 필요가 없어졌네요ㅠㅠ",17959,514
"작가님 블로그보시는 분들은 아시겠지만 작가님 손목이랑 건강문제,그리고 화면을 오랫동안 보시는게 힘드시다고 하실 정돈데 이렇게 큰규모 스케일 전투 분량 무엇빠짐없이 준비하셨는데.. 휴식시간은 충분히 가지고 건강 챙기세요!
작가님 신의탑 응원합니다!",10512,318
"근데 지금 밤팀 전력으로 봐선
군단장 미만급은 전부 다 쓸어버리는거 아니냐
최상위 하이랭커 에반켈, 칼라반
슬레이어 카라카, 화이트, 야마
퍼그원로 소피아, 바루스(관전중)
그밖에도 구스구스나 유한성같이 강한 랭커들 많은데
여기에 로포비아 가주가 나오지않는이상 자하드군은 이길수가 없는거같음 전력차이가 너무큼..",7233,349
로 포비아 애들은 왜 이리 격이 떨어져보이지 아리에나 쿤같은 다른 10가문 애들은 품격 있는데 로포비아 애들은 동물이랑 섞여서 그런가 잡종같아,6792,420
"설향원이란곳은 퍼그의 또다른 슬레이어의 주둔지인가..?
여성 슬레이어도 있다고 추측이되네요",6198,245
여자 둘 너무이쁜데 설향원 저도보내주세요 전 거기서 안나갈께요,6168,657
"밤의 영혼은 탑 밖의 신이 만든 완벽한영혼 아닐까?
신의사랑을 받은존재가 아니라.
절대자인 신이만든 생명체 그자체인것.

그리고 밤이 있었던 동굴은 그리고 동굴내부의 자하드문양은
그냥 작중에 나온것이아닌 아를렌과 V 그리고 10가주와
자하드가 탑에들어가기전 서있었던곳이아닐까 추측해봄...

V가 자살한다음 충격먹은 아를렌이 탑을 떠돌던끝에 탑에서나갈길을 찾고 탑을나가게되어 신을만나게되고

아들을 부활시켜달라했으나

안타깝게도 밤은 이미 죽은존재 이기에 신이 영혼을만들어 몸속에 넣은다음 다시 깨어날때까지 아를렌이 밤을 그 동굴에 가둔것이 아닐까생각함

그리고 때가되자 그 동굴의 문을열어 라헬을보내 탑은오르게했던게아닐까...라헬은 단순하게 자신이 주인공이되고싶어서 일을 계속꾸미는모양이다만...

그래서 아를렌은 껍데기만남은 내자식(밤)을보고 아들이아닌 괴물이라했던거고ㅎ

엔류가 신의사자(신의분신)이라는 떡밥도있고
생명을창조했다는썰도있으니 엔류가 탑 밖의신일 가능성도
얼추있네요 떡밥이많음",3533,298
악플도 있고 선플도 있네요.. 항상 재밋게 봐주셔서 감사합니다.,359,39
"1.3개월이상 휴재하면 자동으로 완결처리됩니다
작가님 복귀하시면 다시 연재웹툰칸으로 갑니다
2.작가님블로그에 근황 있습니다
3.작가님 허리,손목건강악화로 휴재길어진겁니다
4.작가님 죽었다거나완결이란사람들 다 거짓말입니다 속지마세요
5.레진으로 옮긴다는말 어디에도 없음 거짓말하는사람들보면 모두 허위사실유포로 신고해주세요",322,12
안녕하세요 예정보다 늦어지고 있어서 죄송합니다,369,86
"2개월인지 3개월인지 넘게 휴재하면 자동으로 완결로
넘어가요 아무것도 모르면서 작가님 욕하지 좀 마세요 ;;",255,8
