comment,likes,dislikes
"강마루 진지한 표정으로 ""ㅇㅇ"" ㄹㅇ ㅋㅋ",11955,19
"""숙제 검사다"" 존나 멋있네",9622,20
"숙제 검사다는 ㅈㄴ멋진데ㅋㅋㅋ
""강마루."" ""ㅇㅇ."" ㅇㅈㄹㅋㅋㅋㅋㅋㅋ

ㅈㄴ웃기네ㄹㅇㅋㅋㅋㅋㅋㅋ",7234,16
"이석훈 친구들 지금 개빡쳤는데..? 분위기 보니깐 마루가 골 넣고 석훈이가 친구들한테 화내서 팀 망가질듯.

그렇죠 작가님?",3854,19
아니 왜 유나가 해준 🐢 자수 안입음,2292,38
"성시우 빼는게 레전드네.. 당연히 서민준 뺄줄 알았는데.
성시우는 처음으로 풀타임 못뛰는건데.. 존심 상해서 나중에 트러블 생기는거 아녀",1664,16
"마루가 민준이가 아닌 시우랑 교체하네요
민준이가 마루랑 같이 뛰면서 트라우마 극복하면 좋겠네요",828,10
"천송고는 조직력이 강점인 팀인데 이석훈이 지금처럼 골 넣으려고 무리한 개인플레이 하면 그 장점이 사라질 듯
반면 탐욕이 제로에 가까운 강마루가 성시우 대신 들어간 하자고가 경기를 압도할 듯 하네요",542,7
"아 좀 너무 하네 드라마도 아니고 지금 두근두근
하게
만들고 일주일 기다리게 하네 ㅡㅡ",326,19
작가넴 ㅠㅠ 저 댓글 잘안쓰는데 축알못이지만 너무 재밌습니당! 이틀걸쳐서 정주행 완료♥♥ 몸조심하시고 연재 오래해주세여!,276,8
