comment,likes,dislikes
"화이트는 2세대 슬레이어임에도
1세대랑 그리 나이차이가 나지않는 고대의슬레이어임
늦게 퍼그에 들어와서 11권좌에 앉아있지

야마보다 나이가많음

그리고 전성기활동당시 그힘이 너무나 강력하고도 악랄했기에
눈옆의 문신을 따라하는놈들까지 생겨낳고

자하드군에게서도 요주의 슬레이어로 등극했었다고함
그런 전설적슬레이어가 슬레이어 교육을해주다니
밤은행복한건지 불행한건지...ㅋㅋㅋㅋ

무슨생각인지 잘모르겠지만 나쁜짓이제그만했으면",15037,355
"잊지 말아야 할 떡밥.
라이볼릭의 열등감에 찌든 눈.",13098,96
"그러네.. 힘의 차이는 슬레이어 화이트가 압도적일지 몰라도, 화이트의 입장에서 밤은 극복할 수 없는 트라우마(아버지)같은 존재인거임..

압도적인 아리에 가문의 힘을 지녔음에도, 아리에 혼은 화이트를 거들떠보지도 않음..
마찬가지로 밤도 선별인원 주제에 화이트에게 겁먹지 않고 당당하게 맞서면서 올바른 신념을 유지함..

화이트의 꿈은 '아리에 혼을 뛰어넘는 검이 되고싶다' 인데, 아리에 혼을 뛰어넘을 수 없다는 사실을 알게되자 아버지에게 대항하기는 커녕, 미쳐서 약자들을 상대로 날뛰는 슬레이어가 되었음.
타락하는 모습을 보고싶다고, 마치 시험하듯 이야기 하지만 사실은 아버지의 모습이 투영된 밤을 죽일수도, 죽일 마음도 없는거임.

오히려 이번 에피를 계기로, 타락한 화이트가 밤의 영향으로 교화되고 진정한 밤의 조력자로 돌아서게 될 듯.

진짜 화이트 입체적이고 매력적인 케릭터다...",11038,214
화이트랑 야스라챠는 진짜 잘만든 캐릭터인 듯,8579,83
"'벗어나지 않은 법칙이 있긴 한거냐?'
진짜 소름이다..",7580,75
"10분버티기가 복선같음
1. 화이트 검 10분버티기
2. 아리에혼 검 10분버티기

밤도 탑 올라가면서 아리에혼 시험 10분버티기를 받겠지.
그때 화이트의 검에 오버랩되는 장면이 나올듯함",5884,124
"기존 100위권이내 하이랭커들은 밤의 스승임

밤도 성격 고쳐먹어야함. 소중햐 사람 잃을때마다 각성하면 자하드까지한테가는데 현 시간으로 50년 걸림

더 패줘라 화이트",5401,87
화이트의 열등감… 왜 그렇게 밤한테 집착하는지 의문이 확실히 풀리는 화였습니다. 이번주도 작품 재밌게 봤습니다. 감사합니다 작가님~,4279,53
아리에혼은 변하지 않앗다는거 이거 큰 떡밥같은데 애초에 아리에혼은 자하드를 왕으로 인정하지않았고 10번싸워서 10패하고 가주로 들어간걸로 아는데 아리에혼은 자하드 별로 안좋아하는거 같은데 나중에 밤파로 돌아설수도 있다는거 아닌가,3380,140
근데 솔직히 화이트 ㅈㄴ 멋졌다ㅋㅋ,2869,73
"근데 여러분 애초에 저기전장레벨로
화이트상대로 맞다이는커녕 버틸수있는존재도 크게없음

능력도안되는데 덤벼서 거열형당한 사단장보면
함부러 깝치면 큰일남",2800,67
와 이번화 연출 대사 레전드다.. 낙인처럼 얼굴 위에 새겨진 핏자국부터 화이트 대사... 아버지의 불변성을 향한 열등감과 비뚤어진 애정이 생생하게 와닿음 저 스승?하인? 늙은 남자의 말을 촉매로 죽어도 자신은 아버지에게 가닿을 수도 변하게 할 수도 없는 미약한 존재일 뿐이라는 걸 깨닫고 증오하기 시작하는거... 쓸데 없는 말을 해서....대사 미쳤나 진짜 진심으로 오싹했음 그리고 밤이 그런 지고한 가주들과 같은 자리에 오를 만한 자격이 있는 특별한 인간이라는걸 내심 인정하며 열등감 느끼는게ㅋㅋㅋ 와 오랜만에 주인공뽕좀 찬다ㅋㅋㅋ존나 재밌다 진짜,2338,35
"화이트가 아무리 전설적인 슬레이어라 하더라도 결국은 선별인원 신분. 화이트는 아리에 혼에게 느끼는 열등감, 죽음의 층에서 구스트앙에게 느낀 거리감(벌레 취급 ㅠㅠ), 그리고 밤에게 느끼는 열등감까지 비선별인원이 갖고 있는 특권(탑의 법칙에서 벗어나 있다는 점)에 대해 열폭하는 것 같네요.",2332,110
"화이트가 이러는이유 : 아버님눈을닮은 밤좋아해서

근데 난 가르치는법 몰라 내방식대로 키울꺼야
하면서 키우는중인데 방식이 잘못됨",2138,161
"사실 화이트도 빈말로라도 절대 범인이라고 할 순 없는데... 수많은 선별인원 중 거르고 걸러져 랭커가 되었고 또 그 랭커 중에서도 하이랭커, 그 중에서도 100위 안 씩이나 되는 ㅆㅆㅆㅅㅌㅊ 재능을 가진 인물임에도 넘을 수 없는 벽에 압도당해 결국 미쳐버린 것이 참.. 그 끝없는 승부욕과 투쟁심이 화이트를 강하게 만든거겠지만 일면 안타깝기도 하다...그러나 독자 입장에선 그런 화이트의 절망감이 얼굴 한번 나온적 없는 십가주들의 위상을 끊임없이 높여벌여서 넘무 재밌고 좋음^^",890,6
