comment,likes,dislikes
"나 진짜 복귀하니까 하는말인데

휴재하는동안 신의탑 댓글창은정말 헬이었음 과장아님

악플,인신공격,도배,공산주의찬양,페미,잼민이,애인찾는다는 정신병자까지

나 진심 대한민국에 정신나간놈들많다는걸 첨알았음",18912,1281
화이트는 코인이 떡상하는지 떡락하는지 도저히 감을 잡을 수가 없다 진짜 ㅋㅋㅋㅋㅋㅋㅋ 📈📈📈📈📈📉📉📉📉📉📉📉📈📈📈📈📈📈📈📈📈📉📉📉📉📉📉📈📉,17625,156
몇 화 별로 나오지도 않았지만 설향원 아이 죽이니깐 왜이렇게 마음 아프냐...? 화이트야 이건 아니지......,16061,223
몇번을 쳐말해 화이트 원래 저런애라고,15612,188
그냥 안전하게 우렉 마지노 코인이나 타자 ㅋㅋㅋㅋㅋㅋ 랭커 관리국 부국장 피셜 보면 우렉 루저노는 펜타미넘 만나기 전까지는 코인 떡상 각이야,10936,93
네이버 웹툰 매출 1위 찍은 날,8994,133
쌍둥이 중에 한명 죽은게 좀 의외네.. 나머지 한명이 추억 회상하면서 혼자서도 신수 갖고 놀 수 있게 각성하는 계기가 될듯,6376,121
신의 복귀 이거 말고 할말은 없습니다 그저 저 4단어면 충분할 것,4912,293
설향원 애들 죽은거 너무 순식간이라 믿기지가 않네,4605,80
"야스라챠가 말하는 위에분들 가주일 가능성이 크다
즉 , 에반켈이 가장쎄지만 에반켈이 가려는곳에는 로포비아 가주가 있을 가능성이 있음 때문에 별로 신경을 쓰지 않는듯",4592,149
"그래.. 또 나만 진심이였지..
화이트 너를 잠시나마 좋은 놈이라고 생각한 내 잘못이지...
왤케 맘이 아프냐",4347,121
다음주부터는 아무리 쿠키가 많아도 1화씩 밖에 못 본다는 사실이 가장 슬프다 ㅠ,3550,70
이러다 설향원이 아니라 인생에서 로그아웃하게 되는 거 아니야? 이거 떡밥이였네...나모 안녕...,3485,86
"게임같은 시험안나오고 싸우기만 한다고 징징댐= 게임속에서 싸우게함
등장인물을 너무 안죽인다고 징징 = 죽여줌
악역이 착하게 변했다고 징징= 나쁜놈으로 복귀

휴재전 독자들이 징징대던건 다들어줬네",3409,148
"걍 100% 생각하고있는 그림이있음

애초에 융합한이후로 인격두개라 화이트본인만의 육체가아님
전처럼 함부로못움직임

밤 단련시켜주는게 맞는거같음",2370,107
