comment,likes,dislikes
구스트앙 블로섬한테 차인거였어ㅋㅋㅋㄱㅋ,4178,35
트로이메라이랑 구스트앙이랑 친했었구나,4079,39
"구스트앙이 말한 각자의 방법으로 기억을 숨겼다고 했는데
자하드의 방법은 홍등가의 왕자들인듯
홍등가의 왕자들이 사실은 자하드의 기억으로 만든 클론일꺼같음",3608,39
가주 얘기 나오니까 드디어 그리운 신의탑 감성 좀 나오네ㅋㅋㅋㅋ,2989,43
어린가주들 개귀엽네 ㅋㅋ,2202,21
"스토리, 분량, 진도, 모든것이 오늘은 ""합격""이다",2248,141
구스트앙의 면상처럼 역겨운 미로 ㅋㅋㅋㅋㅋ 둘이 절친이네,1987,24
"정확한 사용방법을 모르는건
워치만 사고 폰을 안사서 그런거지...",1603,25
"구스트앙은 기억을 숨긴책
트로이메라이는 리바이던이나 동물들에게 기억을 버렸고
자하드는 기억을 등가의 왕자들이라는 존재들을 만들어 버린게 아닐까",1404,18
"펜이 티아라였다면
책은 기스가르일듯",1310,28
십가주들 서로가 적의를 가질만한 기억을 다 봉인했는데 저 팔찌가 열쇠가 되어 십가주들끼리 싸우게되는 그런게 아닐지,862,14
"엔 자하드야 구스트앙한테서 아를렌의 포켓을 받았으니 10가주와 아를렌, v의 과거를 알았다 치는데 도대체 마스체니는 뭘 어디서 어떻게 알아가지고 13월을 모으는거에 눈독을 들이는거지? 죽음의 층에서 구스트앙이랑 통화하던게 쿤 에드안인가?",669,22
애플워치가 자하드와 십가주를 파멸시킬 힘이었어??,615,10
"3부 159화에 내가 자하드 운명,리셋 어쩌고 저쩌고 써놨는데 구스트앙이 말한 죽음의층 사건은 자하드가 아를렌의 아들 밤을 죽인 사건을 말하는것같음 (아를렌이 밤을 낳은곳이 죽음의 층, 밤을 낳았다는 소문에 자하드가 직접와서 밤을 죽임) 그후 ""정말 문을 열어줄수있는 자들"" 밤,라헬,악령등등 비선별인원들이 들어옴. 즉 누군가 옛날부터 비선별인원들이 들어온다는걸 알거나 기록이 있었다는것(어느 시간 부분까지는 정해진 운명으로 반복되는 역사로 계속 리셋이됨). 가주들은 진실,운명(리셋)등을 알게되서 충격을 받고 자하드편에 서면서 이 기억,진실들을 각자만의 방법으로 망각하는법을 배운듯함. 구스트앙의 금서에는 반복되는 역사(운명,리셋) 진실,기억등이 기록되어있는함. 구스트앙이 나또한 그장소에서 널 죽일지말지라고 하는말을 봐서 금서에 거기까지도 계속 역사가 반복되고 있었다는게 기록되있는듯. 그 이후부터 비선별인원들때문에 운명이 계속 갈라지는듯함.",329,22
