comment,likes,dislikes
ㅋㅋㅋㅋ 그래도 가주가 직접 움직이니까 시원시원하네,4893,34
"콘티만 짜서 주고
분량 나눠서 각자가 그린거같네",3662,252
개인적으로 기린의 대사에서는 품위가 느껴져서 좋음. 그리고 이번 화 분량 진짜 죽이네.. 전성기 느낌 난다,3069,103
"이런게 정상이지....
가주 힘 제대로 보여주네...
선별인원,랭커들이 저런힘 앞에서 버티고있는게 말이 안됨",2382,37
"현재 가주가 다루는 7동물중 제대로 나온거
해룡 1마리, 미노타우로스, 코발트개구리, 은갈치, 크라켄 총 5마리네요 해룡 2마리 남았나",1697,25
"와 트로이메라이 지금까지
억까만 당했는데 시원시원하네 ㅋㅋㅋㅋㅋ",1557,24
"트로이메라이 이 놈 근데
저 답답한마스크 잘때도 쓰는거임?
저딴 마스크쓰고 자니까 악몽꾸는거아니냐",1544,20
"근데 신해어 중에서
제일 쌔보이는건
탑1층에서 헤돈이 꺼낸 신해어가 제일쌔보임",1327,30
내 생각에 결국 트로이메라이는 원래 자하드보다는 V랑 아를렌과 더 가까운 사이였을듯하다. 결국 구스트앙은 그 추억을 버려버린 트로이메라이가 자하드에게 속았다는 사실을 인지시키고 같은 편으로 민들듯 ㅋㅋ,1016,21
"나만 트로이메라이 응원하냐?
내적친밀감 ㅈㄴ쌓였는데 왠지
구스트앙이 함정 팠을 거 같아서 불안함",965,38
"밤이 지파장에게 한 대사 ""태어나게 했으면 지켜줬어야죠"" 이 대사는 무엇인가 밤을 투영시킨 듯 하네.

매번 밤에게 감당하기 어려울 정도의 시련을 겪다보니 조금은 지쳤을까.",766,18
"나만 신의탑 옛날같지않다생각하는거냐 동료들이랑 힘합쳐가면서 층올라가는건 어째고 아직 랭커도안됬는데 허구한날 가주랑 여기저기 돌아다니면서 싸우고다니냐 지금이 몇층인지도, 무슨 내용인지도 모르겠다 옛날에 층 하나하나 거쳐가면서 점점 강해지던모습이 재밌었는데 자왕난이나 하츠같은 애들은 대체 어디간거냐",730,84
"트로이메라이가 집접 부리는 7가지 동물은 역시 기존에 나왔던 두마리 이름으로 봤을 때 <일곱가지 대죄, 칠죄종>컨셉이네요.
교만, 인색, 시기, 분노, 음욕, 탐욕, 나태.
오만(교만)한 크라켄, 분노하는 라피드, 나태한 엘고르.
4마리 더 남았는데 구스트앙이랑 전면전에서 다 나오겟죠?",616,25
"이상한 말투 쓰는거 못고치는듯
톡 대화에 어디 이상곳에서 쓰는 말투 가져와 쓰는거싫음",662,125
"수룡3마리 이마 해룡같은데 하나는 폭발 일으키는 라피드인가 그놈에 나머지는 올크리쳐 안에있는 놈들 같은데 밤의 신원류로 올크리쳐에서 강제로 해방이 가능할지도 모름.

그리고 역시 기린이 내부자 맞았고 이젠 트로이가 빡쳐서 포비더군대랑 저 난리치는동안 기린통해서 구스트앙이 로바돈 제거하고 가주vs가주 대치하던가 다른 방식으로 시간끌어서 밤일행 무사히 탈출시킨다음 대국에서 이긴다음 트로이 기억 살리는 방향으로 갈듯 함.",532,28
