comment,likes,dislikes
왔다 내 야동,10463,62
"ㅋㅋㅋㅋㅋㅋㅋ
마루 주장ㅋㅋㅋㅋㅋㅋㅋㅋㅋ

진짜 이제 강마루노 페르난데스 되는거냐ㅋㅋㅋㅋㅋ",7110,31
시우한테서 불백의 향기가 난다..,4231,21
"세상에 70억명의 빌드업 팬이 있다면, 나는 그들 중 한 명일 것이다.
세상에 1억명의 빌드업 팬이 있다면., 나 또한 그들 중 한 명일 것이다.
세상에 천만 명의 빌드업 팬이 있다면, 나는 여전히 그들 중 한 명일 것이다.
세상에 백 명의 빌드업 팬이 있다면, 나는 아직도 그들 중 한 명일 것이다.
세상에 한 명의 빌드업 팬이 있다면, 그 사람은 아마도 나일 것이다.
세상에 단 한 명의 빌드업 팬도 없다면, 나는 그제서야 이 세상에 없는 것이다.
빌드업, 나의 사랑.
빌드업, 나의 빛.
빌드업, 나의 어둠.
빌드업, 나의 삶.
빌드업, 나의 기쁨.
빌드업, 나의 슬픔.
빌드업, 나의 고통.
빌드업, 나의 안식.
빌드업, 나",3269,41
시우 '케파' 할까봐 쫄렸는데 갑자기 주장을 줘버리네 ㅋㅋㅋㅋ,1994,7
선생님 지난주 숙제 있었는데요~,1261,14
아니 벌써끝이라고?? 작가양반 더 줘,765,7
허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야!!!!허둥치 그는 신이야,709,8
"안녕하세요 작가님. 어릴적 축구선수가 꿈이었어서 빌드업 너무 잘보고 있습니다. 민준이와 비슷한 일을 당한적이 있어 너무 이입되네요. 이석훈 같은 애가 있었거든요. 그새끼덕분에 경기때 트라우마가 생겨 결국 전 축구를 그만뒀죠. 민준이가 꼭 이겨냈으면 좋겠습니다. 그리고 이석훈도 꼭 망가졌으면 좋겠습니다. 어설픈 사과엔딩이나 현실과 같은 전개로 이어지면 정말 힘들것 같아요. 웹툰상에서 이석훈이 한행동들(폭력,협박,추행)을 단순히 만화적전개로 가볍게 끊내지 않았으면 합니다.",676,12
홍감독 선수존중 멋지다,471,4
"이석훈한테 어울리는 결말은
팀을 쥐어잡던 이석훈이 계속적인 개인플레이를 통해 오히려 경기를 망치고 마루에게 골먹힘(여기서 극대노)
이석훈은 지 잘못 모르고 팀원들에게 책임을 돌리며 망나니 짓을 함
이에 참다못한 팀원들이 이석훈을 배제하고 플레이를 이어감(팀의 중심이였던 이석훈이 소외됨)
이석훈은 이런 상황에서도 강마루보다 많은 골을 넣기위해 팀원의 결정적찬스를 강제로 빼앗아가지만 오히려 실패로 돌아가고 팀에서 완전히 버려짐
이석훈으로 인해 천송고는 패배하고 이석훈이 극대노하여 망나니짓을 시작하자 참다못한 동료들이 감독에게 이석훈과 함께할수 없다며 그동안 쌓인 불만표출
이석훈은 이로인해 그동안 자신이 빽이 되어주었던 천송고 축구부 팀원들과 그들 학부모의 지지를 잃고 퇴부처리됨",344,6
이거 박지성 이야기랑 비슷한거같은데 주장완장 건내주라는거 잘못들어서 맨유에서 순간적으로 캡틴이엿던거 ㅋㅋㅋㅋㅋ,211,1
마싯다..이번화 ..맛이있어..,159,4
캬.. 맛있다,153,3
이 작품을 이제보네 개꿀잼이다,96,2
