comment,likes,dislikes
여름이었다 뭐냐고,19537,26
"""여름이었다""는 사람이름이나 그냥 아무 문장 뒤에 쓰면 청춘만화 같이 되게 만드는 드립임
Ex) 야 , 강마루 ! / 음료수를 마시며 쳐다본 하늘은
•
•
•
""여름이었다""",11995,39
키퍼뿐만 아니라 괴물센백을 데려왔네 ㄷㄷ,7215,17
이런게 만화지 카타르시스 오진다 진짜 와ㅋㅋㅋㅋ,4811,30
"심건우

허영재 강마루 양승호

성시우 OOO

OOO OOO 차준영 OOO

도재윤",4198,14
진짜 재윤이 성공했으면 좋겠다 성공해서 할머니 호강시켜드리자,3240,14
아니ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 감독이ㄹㅇ 웃음벨이네 문자에 무슨 학철쓰라고 하고 나이도 글로 써서 보낸게 뻘하게 웃기네ㅋㅌㅋㅋㅋㅋㅋㅋㅋ,2300,19
작가분 한국인이네ㅋㅋㅋ,2271,10
여름이었다의 뒤는 이제 대회 시작이라는거지!!!,1197,5
이게 소년만화지,1115,3
하 ㅈㄴ 재밌어 미친 작가양반 사랑한다고😘,1027,8
"막일 일당이 10~15정도 하지 않나
10이라 쳐도 하자고 애들 인원(실루엣 포함) 다 합치면 300은 넘게 벌었을듯
크으.. 으리!",890,9
초등학교2학년 때부터 엘리트 축구를 배우며 프로산하학교의 코스를 밟고 대학교3년을 일본에서 공을찬 선수출신 독자입니다 처음에는 일반인(마루)이 축구를 접하고 저렇게 단기간에 엘리트선수가 되고 활약을 하는 것을 보고 축구는 누구나 할수있고 개나소나 하는줄 아나? 하루이틀 하고 재능있다고 해서 될수있는게 선수가 아니고 죽을 만큼 노력해도 될수없는게 축구선수라고 생각하던 독자였습니다 하지만 지금까지 만화를보면서 선수들이라면 할수있는 고민들과 마루의 성장 거기에 암묵적으로 진행되던 비리에 상처받은 선수들 그리고 그것을 극복하는 과정을 보고 아...이 작가님은 생각보다 많은 정보를 찾아보셨고 일반인들에게는 보이지않는 부분까지 세세하게 그렸구나 라는 생각을 하게되었습니다 지금은 비록 축구선수의 꿈을 접고 다른길을 향해 걸어 나가고 있지만 이 만화를 보면서 다시 학창시절의 선수시절의 제 모습을 생각하며 마루를 응원하고있습니다!,739,25
소년 스포츠 만화의 정수. 적절한 개그요소와 깔끔한 기승전결. 그림체 또한 소년 스포츠에 가히 적절. 이보다 완벽한 만화가 있으랴...? 가슴이 뛴다...,710,14
"와 진짜 개꿀잼인데 일주일에 한 번 씩 밖에 못 본다는게 ㅈㄴ아쉽네
축구 만화중에서 이렇게 꿀잼인거 첨 봤는데 ㅠㅠㅠ",559,6
