comment,likes,dislikes
???? 두개 나와서 당황한 흑우 개추,3018,61
또 두개네 형 너무 무리하지마 이러다 휴재하면 알지? 또 나 슬퍼 ㅠ,2781,48
솔직히 렌 원킬 못내면 밸붕임. 하위급 하이랭커라 할지라도 화이트나 칼라반한테 원큐에 썰리는판인데 그런 둘한테도 치명타 날릴수 있는 밤이 끽해야 상위랭커인 렌을 원킬 못낸다?? 말도안되지,2887,230
"오늘부로 siu에 대한 지지를 철회한다
어쩌구...저쩌구...
siu 나",2629,50
"처음엔 FUG는 무조건 악,
공주에 대한 이미지는 긍정적이었던 스토리가
갈수록 FUG에 대한 인식은 긍정적으로 되고,
그에 적대되는 존재들이 다시 생각하게 되는 이미지가
되고 있는 것 같네요.

밤이라는 캐릭터를 슬레이어 후보라는 포지션에 두면서
FUG에 대한 세력이나 영향력도 커지는 것 같아요",1551,24
"하도 징징대니까 무리하나보네
후 잼민이들이 너무 많아",842,66
지옥열차에서 본 엔도르시 숙적이랑 똑같이 생겼네,528,13
노력 많이하신게 보여요 ㅠㅠ 마지막 렌이랑 밤 대치할때 예전 신탑느낌 나서 너무 좋았음 ㅡㅜㅡㅜ,440,31
저거 엔도르시가 멈춘이유가 2부에나온 숙적하고 닮아서 그런거아님??,373,11
2개나와서 일단 2개결제하고 보기 ㅎㅎ 작가님 잘볼게요,198,11
전투력 가늠도 강자의 기본소양 중 하나인데 맨날 c급선별인원 드립치면서 개무시하는 전개 너무 지겨움. 밤 전적이 화려한데 이걸 인정하고 제대로 임하는 랭커가 어케 하나도 없냐 걍 무시하고 닥돌ㅋㅋ,187,11
렌 근데 진짜 모르겠는데 쟤 뭐 됨? 왤케 죽일수있다고 말하는거임?,173,5
"내용에 관한 댓글은 하나도 없고 좋다, 나쁘다 등의 피드백밖에 없네ㅋㅋㅋ 근데 1부, 2부초반때랑 비교하면 다른작가맞음ㅇㅇ",149,11
이제 3년뒤에 보러와야지,145,11
또 사이드 오지게 나눠서 한 화에 4개 사이드씩 돌릴 것 같은 불길한 예감이 드는데,81,8
