comment,likes,dislikes
와.....진짜 이장면을 볼려구 몇십화를 기다렸냐...밤의 전력을 알수 있을것 같네요,29493,130
"타고난 재능
하진성+유한성+에반켈+은둔고수 가르침
가시 2개
영혼의 힘
푸른 바리
붉은 바리
의태
검은삼월
....
몇개냐",25508,193
밤 오브 다루는실력 실화냐...? 진짜 내가알던 그 찐따같던 밤이 맞냐..? 진짜 신의탑은 전설이다..,22112,533
"담주는 뭐가나와도 레전드다
1.밤vs칼라반
2.화이트 등장
3.에반켈 등장
셋중하나 가즈아!!!(설마..차랑 도원스토리로 가는거 아니겠지!! 이건 역배인데ㅋㅋㅋㅋ)",14474,186
밤아 다음주에는 가시2개랑 검은삼월 쑤셔박고 붉은바리+푸른바리 힘도쓰고 오브에 신원류 담아서 거하게 한번싸워보자 전력을 한번 보고싶어 힘이다해도괜찮아 칼라반이 지파장 이상이니까 화이트가 부활해서 너회복될때까지 시간벌여줄수있을거야 한번 진짜 최상위하이랭커들 다놀래게해보자 저번처럼 신수들이 떨리게해보는거야!,8729,260
"예상 전개

1. 밤 공격 성공 부상은 입히지만 큰타격은 안됨
2. 카라카 큰 부상을 입거나 명예가 실추될 정도로 두드려맞음
3. 칼라반이 앞에서 슬레이어가 얼마나 덧없는 자리인가 입텀
4. 화이트가 애송이 한명 잡고 뭘 그렇게 폼잡고 있냐 하면서 등장
5. 완벽한 부활은 아니지만 밤이 낸 작은 상처로 인해 화이트가 승리",7106,229
그놈의 도원 ㅋㅋ 대체 왜 있는 캐릭터냐고 ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5784,136
"뒤돌아보면 5초안에 녹인다던 칼라반
뒤 안돌아보니까 공격도 안하는 자기가 한말은
무조건 지키는 참된 호걸 칼라반",5710,64
아니 근데 하천희를 심장으로 보낸건 ㄹㅇ 도박 아니냐? ㅋㅋㅋ 유한성이 지면 카라카도 죽는건데?,5256,69
"💥쪼개진 에피소드 정리💥

1. 차 vs 도원
2. 에반켈 vs 레파브브
3. 화이트
4. 유한성 vs 하천희
5. 밤 vs 칼라반
6. 둠,폴 vs 지파장
7. 야마

+ 전장 밖 상황(잡혀가는 하유리, 소원을 비는 라헬, 팔찌를 얻은 구스트앙)",3395,43
근데 칼라반도 웃긴게 그냥 밤 죽이면 되지 왜 가만히 있냐? 저번에도 그러다 놓쳐서 군단장 자리 뺏겼으면서..음..,3339,135
"다음주는 아마 에반켈 도깨비씬, 화이트외 쿤, 유한성과 하천희 이렇게 차례로 나올 예정이라 밤이랑 칼라반의 정식한타는 다다음주로 생각하면 될듯하네요^^",2506,96
"카라카 얼굴이 공개될거 같지않나요..?
하진성이 카라카 한테 죽지말라고 갑주 선물을 한건데
카라카는 지금 하진성을 구하기 위해 목숨을 걸었고 갑주에 대해 나온걸 보니.. 그리고 칼라반이 카라카의 최종목표 자하드인걸 알고있고 나중에 무의정수 풀때 갑주 깨지면서 카라카가 자하드랑 비슷하게 생긴거 보고 흠칫할거 같아요

네 상상은 사람 자유니까..",324,4
"ㅋㅋ 칼라반 vs 우렉 이러고 있다 ㅉㅉ
우렉 꿀밤 맞으면 칼라반도 울면서 엄마보고싶다 할걸?
ㅋㅋㅋㅋ",46,2
"하진성도 멋있지만 카라카도 진짜 너무 멋있음,,,, 처음엔 마냥 악역같았는데 지금은 밤보다 더 좋아짐",6,0
