comment,likes,dislikes
진짜 이렇게 스케일 커질때마다 느끼는건데 우렉 저새긴 얼마나 쎈거임?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,43485,546
화이트 테라버닝 ㄷㄷ,28753,120
하진성이 엄청 센거임,25293,168
"지파장 나오니까 생각해봤는데

하진성이 고대시대에 하가문 지파
하나를 멸족 시켰다고 했는데

그러면 지파장은 100위권이 아닌건가?
아니면 그냥 하진성이 겁나 강한건가?",21118,187
에반켈이 100위 밖으로 밀려났다고 설명해주시넼ㅋ,16845,161
"화이트가 지파장 영혼 언급한거보면 지파장 죽나보네
왠지 약하게 생겼더라",14729,166
"아니 에반켈에게 상위랭커는 쫌 아니잖아요ㅋㅋ
혼자서 군단장 없는 군단은 개털어버리는데ㅋㅋ

부사단장 케이는 하이랭커인데 에반켈에게 데미지 1도 못주고 일격에 날아갔구만ㅋㅋ",12402,383
"한 편 한 편에 너무 일희일비 하는거 아닌가.. 이번 화에서 힘을 안 썼다고 다음 화에서도 안 쓴다는 것도 아니고말야. 당장 에반켈이 고대종 풀개방해서 휩쓸어버릴 수도 있지만 그러지 않는 이유도 뻔한거 아닌가?
다들 노블레스식 전개를 원함? 모든 캐릭터들이 낚시꾼 포지션도 아닐뿐더러 지금 현재 고작 ""2차"" 방벽이야
2차 방벽에서 지파장이 전선에 나왔다고 에반켈이 폭주하고 야마가 전신의태하는게 말이 되냐?
이번 편만 봐도 밤 진영의 중간전력들이 나서면서 밤이 가진 주술을 푸는 능력으로 2차 방벽까지 부숴나가겠지
그리고 더 깊은 곳에 있는 군단장과 사단장들 그리고 마스체니까지 상대할 정도로 진입하면 에반켈, 야마, 차, 화이트 등도 전력으로 싸우겠지
진짜 매주 연재라지만 좀 너무하네",10990,506
"여기서 알수있는건 랭킹에서 힘보다 영향력이 그만큼 중요하단거..

그건 자하드는 탑의 왕이란 칭호때문에 엄청난 랭킹 버프를 받았다는걸 추측가능.

단순 힘으론 우렉이 자하드 잡을 가능성이 훨 높음.
예로 우렉이 자하드를 죽이는걸 불가능이 아니라 들어줄 생각이 없다했는데 구스트앙이 반박안함.. 우렉..",9025,326
"하저씨 재평가다 하가문 지파
단신으로 멸망시킴",7135,115
근데 지파에서 가장쎈거가 지파장이면 야스라챠도 지파장아님?,4282,151
베댓님아 아직 떡밥이나 스토리들이 완전히 다 드러난것도 아니고 이제 3개 방벽중 첫 전투 시작인데 에벤켈이 전력을 쓴 것도 아니고 캐릭터 개성을 잃어간다고 하는건 다 뿌숴주고 멋진 전투장면만 나워주길 바라는 님 욕망인듯. 그건 피드백이 아니라 님 입맛대로 만화를 주무르려고 하는거임. 스토리에서 크게 벗어나지 않은이상 독자들 입맛 하나하나 다 맞춰줄 수 없고 그렇게 되면 어떤길로 접어드는지 알텐데. 요즘 신의탑 독자들은 피드백이라는 명목하에 자기 입맛대로 원하는 장면만 요구하는사람이 많아보임. 그건 피드백이 아니다. 스토리를 본인이 짜는것도 아닌데 아직 개성 운운하기엔 전투의 너무 초반부임,4060,122
"로포비아 가문이 최상위 가문은 아니고 가주도 10위권인데, 지파장이 23명이면 적어도 200위권까지는 분포해야 밸런스가 맞음(10개 가문에서 균등하게 하이랭커를 배출한다 해도, 200위 안에 23명 지파장이 다 있는건 비율상 되게 높은거니까).. 근데 에반켈도 60위인데다가, 야마를 포함한 200위 이내권 하이랭커가 많은 퍼그쪽에게, 군단장이 고작 지파장 한명을 최강전력이라고 내세울 정돈 아닌것 같은데... 파워밸런스 조정에 약간 혼동이 있으신건 아닌지...",4474,1143
슬레이어가 몇명인데 걔들 하나하나가 군단장 씹어먹을급이면 퍼그가 그 오랜세월 숨어서 ㅂ신짓 했겠음? 진즉 우르르 몰려가서 맞다이 떳지ㅡㅡ 기본적으로 퍼그는 자하드한테 찌발리는 설정인데 왜 슬레이어 약하다고 매주 꼬장부리는거야.. 그리고 선별인원이 랭커도 써는판에 상위랭커가 에반켈한테 좀 개길 수도있지 뭔 트집들을 이리 잡는지.. 몇년전에 이화 불꽃 삼키던애가 에반켈 오브를 씹어삼킨정도도 아닌데ㅡㅡ 한주만에 에반켈이 다죽이면 뒤에 더 나올 캐릭들은 와서 뭐하라고 걍 봐 ㅈ블레스때를 생각해린 이정도면 황금밸런스다,3109,96
"신의탑은 독자들은 너무 한화에 일희일비함
연령층이 낮아서그런가?",161,7
