comment,likes,dislikes
화이트코인 화성가는중,18965,96
게임 한번 듣고 바로 이해하려면 최소 요즘 수능국어 2등급이상이어야겠는데? ㅋㅋ,16130,271
파라큘 소수 종족이라 잡혀있는거 아니냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,12868,57
화이트는 밤한테 두드려 맞을때 자살안한게 다행이지,12292,83
하저씨 마른거보니 가슴 아프다 ㅠㅠ,8696,74
야스라챠 중간에 견족 넣어놨을듯 그러면 진짜 개악독하다,7823,72
와 전투씬 업 된거보소ㅋㅋ 이미지 트레이닝했나?ㅋㅋㅋㅋ,5920,85
라헬그림 ㅈㄴ고퀄이네ㅋㅋㅋㅋ 능력자 ㅈㄴ많아 하여간,4177,75
항상 처음에는 게임의 룰을 알아듣기 어렵단말야....;; 쿤아 그래서 답이 뭔데..?,3976,42
"안녕하세요 라헬입니다

한마디만하고갈게요 신의탑만세~♡
⠀⠀⠀⠀⠀⠀⢀⠠⡤⣤⣶⢒⣶⣮⣟⡝⢦⣀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢀⣔⢟⣳⢓⣿⣯⡟⡗⢾⡻⡟⣟⢽⣯⣳⠀⠀⠀⠀
⠀⠀⠀⡴⣱⣣⣿⢣⡿⢨⠳⣽⡽⣶⡙⢝⢞⣟⡻⡿⡆⠀⠀⠀
⠀⠀⢰⡩⢁⡯⣙⣌⢞⡻⢧⣜⢹⢹⢿⠌⡖⣼⢲⡷⣧⠀⠀⠀
⠀⠀⡞⣿⡿⣁⢰⠪⣕⣿⣮⢼⢿⢸⣠⢱⢸⢿⣾⠷⣟⡄⠀⠀
⠀⠀⢧⣿⢧⣿⣾⣶⡧⣧⣿⣿⣿⣞⣯⢘⣎⣿⠊⠒⣜⠇⠀⠀
⠀⠀⠘⢦⣼⣟⣿⣿⠈⠉⠙⢻⣿⡿⢷⢻⠛⡇⡂⣰⠎⠀⠀⠀
⠀⠀⠀⠀⣹⡆⢉⠋⡦⠀⠀⠊⠉⠀⣸⣞⣜⣵⡣⡞⢤⡀⠀⠀
⠀⠀⠀⠀⣿⠡⡀⠀⢉⣀⣀⠀⠀⢠⣇⢻⠉⡝⣷⠋⢳⡧⠀⠀
⠀⠀⠀⠀⠻⡆⠈⠲⢤⣀⡠⠴⠊⣸⠟⠀⢏⣿⠊⣆⠸⠃⠀⠀
⠀⠀⠀⠀⠀⠈⠀⠀⣠⡇⠀⢀⣠⣿⣶⡄⠀⠁⠉⠉⠉⠀⠀⠀
⠀⠀⠀⢀⣠⣤⣤⣶⣿⣿⣾⣿⣿⣿⣿⣿⣶⣤⣤⣄⠀⠀⠀⠀
⠀⠀⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⠀⠀
⠀⠀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀
⠀⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀
⠀⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⠀
⠀⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀
⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢻⣿⣿⣿⣿⣿⠀
⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇",3853,660
"소수민족 탄압하는게 중국보는느낌이네 야스라챠...
고양아~ 강아지처럼 짖어보세요 왈왈
⣿⣿⡿⣿⣷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⢿⣿⢟⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣵⣿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣷⣿⣿⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⢿⣽⣿⣿⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⠿⠟⡩⠕⢫⠟⣿⣿⣿⣿⣿⠟⠛⠻⢿⣿⣿⢿⡻⠁
⣿⣿⣿⣿⣿⠀⢀⠀⠚⠓⠚⣿⣿⣿⣿⣧⣀⣁⣠⠞⠙⠈⢴⠀⠀
⣿⣿⣿⣿⣿⡇⡿⣟⠒⠒⠂⣼⣿⠀⠀⠈⠙⠛⠉⠀⠀⢸⡟⠀⠀
⣿⣿⣿⣿⣿⣧⠸⢻⢷⣼⣌⣛⣃⢉⠁⣠⣤⡤⠀⢀⣠⣿⡇⠀⠀
⣿⣿⣿⣿⣿⣿⡄⠋⡷⣬⣛⠿⠿⠷⢤⡬⠋⠀⢠⣾⣿⣿⣧⠀⢀
⣿⣿⣿⣿⣿⣿⣿⡸⣙⠺⢝⣻⠶⠒⠁⠀⠀⢀⣿⣿⣿⣯⡙⠀⠀
⣿⣿⣿⣿⣿⣿⣿⣷⣻⣿⣶⢟⣡⣄⠀⢀⡤⢞⣿⣿⣿⣿⣿⣦⣈
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣚⣡⠖⣸⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠏⢠⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿",3174,195
쥐 ㄹㅇ 귀엽네 ㅋㅋㅋㅋㅋ,2907,46
저 두꺼비면상이 말한 대장이 흰뱀친구가 말하는 대장이랑 동일인물이라면 현4군단장도 밤쪽사람일 가능성 있는거 아닌가??,1943,95
화이트 울어 ㅋㅋㅋㅋㅋㅋ,1863,36
소장하기 쿠키 가격 좀 올려도 되는 웹툰,1809,254
