comment,likes,dislikes
이 만화 못생긴 놈 80% 특 : 의리 존나 있음,14290,10
마루년 실축에서는 전략적으로 하더만 피파 하니까 무지성 적폐써버리네 ㅋㅋㅋㅋ,7403,33
똥휴지의 보답을 보여줘라 노란머리여,6074,9
유나도 매력적이고 까일만한 캐릭터는 아닌 것 같은데.. 요즘 댓글들은 대부분 모아니면 도인듯 나는 둘다 좋은데,3503,49
유나가 어딜봐서 어장녀냐? 딱봐도 자기가 마루를 좋아하는지 아직 모르는것 같은데 그리고 자기가 먼저 분식집에 초대했는데 그거 깨고 다른여자애랑 놀러다니니까 당연히 질투도나고 화도나지 이걸 어장이라고 단정지어버리는 애들이 ㅈㄴ답답하다.,1562,35
이란전 하프타임이라 보러온사람?,1456,18
작가님 침착맨 구독자인거보솤ㅋㅋㅋ,1079,15
"입체적이고 현실적, 사실적인, 그리고 미숙한 면을 보이는 캐릭터에 대한 혐오가 극에 달한 것 같음.. 사이다지상주의라 해야하나.. 암튼 잘못, 실수, 반성과 변화를 기다리지 못하는 건지.. 솔직히 유나 정도면 막 뭐 밉상도 아니라고 생각하는데 몇화전부터 그냥 대차게 까이기만 하네 ㅠ",612,5
"진짜 너무 좋아요 빌드업,, 네이버 웹툰 전부 다 합쳐서 각 캐릭터마다 특색도 다 달라서 보는 너무 재밌고 조금씩 유머러스한 장면 하나하나에 웃으며 힐링합니다. 이런 글 쓰는 것도 처음이여서 작가님이 확인하실지 모르겠지만 정말 제 마음 속에는 최고의 판타지 웹툰, 스릴 넘치는 액션신 보다도 더 감명받고 즐길 수 있는 거 같습니다 꼭 오래 연재하시고 원하시는 목표 꼭 이루시길 바랍니다~",492,5
"아ㅋㅋㅋㅋㅋ똥휴지 주셨는데 처리를 어떻게 하냐고ㅋㅋㅋ

오히려 감사하다고 경기전까지 풀컨디션 관리해줘야지ㅋㅋ",476,2
아 #발 나도 휴지없네,342,8
유나♡강마루가 딱인데 유나 눈치도 빠르고 착해빠져서 마루 포기할 듯...,260,15
축구웹툰을 보는 것인가 개그 웹툰을 보는 것인가,248,5
나중에 명운고랑 경기할 때 정지운 한 번만 넣어주실 수 있나유 ㅠㅠㅠ 레스터시티 팬인데 비슷한 명운고에서 잠깐이나마 떨거지 캐릭터라도 좋으니 나와보고 싶사옵니다,176,6
웃음 진지 스토리까지 이렇게 완벽한 빌드업으로 경기가 아니어도 루즈하지도 않은 만화가 있을까....작가님 천년만년 연재해주세요,68,3
