comment,likes,dislikes
"스나이퍼 재평가.. 스나이퍼 업적 : 엘파시온 1킬, 지파장 1킬 도합2킬 + 정보제공

이정도면 스파이 아니냐ㅋㅋ",33247,127
"헐 저거 구스구스아님? 20층에서 시험본곳 총시험감독관!

청노스승 뮬러브도 나오는건가? 솔직히 밤스승중
러브가 제일쓸모있는기술 알려준 참스승이라 생각한다 나는

재등장가나요!?",24506,184
밤이 여태까지 살아 남게 해준 장본인 러브.. 참스승 께서 밤을 위해 오셧다 마지막 보고 소름돋았네,21114,167
막컷 진짜 소름이다... 이거 예상한 사람 단언컨대 단 한 명도 없었을듯,16729,263
자꾸 질질끈다 이래서 작가님이 하천희 유한성 싸움씬스킵하셨네..,13615,574
"부모님이 fug때문에 죽었는데 도와주러 온거임!?
역시 참스승 러브 이때까지 밤이 살아있는 이유는 청노 때문지..",12383,126
"밤스승목록
퀀트:역흐름제어
러브:청노
유한성:신수제어술
하진성:화접공파술
데이터에드안:오브
에반켈:오브
밤 스승의날때 고생좀햇을듯",11898,126
"와...레파브브 하드캐리 미뗬네
1.자하드군 부군단장 강제 희생시킴
2.에반켈 압축해체
3.로 포 비아 지파장&가문을 상징하는 가주의 신수 사살
4.3번으로 인해 화이트 부활
5.내부고발자
첫번째 방벽의 전투는 누가뭐래도 레파브브가 1등공신이다",7558,106
"둥지 자체가 하나의 어항인듯 합니다.
스나이퍼가 있던 더미속에서 신해어가 나왔듯이
둥지도 하나의 어항이여서 거대한 신해어 혹은 로포비아 가주가 직접 기른 무언가가 등장할것 같음",7206,96
스나이퍼 누나 이쁜데 이유가 잇엇네,6328,305
"구스구스 : 후라이드로 넘어와
뮬러브 : 싫습니다
구스구스 : 너 나 싫지?
뮬러브 : 싫습니다",5654,95
"마지막에 나온두명은 뮬러브(2부6화첫등장,밤이청노카피한스승)
아우구스구스(2부22화등장,20층 총시험관,fug편)입니다.",5292,90
"마지막짤 구스구스 옆에 러브가 떡 하니 그려져 있습니다!!!!!!!
20층에서 마지막으로 보고 지금 엄청 강해진 밤의 모습을 볼 참스승 러브의 반응이 궁금하네요",4800,82
"솔직히 밤측세력 다모인거 아니지않나? 생각날만한 조력자만해도 어마어마한데... 야스라챠나 군단장들이 밤 개무시하는데

두가지만 꼽아봐도 구스트앙의 포비더가문...

우렉마지노의 월하익송... 이두개만 움직여도 그냥 개박살나는건데

이번화에 러브랑 구스구스 모인걸보니 천천히 하나씩뭉치는중인듯 밤만 성장하면 자하드목따는건 불가능까진 아니다본다 나는",4642,397
"솔직히 밤 조력자 다합하면 자하드제외 자하드군 다 괴멸시키고도남는데... 천천히 모이는중이라 작아보이는거지...

구스트앙이랑 우렉마지노만해도 어후...",4160,224
