comment,likes,dislikes
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ준영이 너무 좋아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,13018,13
나왔다 내야동,7829,86
"민준이 이제 부담없이 트라우마 이겨내고, 팀에 스며들어서 플레이하는거 너무좋다ㅋㅋㅋㅋㅋㅋㅋ

ㄹㅇ 포르노라고 불릴만함 이웹툰은.
작화,스토리,캐릭터 개개인, 그외에 축구지식이 다 갖춰져서 독자들 싸게만듦ㅋㅋㅋ",6265,44
근데 마루 드리블 잘하지 않았나? 늘 혼자 축구해서 슛빼고 잘했던 컨셉인걸로 아는데,4763,13
"강마루는 신이야! 강마루는 신이야! 강마루는 신이야! 강마루는 신이야!
강마루는 신이야! 강마루는 신이야! 강마루는 신이야! 강마루는 신이야!
강마루는 신이야! 강마루는 신이야! 강마루는 신이야! 강마루는 신이야!
강마루는 신이야! 강마루는 신이야! 강마루는 신이야! 강마루는 신이야!
강마루는 신이야! 강마루는 신이야! 강마루는 신이야! 강마루는 신이야!
강마루는 신이야! 강마루는 신이야! 강마루는 신이야! 강마루는 신이야!",2107,21
"강마루,

내 삶의 빛이요,

내 생명의 불꽃,

나의 죄,

나의 영혼,

강-마-루.

허공에 발을 딛어 짧은 숨을 내뱉다

앞니를 건드릴 듯 다가가는 혀 끝.

그는 축신 ,

축구장에선 축구화를 신고 서 있는

5피트 8인치의 평범한 선수.

그는 공을차면 차면 페르난데스 였다.

학교에선 마루.

서류상의 이름은 강마루.

그러나 필드위에서

공을찰때는 언제나 축신이었다.",1547,8
민정이 아버님 진짜ㅋㅋㅋㄱㅋㅋ,1533,5
민정이 엿날리는게 왜이리 이쁘지?ㅋㅋㅋㅋㅋㅋㅋㅋ,1101,8
아시아경제 구독.... 충분히 가치있었다,921,6
"내가 지금까지본 축구 만화중 이게 원탑이다ㅋㅋㅋㅋ
개그소재로 재미까지 더한 이 웹툰이야말로 최고임ㅋㅋㅋ",670,0
빌드업이 수면위로 올라온다 ...,478,2
휴재인거 깜빡해서 업 떠있는거보고 후다닥 들어온사람은 개추ㅋㅋ,343,5
왜미리보기 안나와 버그임?,314,11
미리보기 왜 안뜨냐,309,7
미리보기가 왜 안올라오지,296,9
