comment,likes,dislikes
라헬 오랜만에 봐서 기분 안좋으면 개추,7490,138
"그냥 우렉 마지노 나와서
시원하게 쩌리들 다 죽이고 책 챙겨주고
다음 진도 나갔으면 좋겠는데
하는 사람 개추",6361,332
"크리사가 결국 희생하는구나
구뜨피로 비비기엔 화진 세력이 너무 강했고
이번에 진태와 표영 각성으로
진태는 유우성에 비빌만한 급까지 성장할듯
김신의 분노와 각성은 화진 삶아먹을테고
여민수는 그냥 삶아먹고 싶을테고",3257,567
"야마 안에있는 아크리낙 빨리좀 나와야 할거같은데
야마는 맨날 줘터지는거 밖에 없냐 ㅋㅋㅋㅋㅋ",2191,31
아니 얘들아 아무리 뒤마가 강하다지만 하이랭커 카라카 하이랭커 고대 슬레이어랑 비빈다는 야마 고대 하이랭커 하진성 그리고 화이트 씹어먹은 밤까지 저 시동무기 하나에 저렇게 털리는거는 진짜 아니지 않냐 ㅋㅋㅋㅋ 신의탑 게임에서도 자하드 월하익송 퍼그로 큰 3가지 세력으로 나웠는데 너네 말대로 퍼그가 아무리 종교적 집단이자 미국 중국 사이에 낀 is포지션이라고 해도 초창기 퍼그 위상을 너무 가져다가 버린 느낌인건 맞잖아.... 밤이 10년째 성장했는데 탑이 아직 넓고 깊다는데 대체 언제 비빌 수 있다는건지 이젠 감도 안온다,2316,172
"하진성 첫등장 : 그 쿤조차 벌벌떠는 10가문 학살자 고대의 하이랭커
현재:전부 피해라
베이로드 야마 첫등장: FUG의 슬레이어 위기상황이 아니면 잠에서 깨지않는 무친놈 하지만 ㅈㄴ쎔
현재 : 밤 해줘
카라카:FUG의 슬레이어, 유리공주와 대등하진 않지만 싸움중 유리눈나가 지키던 밤일행을 노릴정도의 실력
현재:공기
밤:엔류가 남긴 가시 습득, 신원류 습득, 관리자의 새끼 흡수, 트로이메라이의 애완동물 납치 및 흡수 고대의 슬레이어 화이트와 정정당당한 1대 1싸움은 아니었지만 승리
현재:가시 안 꽂으면 니가 뭘 할 수 있는데",2152,27
화련좋아하고 라헬싫어하는 사람한테는 최악의 마무리다ㅋㅋ,1311,29
"아니 근데 나는 진도좀 빨리 나갔으면 좋겠음

예를 들어 저번 책 찾아오는 에피소드도 그냥
줄글로 쭉 설명하다가 뒤마 등장하는 장면부터 그림으로 이어나가는 식으로 가면
작가 속목도 봄 보호하고 진도도 나갈 수 있을것 같은데

지금은 진도도 느리고 분량도 적은 느낌",1312,152
"야마 그냥 죽이면 안되나?
그냥 진짜 개를 그리는게 더 쓸모있을 거 같은데
쟨 쓸데없이 작화랑 컷만 잡아먹고
크윽! 크윽! 말고 하는게 뭐임?
야마만 없어도 지금보다 진도 30화는 더 나감",1068,40
화련 의상 좋다......,804,29
"내가 왜 신의탑이 재미가 없어지는지 알아냈다. 3부는 대체적으로 캣타워같은 대규모 전쟁같은게 많이 일어나는데 그러니까 언질도 없었던놈들끼리 치고 박고 싸우니까 누가 이겨도 아무생각이 안들고 재미가 없어지는거다. 1부랑 2부를 봐라 1부는 선별인원 팀 중심적으로 돌아가니까 라쿤밤 콤비도 보고 애들끼리 친밀해져가는 과정이 얼마나 재밌었냐. 2부는 성장한 밤이 여기저기 돌아댕기며 성장한 모습을 보여주면서 퍼그의 슬레이어 후보가 된 이유와 퍼그에서 벗어나는 과정, 그리고 조연들까지 천천히 서사를 쌓아갔다. 하지만 3부를 봐봐라 밤보다 다른 엑스트라가 더 많이나온다 맨날 전쟁이랍시고 여기저기 시점 왔다갔다 하면서 언질도 없었던 엑스트라들 싸우는거 보는게 진짜 왜보는지도 모르겠고 재미도 없었다. 지금이라도 안늦었으니까 초반 선별인원 위주 시점으로 해봐라 그럼 1, 2부급은 아니더라도 확실히 재밌어 질거같다",690,15
만화 망한듯,602,40
하진성은 지가 카라카한테 갑주 줘놓고 갑주에대해서 잘모르네,572,23
갈수록 코믹메이플이 생각나냐 ㅋㅋㅋㅋ,529,18
"탑이 깊습니다?
탑을 바다처럼 표현하네요. 이 표현이 가지는 의미가 뭘까요?",469,73
