comment,likes,dislikes
아니 감독한테 엉 ez랄하는거 ㅈㄴ 웃기네 ㅋㅋ,11144,18
"03들아 수능 대박나자
나를 포함해 우리 모두의 노력이 결실을 맺길..",4134,135
"민준이 진짜 안타깝네...

어쨋든 마루야, 해트트릭 하고, 공 챙겨서 민정이 주자ㅋㅋㅋㅋ
참교육 가즈아!!!",3919,27
민준이 교체시킬거처럼 강마루 준비하고 강마루 유니폼 갈아입으면서 투입 직전에 민준이 트라우마 극적으로 극복하고 한건한다,2456,21
"강마루 준비하고 성시우랑 바꿀듯
성시우도 기자 한테 자기 기량 보여주고 싶어서
스루패스가 아니라 발밑 주면서 자기가 들어가서 골넣을수 있게
그걸 감독은 캐치하고",1790,7
"홍학철 이번 경기끝나고
민준이 한테 개 간지나는 한마디 하고
민준이 결심하고 진짜 이 악물고 악으로 깡으로 트라우마 극복한다 아니 해야된다",882,9
"강마루 : 엉?
감독도 맞먹네.ㅋ",728,2
감독이 불렀는데 자연스럽게 엉? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,530,4
"마루 와중에 아직까지 감독한테 반말하네ㅋㅋㅋㅋㅋ

혹시모름
민준이 말고, 옆에 다른 미드필더 교체해주면서 패스 받으러 뛰어다니는 마루 옆에서 민준이가 더 잘 플레이하게 할수도 있을듯ㅋㅋㅋ띵장감독님이자너ㅋㅋㅋㅋ",493,0
왜 아무도 허영재 언급 없냐 개잘하든데;;,443,2
오 썸넬,90,3
"후반전 마루 민준과 교체
허둥치 천송 윙어 도발에 각성

경기 하자고 승리
민준이 눈물 보임 동료중 한명 다가와서 괜찮다며 개 간지포스 뿜음

천송 노란양아치 마루 보면서 부들부들 천송고패배후 노란머리양아치 감싸주기 포기

민준 다음 훈련부터 트라우마 극복 훈련 제대로 들어감

이런 전개면 당신은 진짜 개 만신이다",44,6
영재 진짜 많이 바꼈다.. 보기좋구만,34,0
축구 월드컵 예선 하프타임에 축구웹툰이라니 ㅋㅋㅋ 이건 못참는다고 아ㅋㅋㅋ,9,0
