comment,likes,dislikes
이번 스물다섯번째 밤도 혼자보내겠군..,32066,154
"도원 너무 팔랑귀인데?ㅋㅋㅋ 지 스승이 말한 ""그 분""의 아이가 찾아온다는 말은 기억은 못하고 이상한 노란머리 말만 기억하네 ㅋㅋㅋ",31308,146
뭔 자왕난이야ㅋㅋ 홍등가의 왕자 중 한 명이겠지ㅋㅋ,22133,293
절대 못 부술거랬는데 바로 부수네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,16799,174
자왕난이나 자하드는 아니고 아직 밝혀지지 않은 홍등가의 왕자 중 한명인 것 같은데,13042,243
켈헬람이 역시 안목있네 ㅋㅋ 깨우면 적이 될것이니 깨우지말라한거 ㅋㅋㅋ,11416,89
작가피셜 : 강한 랭커보다 밤이 쎄다. 밤은 하이랭커의 신수를 쉽게 무력화 시킨다,9492,172
아 요즘 라헬년 안나와서 웹툰보기 편-------안,9135,524
자하드가 장난치는거네... 운명에 장난친다는게,8581,179
이제 저기서 누가 쥬 비올레 그레이스 풀네임 언급해서 도원이 그레이스? 하면서 설마 스승님이 말한 아이가 저 아이인가? 하고 호구조사한다음에 같은 팀 될 듯,7809,180
"홍등가의 왕자가
그냥 자하드의 분신체 같은것들이 아닐까?
자하드가 자기가 버리고 싶던것들을 요소로 만든 클론같은거 일꺼같다.",6314,155
아무리 봐도 밤 붉은바리 의태는 볼품이 없다 ㅠ,5269,1149
저게 어떻게 자왕난임 홍등가의 형제들 중 한명이겠지,3979,136
밤 미모 실환가..ㄷ,3361,114
오늘 거 보고 대장 보러왔다 손!,283,3
