comment,likes,dislikes
오늘분량 스토리 모두합격 쿠키가 전혀아깝지 않았다..,4888,132
누명을 쓴 소중한 딸을 위해 옛동료에게 복수하는 이상적인 아버지같지만 그 복수때문에 다른 자식들과 그 후손들까지 죄다 죽게 만드는 미친 부모님ㅋㅋ,4583,44
"유라시아 엔 자하드... 10가주 2명(포비더, 유라시아) 사이에서 태어났던 무색의 12월을 소유한 천재 자하드의 공주. 그러나 갑자기 미쳤다는 이유로 봉인되었던 인물입니다. 까먹으신 분들은 2부 239-241화를 참고하면 좋습니다!!",4508,54
엔자하드는 아이라고하지 벌레라고 안하네,3001,48
"신의탑 역대급 떡밥 중 하나 나와 버리네;;
얘들아 그토록 말하던 설정빨 제대로 받을 차례다 드가자",2262,55
ㅋㅋㅋㅋ 다른 자식들은 미물이고 엔은 우리아이네,1981,37
"포비더 구스트앙과 유라시아 블로섬의 딸이
자하드의 공주인 엔자하드 입니다.
그 이야기를 이제 풀것같네요",1581,23
"구스트앙도 다른 가주들처럼 원래 V와 아를렌의 편이 아니었는데, 엔의 감금 이후로 자하드와 타 가주들에 대한 적개심이 생겨 자하드에게 칼이 될 수 있는 밤을 찾아다녔던 거네요...",1364,27
"오늘 떡밥 많이 풀렸네

1. 구스트앙의 분열 이유 - 엔 자하드 사건
2. 로바돈이 가려던 가주의 약점 - 어떤 책(아를렌의 예언일 가능성 높음)
3. 유라시아 블로섬 등장 암시

스케일이 점점 거대해진다ㄷㄷ",1282,27
"로바돈이 트로이메라이나 기린을 배신하는건가 했는데, 어찌보면 전쟁을 반대하는 온건파같은 느낌의 인물이였구나",987,13
와씨 아를렌 V 사건 때문에 전쟁 일으킨줄 알았는데 엔자하드일줄은 몰랐네.,819,19
이제 유라시아 블로섬도 나오나????,717,16
"구스트앙 금서에 분명 엔자하드 관련한 13월 저주랑 아를렌의 예언이 적혀있던거 같네 그래서 엔이 폭주하고 13월 저주 들킬까봐 자하드가 어딘가에 봉인하고 10가주 대부분도 아무렇지 않는거마냥 가만히 있으니 구스트앙이랑 블로섬이 빡쳐서 대놓고 반자하드파로 돌아섰구만.
그리고 구스트앙은 금서에 적힌 내용을 읽고 기억 찾은 뒤 아를렌의 예언속 아이(밤)이 올때까지 조용히 준비하다 밤을 만난뒤 본격적으로 나서는거고.",689,17
"그럼 엔 자하드가 가주들 입장에서 알면 안되는걸 알아버려서 봉인하도록 도왔거나 방관했던 건가?
구스트앙은 자신의 아이가 봉인될 때까지 외면해버린 가주들에게 그때부터 분열을 생각했고 블로섬 가문과도 멀어졌다고 알고있는데 도대체 엔 자하드가 알아버린 것은 뭘까?
설마 아를렌이 알고 있는 탑 밖으로 나갈 방법?...
스케일이 점점 거대해진다..",601,24
"가주들도 원래는 자하드의 아내로 적합한 공주를 만들어서 더 높은곳을 향하는것을 추구했는데 자하드는 그럴마음이 없었고
엔자하드 사건을 통해서 자하드의 그 생각이 가주들 사이에서도 공론화가 된거같은데
가주들은 예전과 다르게 공주가 아내가 되던 탑을 올라가는것에 더는 생각이없으니깐 구스트앙이 존나 불만이 생긴듯",540,26
