comment,likes,dislikes
생각해보니 그렇네ㅋㅋㅋㅋ 장어덮밥으로 맺어진거였구나,6706,31
밤 개잘싸우네ㅋㅋㅋㅋ 전투신 너무맘에들고~~,5442,68
저거 밟아라,3919,25
엔도르시가 말한 밤에게 얻어먹은 장어덮밥은 옛날에 밤이 친구만들기 미션때 나온 덥밮입니다,3636,42
작가님 이대로만 갑시다 중요한 장면이나 떡밥을 풀때가된 화라면 좀 느리게 이야기 전개해도 되지만 이렇게 전투씬 위주로 보여줄 화이면 최대한 압축해서 주요인물들 대화만 넣는게 좋을 거 같아요!,2636,153
신원류도 안쓰고 레비아탄도 안쓰고 갓뱀 제압하네. 이제 진짜 어지간한 하이랭커급 넘어선듯,2405,45
이정도 퀼리티 이정도 분량이면 아무도 욕 안할듯,1730,46
이번 화는 진짜 너무 만족이네요! 전투씬 가독성 좋고 분량 미쳤고! 감사합니다 재밌게 잘 봤습니다!!,1366,24
"예전에 노빅이 말했었죠 밤에게 빛이 난다고요

그리고 그 빛을 따라오는 녀석들이 생긴다고 라크 쿤 엔도르시가 그런 관계죠.....",1191,18
"밤 지금 최대전력 궁금하다
가시 두 개 몸에 박고,진짜 힘, 검은오브, 신원류, 화이트 힘, 영혼힘,
리바이어던, 붉고 푸른바리, 검은삼월 전부 다 쓰면
에반켈도 이길 것 같은데",954,36
이제야 그때 자기랑 싸울땐 대충했다는걸 알겠네 ㅋㅋㅋ,801,12
"개인적인 생각이고 그냥 작가를 깔 생각은없음 그냥 아쉬운점 적어봄

일단 밤 얘가 젤 문제임 작품 초반부부터 선별,랭커,하이랭커,그 위 대충 일케 큼지막한 위치가있고 다구리든 어떤방법이든 절대 이 상하관계를 깰수없는게 신의탑임. 밤이 랭커를 이기는 이유는 비선별인원 이걸로 설명하는거고 그래서 그동안 밤의 무지막지한 성장을 10년넘게 독자들은 지켜봐왔고 이제 좀 제대로 묘사할때임. 밤이 크윽 이런거나 저렇게 길게 싸우는 자체가 말이안됨. 화이트가 저 뱀이랑 싸우면 어케될거같음? 3컷이면 충분함. 밤은 이제 뭐 사이드로 빼던 뭐 어케하던 일케 밤 전투 보여줄거면 그냥 압도적으로 이겨야됨. 화이트 이겼잖아. 여기서 밤이 랭커이긴것만으로 대단한거아님?일케볼수도있는데 지옥열차 마지막정거장때로 충분함. 밤은 이미 하이랭커임 그럴라고 서브주인공으로 자왕난 만든거아닌가? 얘가 선별인원이랑 다니면 다닐수록 전개가 어려워짐.",703,110
이번화 폼 레전드,624,36
밤 성장 미쳤다 3단계 의태,490,21
뱀에 대한 떡밥은 아무도 안 얘기하네 뱀은 엔도로시와 리랼자하드가 동시에 갖고 있는 소재로 둘 다 천인출신에서 자하드공주가 되었다는 공통점이 있음. 뱀은 자하드공주시스템의 부패한 부분을 잘 나타내고 있음 언젠가 풀려야 할 떡밥임.,528,64
