comment,likes,dislikes
"이런거 볼수록 불안하다
노블레스,덴마 같은 작품도 10년 넘게 연재를 했는데
마무리를 못해 폭삭 망해버린거
신의탑은 떡밥 회수랑 마무리 잘지어서 네이버 웹툰 명작으로 남았으면 좋겠다
+작가님 신의탑 애니화 축축🎀🎀",48541,485
"2020년 4월 일본제작사에서 신의탑애니가 방영된답니다!

한미일 동시송출이요!

드디어 신의탑이 애니화가됩니다 여러분!!",32379,246
역시 ‘그’ 가문.... 전시상황에도 여자한테 추근덕대는....,25932,177
월하익송이 이제 스멀스멀 수면위로 올라올때가 아닐까?,16648,169
밤에게 일반랭커란 : 준비운동 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,16474,163
"중요 포인트
1,화이트의 재기:이번 전투에서 수많은 양쪽 랭커들이 희생됨.그 영혼들을 화이트가 흡수할 가능성이 큼.
2,로 포 비아 시랼,리랼 자하드 공주:이 두명의 공주가 속해있는 가문이 소유하고 있는 격전지,무엇보다 마스체니와 결탁한 자들 3,가시조각:3번째 가시조각은 둥지 중앙의 공간에 들어가 있을 가능성이 있음.
4,하진성의 생사:FUG에서 영향력이 큰 하진성이 죽는다면 여론이 자하드와의 전면전으로 갈 가능성이 커짐.(다만,죽지 않을 수도 있음)",14437,226
"이번 대전쟁에서 키포인트

1. 밤의 존재 =>랭커는 이겼지만 하이랭커들 사이에서의 전쟁에서 어떤 활약을 할지

2. 바라가브의 존재 => 야스라차의 능력 속 바라가브가 자유로웠다 그리고 '연구'를 시작하였다 언급에서 '의외의 인물'

3. fug 슬레이어 군대 => 카라카도 자신 세력 군대를 모집하고 야마도 견족 랭커들 모집하며 숨겨진 퍼그 원로들도 군대를 소집하려는 것으로 보임",10313,146
화련 자기 예쁜건 아네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10109,136
둠 팔 야마가 다시 붙여줬나보네,8639,115
"찰리는 평범한 랭커가 아니라 이래뵈도
엘리트 랭커입니다;; 처음소개될때도 나왔지만",7828,110
프롤로그 이제 끝낫네,7187,155
마스체니는 뭐 원래 배신각이고 새로 온 군단장도 배신 때릴 수도 있을 거 같다. 저런 말을 하는 거 보니까. '포비더' 라이볼릭 '쿤' 눈동자가 초록색(노란색+파란색)인 거 보면 포비더랑 쿤가문 혼혈일 수도,6365,160
여기서 왠지 마스체니랑 새로운 군단장 배신각이다 ㅎㅎ,6034,185
야마가 광견한테서 조종당하지않는 뭔가를 얻어내서 둘이 담판을 지을듯. 분위기가. 두명의 군단장중 야스라차는 야마가 상대하고 다른쪽은 그이외의 전력들이 비기는전개? 새로운군단장이 바로죽지는 않을써같아서. .,4522,58
자세히보면 둠 팔 없었는데 다시생김,4424,152
