comment,likes,dislikes
슛 직전에 대사 블러 처리되는 연출까지.. 작가 발가락 가져와,8003,16
'2021년 마지막 빌드업',6240,27
"와ㅋㅋㅋㅋ진심 지렸다ㅋㅋㅋㅋ

민준이 골부터 세레머니까지 완벽했음ㅋㅋㅋ
10...10점이요!!!",5668,19
"서민준,

내 삶의 빛이요,

내 생명의 불꽃,

나의 죄,

나의 영혼,

서-민-준.

허공에 발을 딛어 짧은 숨을 내뱉다

앞니를 건드릴 듯 다가가는 혀 끝.

그는 데드볼 스페셜리스트,

축구장에선 축구화를 신고 서 있는

5피트 8인치의 평범한 선수.

그녀는 공을차면 차면 데이비드 베컴이였다.

학교에선 민준.

서류상의 이름은 서민준.

그러나 필드위에서

공을찰때는 언제나 축신이었다.",2995,27
"이마 보이는 짧은 갈색머리

180으로 보이는 키

강력한 중거라 슈팅

내 머리속엔 케빈 데브라위너,스티븐 제라드 두 선수가 떠오르지만

서민준의 등번호 23번 제라드가 데뷔했던 나이와 똑같다

콥..콥기잇!!",2434,30
"'네웹빌왕'

네이버 웹툰에서는 빌드업이 왕이다.",1877,5
나인걸 계속 보다보니거 나잉골란이었음? 지금 알았네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1055,7
그치만 퇴장은 나인걸..!,938,5
작가 발가락 빨 수는 없으니 내 발가락인라도 빤다,832,8
"빌드업이 대박인이유
하자고
캐릭터 한명한명 스토리를 가지고있으며
트라우마 극복 하자
민준이 더이상 도망치지 말자
마루 월클 가보자",756,7
미리보기 왜 안올라와여??,234,6
"감사합니다 작가님
트라우마를 극복하는 장면을 볼 때
학폭을 당해서 모든 걸 포기했었던 아니 세상 모든 걸 두려워했던
한 사람이 떠오르네요..
나중에는 결국 트라우마를 만든 사람 앞에서 골을 넣고 이석훈 옆을 떳떳하게(당당하게) 지나가는 모습이 ""나는 결국 너보다 성공했다"" 라고 행동으로 말을 하는 느낌이 드네요",229,4
작가님 인스타에 3개월 휴재라고 떴어요,173,6
미리보기 줘...!,155,14
왜 미리보기 없어요?,137,9
