comment,likes,dislikes
아니 청대를 들어갔는데 무회전을 처음 상대해본다고?ㅋㅋㅋ 진짜 빽이였던가? ㅋㅋㅋㅋ,8284,423
학생중에 무회전 제대로 찰수잇는애가 몇이나있겠냐,6560,69
세운고 키퍼 자세히 보면 양승호가 볼 찬 순간부터 디딤발 밟은 상태였음 이미 오른쪽인걸 알았던거 ㅇㅇ 승호야 담배나 빨자 그냥,3688,33
일주일을 기다렸는데 공 두번 차는 거 보고 끝이네 ㅋㅋㅋ,2297,184
"???: 골키퍼가 가장 막기 힘든곳
'탑코너'
엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1483,14
왜 분량이 적다고 느끼는지알아?? 지들이 원하는 장면이 안나와서 ㅋㅋㅋ,874,19
"우리나라 고등학교 한 반에 4분의 1 정도가 무회전으로 차는걸
조절할 수 있으면 다 축구선수하지 왜 공부하냐 ㅋㅋ
ㅈㄴ웃기네 댓글 ㅋㅋ",668,10
"와중에 정수리 빈거 자세히 묘사하신거 개웃기네ㅋㅋㅋㅋㅋ

아...이건 눈물 뭐냐..?",429,22
분량 짧다고? 800화까지 연재하시겠다는 작가님의 큰그림이다,348,9
"설정상 청대할때 무회전킥이 없었을수도있지
그것가지고 싸우냐 베댓들아...
그냥 웹툰이다 현실 아니고...",312,12
작가님도 탑코너 즐겨본다는데 그거는 언급이 없네 ㅋㅋ 저도 탑코너 재밌게 보고 있어요. 근데 빌드업이 좀 더.......,148,2
빌드업작가님 천재,96,5
