comment,likes,dislikes
"칼라반과 밤의 팀플이라... 생각도못했던조합이긴한데

듬직한건 어쩔수없네

하진성 팔 아작냈을정도의 실력자니까",29719,126
"치킨이 깡도 아니고 ㅋㅋㅋㅋㅋㅋㅋㅋ

구스구스는 1일 50깡 하는구나 ㅋㅋㅋㅋ",26356,297
"와씨 결국 러브 치킨 횡령죄냐...하루에 50치킨이라니...
양념치킨 하나에 17000원 잡으면
17000×50=850000
1년이면
850000×365
=4250000+51000000+255000000
=310250000
3억 1025만원...
이건 구스구스가 엄청난 혜자인거다...",23210,260
야 그러고보면 살인기가 처음으로 뭔갈 죽인화 아니냐?ㅋㅋㅋㅋㅋㅋ 세계공인 안전 살인기 벗어났네ㅋㅋㅋㅋㄱ,21507,178
"난 무엇보다 러브랑 밤이 팀먹는걸 보고싶단말이다

둘이 쌍 청노 발현되는순간 내목적이 달성되는거야",14462,202
와 아우구스구스 개쎄네.. 그냥 중위권 하이랭커 정도로 생각했는데 혼자 자하드 군 어그로 끌고 할정도로 실력이 꽤 높은 하이랭커인듯,12839,132
아 살인기 공식이 깨졌네..,9382,117
ㅋㄱㅋㅋㅋㅋㅋㄱㄱㅋ아 옛 캐릭터들 이렇게 다시보니깐 너무 좋다ㅜㅜ,8465,104
저 황금갑옷 입은 자하드군 간부 왠지 할머니집에 손 지압기랑 비슷하게생겼네 그 금 공같이 생긴거,7552,101
"러브 개연성은 딱 알맞다고 보는데..?
지금까지 신의탑은 초반에 퍼그 = 절대적 악으로 표현되고
자하드 = 절대적 신으로 표현되어 왔음.

이후로는 퍼그는 절대적 악이 아닌 존재, 자하드는 절대적 신이 아닌 존재로 조심씩 사람들의 시선을 통해서 이미지를 바꾸는 중.

그 대표적인 예시가 야스라챠, 야마 등 실질적인 각 집단의 내부의 인물이 상반되는 행동을 보여주면서 각 집단의 이미지를 바꿔가는 중.

그 와중에 러브는 두 집단에 상처를 입고 있고 이번 전투를 통해서 두 집단에 대한 평가를 하겠지. 그건 곧 두 집단을 새로운 관점으로 보는 사람들이 생긴다는 뜻.

지금 독자들만 퍼그가 악이 아님을 알고 자하드의 비리를 알지만 세계관 캐릭터들은 그렇지 않으니까 서서히 바뀌는 이미지의 모습을 보여주기 위해서는 분명 필요한 캐릭터임.

분량도 너무 훌륭하고, 꼭 짚고 넘어가야할 내용을 한 화만에 정리한 느낌인데 뭐가 부족하다는건지..",7571,132
미친...레전드다..앞으로 지금껏나온것보다 더 커질스케일을 생각하니까 ㅈㄴ 설렌다..사랑해요..작가님..밤..,6565,134
왘ㅋㅋㅋㅋㅋㅋㅋ점점 스토리가 흥미진진해지면서 고조되거는거 진짜 명작이네여. 나중에 10가주들 자하드 밤 싸울때 얼마나 스케일이 클지 또 기대되네여 화이팅하세요-! 작가님😀,4366,181
새로 나왔네 ㅋㅋㅋ1일 50치킨깡 ㅋㅋㅋㅋ,4023,131
1일 50 치킨 뮈야ㅋㅋㅋ,3413,69
"칼라반 캐릭터성 붕괴는 아닙니다
칼라반은 애초에 혼란을 야기하고 다수가 희생되는 일들을 싫어하기에 그것을 막아줄 사람이라며 자하드를 섬긴것 입니다
근데 새로온 군단장이 자신의 신념에 어긋나는 행위를 했으니 그것을 저지하러 가는것은 어찌 보면 당연한 것입니다
또한 칼라반도 사람입니다
세상에 어떤 사람이 자신을 믿어주던 동료들이 거의 다 몰살되었는데 그걸 아 그렇구나하고 넘어갑니까",94,3
