comment,likes,dislikes
에반켈이 죽는 이유 : 쟤 총쏠때 살인기라 안했음,33775,310
하루에 2발에만 스탯 몰빵한 하이랭커 라자너.. 그럴수도 있지,25337,599
아니 무슨 밤 스승만되면 다 죽어,24470,397
ㄹㅇ 원피스가 만약 네이버웹툰이었으면 에이스 죽을때 별점테러 오졌겠다,21451,410
에반켈 쿤의 능력으로 살아나겠네,14390,362
"아니 저번에 60위 에반켈이 던진창에 쳐맞고
켈할람 안죽었는데

고작 278위가 쏜 저격총에 에반켈이 죽는다고?

이건 아니죠 작가님 그냥 피만난걸로 해주세요
고대종 힘도 아직 완전개방 안한걸로아는데",17894,4143
여기서 에반켈 죽고 고대종이 라크를 숙주로 삼지 않을까 예상해봅니다,12954,886
300위 안에 있는 하이랭커는 격이 다르다잖아. 중위 하이랭커 하나 목숨까지 버리면서 저격했는데 그게 싸게 죽인거냐?,7379,652
이와중에 카라카 하천희 가둔데 영업비밀이래ㅋㅋㅋㅋ,6513,153
"ㅋㅋㅋㅋ 60위 랭킹인데 ㅋㅋㅋㅋㅋㅋㅋ 초직계급 에반켈이 200극후반 하이랭커한테 ㅋㅋ한발 맞고 죽네
쿸쿠",7939,2299
"아무리 그래도 한 층에 지배자였고 랭킹 100위권 안에 최 상위 하이랭커가 지파장도 아닌 지파장""대리""인 창지기의 총알 한방에 죽는건 좀 아닌듯 ;;; 애초에 창지기로써의 능력을 타고난 쿤 가문에 창지기도 아니고 부리미 능력을 가진 로포비아 지파장 대리에 한방으로 애반켈이 죽는건 좀,,;;",7315,1933
"에반켈은 어차피 힘다 안보여줘서 안죽을꺼란거아니까
안심해도되고

솔직히 군단장포함 여기저기서 퍼그가 10가문과 자하드군에 한참 못미치는세력이라는데 그건 솔직히 모르는거지

퍼그원로가 얼마나많고 베일에 쌓여있는데ㅋㅋㅋ
퍼그슬레이어들보다 사실상 퍼그를 뒤에서 쪼물딱거리는

원로들이 더무서운거임

퍼그의 고대원로들은 루슬렉이 퍼그창립할때 같이했었던애들이라

원로중에 10가주몇명은 100%있음

아를렌과 V가 자하드와 10가주의 적이된 이유도있을듯하고...
풀려야할 떡밥이 너무많음지금

저번에 구스트앙이랑 죽음의층에서 통화하던존재가
루슬렉이었다는 소문도있는데.. 소문이 팩트면
퍼그세력 어마어마한거임",4837,600
아니 이렇게 쉽게 죽는다고?,3384,729
"오늘 애니 작화도 괜찮고 개그도 많이 넣어서 괜찮았음
1화보다 훨씬 좋아진건 느껴지는데
나같은 이미 본 사람들은 외탑 내탑 어쩌고 그게 이해가 갈텐데
처음 본 사람한테는 정리가 안되고 어려울거같음
그거 빼고는 2화 괜춘괜춘!",102,1
"만약 에반켈이 진짜 죽은거면 설정오류가 아닐까 싶어요
탑인물들은(랭커포함) 거의 다 근접무기(니들, 창 같은거)나 신수로 싸우는데
갑자기 총 나와서 60위짜리 원콤내는거 보면 왜 다른 하이랭커는 총을 안쓸까 하는 의문도 생기고 저 정도 위력이면 탑전체가 암살팀 위주로 움직였어야 했을것같아요. 한층 지배하고싶으면 지배자 찾아서 방심할때 한방쏘면 바로 즉사인데.. 하이랭커 랭킹도 자주 물갈이 되고, 총이 저렇게 강력하면 공방에서도 니들같은것 보다 총이나 만들고있었겠죠.
무엇보다 지옥열차 나올때 에반이 죽음의층에서 힘들게 구했다는 주술무효화 무기가 있었는데
그것조차 1발밖에 못쏜다는 제약이 있을정도로 희귀하게 표현됐는데
300위 안쪽 하이랭커(유리가 500위 안)도 다 원콤내는 총이 하루 2발 제한밖에없다? 그건 말이 안되는거같아요",71,13
