comment,likes,dislikes
"확실히 퀄리티를 조금 낮추고 분량 늘리기를 택했네.
이게 서로 좋은거 같다. 난 맘에듦",5645,192
"개인적인 생각으로, 구스트앙은 트로이메라이를 죽이는 게 목표가 아님. 구스트앙의 이번 전쟁의 목적은 트로이메라이를 과거 V와 아를렌과 추억이 있었던 장소로 불러내서 트로이메라이에게 과거 기억을 끄집어 내려고 하는 게 목적인 듯. 그렇게 해서 트로이메라이가 사실 과거에 아를렌, V의 사랑을 지지했었다는 걸 상기시켜주려는 거 같음. 아를렌, V 이 둘은 상당히 강했음(V의 제자인 루슬렉이 랭킹 15위인 것만 봐도 V는 자하드와 대적할만큼 강했을 거임)에도 자하드에게 진 이유가 다른 10가주들 중에 V쪽에 붙었던 사람이 구스트앙과 트로이메라이뿐이었고, 나머지 가주들이 자하드의 편에 서서 수적열세로 졌던 거 같음. 결국 전쟁 패배로 아를렌과 V의 사랑이 이뤄지지 않았으며, 두 사람의 사랑을 가장 지지했던 사람이 트로이메라이 였던 거 같음. 트로이메라이가 자꾸 선별인원들에게 강제로 사랑하도록 했다가 결국 이뤄지지 못하게 했던 이유가 아를렌과 V의 사랑이 이뤄지지 않았던 게 은연 기억 속에",4287,69
아니 근데 밤은 왜 갑자기 라바돈에게 간다고 저러는 거지? 이유가 뭐야? 본인 목표는 탑을 올라가서 자유를 찾는 거아님? 왜 자기 일도 아닌 것에 저렇게 난리지? 지금 도망칠 궁리하거나 체스 연습이라도 해야 되는 거 아니냐?,1744,142
"밤아 로라 누나는 어떠냐 짬에서 나오는 바이브랑 연륜 지린다... 꽉 찬 육각형 그 자체인데...
이번 한 화 만에 보여줄 건 다 보여주신 것 같다...",1204,85
"작가님이 노력하고 계신게 느껴지는 화였음.
개인이 만들어낸 세계관 속 이야기니 당연시하게 풀어내야하는 스토리도 있을거고 10년 넘게 연재하면서 만들어진 연재 스타일이 있음에도 이렇게 여론을 확인하고 스토리를 축약해서 풀어나가시는 건 대단하다 느껴짐.

하지만 정말 신의탑을 학생때부터 십년 넘게 보고있는 애독자들이라면 느낄거임. 지금 신의탑에게서 느껴지는 이질감을

전례없던 세계관과 설정들로 이루어진 질 높은 판타지. 현대와 허구의 적절한 조화. 가주라는 인물의 신비로움. 10가문. 탑이라는 설정등을 풀어나가면서도 유치하긴 커녕 그 깊음과 넓음에 항상 감탄하게 되는게 신의탑이었는데

어느순간 신비로움과 판타지적 요소를 갖췄던 캐릭터들이 현재 만들어지는 양산형 웹툰의 캐릭터 특징이 보여짐. 10년동안 쌓아왔던 캐릭터의 이미지가 가벼운 어체와 개그로 무너지고 기승전결의 순서를 통해 표현되어야 할 웅장함이 기에서부터 풀리는 느낌임

느려도 좋고 짧아도 좋으니 작가님의 신의탑이 보고 싶습니다",957,70
"지파장 무게감 너무 떨어진다...

하이랭커고 가문을 대표하는 전력이 지파장인데 솔직히 전쟁 때 죽은 그 바람새 지파장인가 걔 빼고는 무게감 있는 지파장 한명도 못봤어.

엘바바 쟤는 말할 것도 없고, 거미, 부엉이, 백마, 오소리, 저 도마뱀 지파장까지 다 그냥 포스라곤 일도 없고 무슨 선별인원들 같아;

로포비아 캐릭터들은 야스라차 빼고는 제대로 만들어진 캐릭이 단 하나가 없네 어째...",779,42
진짜 아이러니하다... 딸은 그나마 사랑이라는 감정이었는데다 한 정거장의 대장이었는데 그의 아비는 물욕과 권력때문에 개로 전락하다니.,726,15
로라는 리랼의 잔인함과 시랼의 눈치를 같이 가지고 있었네 ㅋㅋ 찐엄마 맞네,503,13
"티아라가 책과 펜중에 펜을 가진자라면, 포비더에는 책을 가진자도 따로 있겠네요. 책이 찢어져도 능력 구현이 가능한것도 그런이유에서겠고요. 라헬과 같이 있던 포비더 하이랭커가 아닐까 싶네요",465,13
그냥 로라가 히로인 하면 안됨?,353,33
흠... 예전의 포스가 안나긴하네... 규모가 커지면서 전투신표현이 더 어려워지고 시우작가의 손목이 안좋아지면서 양산형 그림체가되는것도 다 이해하는데 갑자기 대사가 왜 이렇게 가벼워지고 하이랭커나 가주들의 포스가 사라진게 개인적으로 되게 크게 다가옴. 장기간 연재에 설정붕괴가 온거 같기도하고... 너무 급하게 스토리빼다가 무거움을 좀 덜어낸거같기도 하고. 지옥열차 이후로 조금씩 무너진거 같음.,341,55
"이번화에 등장한 인상깊은 점.
처음으로 포비더 군이 등장. 항상 가문만 나왔었는데 군인원이 처음 등장함. 또 사서라는 직책도 등장. 1급사서면 대충 상위랭커겠구나 싶음.

트로이메라이의 신해어중에서는 악어도 있다는 점.

기린이 맡고있는 직책에 대한 묘사가 더 나왔다는 점. 행정직을 꽉잡고있는 실세라는 말이 좀 멋있네.

기린은 이름과는 다르게 해태같은 신해어를 사용하나봄.

로바돈의 위상. 지파장이아니고 지파의 시조 ㅋㅋ 좀 웅장하다. 트로이메라이의 창세기 말에 죽은 여덟번째아들의 형제쯤 되는거아냐 ㅋㅋㅋ 이정도가 초직계가 아닐까 싶다.

이정도?",304,21
"기린이 어디에 속해있는지 의문이었는데 이번화 대사를 통해 어느정도 짐작이 갔음.
""가주님이 없는 모함은 더 이상 가문의 중심이 아니다""
""우리는 대국 전에 비선별인원을 확보한다""
이런 대사들로 추측해 봤을 때 전에 로 포비아 고루로(도마뱀 지파장)가 말한 혁명 쪽에 붙어있는게 맞는거같음 (무슨 의도인지 모르겠으나 그 쪽도 비선별인원이 필요한건 마찬가지니)",283,16
죄송해요 또 강제로 서브 퀘스트를 받아버렸어요..!,118,3
근데 얘 탑은 언제 올라가냐,95,3
