comment,likes,dislikes
이번화는 재밌지 않았음?? 난 갠적으로 이제 시동거려는 느낌이 있어서 좋았음,38507,217
ㅋㅋㅋㅋㅋㅋㅋ공식적인 전투력 측정기가 존재했었다닠ㅋ,31805,100
와 화련 루슬렉이랑 연락하고 있었네??,24270,102
와 근데 화련이 특별한 존재이긴 한가보다. 루슬렉이 20위권이내 초하이랭커인데 그런 루슬렉이랑 핫라인으로 연락하네,22456,128
하도 루슬렉 무능하다면서 찾으니깐 작가님이 설명장면 넣어주신듯 ㅋㅋㅋㅋㅋㅋ,16194,145
지금까지 루슬렉이 개입 안한 이유가 밤 키우기 위해서엿네요,14071,126
이게 질질끄는건가? 난 ㄱㅊ은데?,11116,345
루슬렉이 다지켜보고있었네 이모든사실을 그러면 루슬렉은 야마의견족이 모두죽고있는걸 보고잇었다는거잖아?큰시련은 더 큰 성장을 가져온다.이런걸 말하고싶었던건가.그리고 나왔네 견족이 로포비아가문이엇었다는 중요한떡밥이,6938,106
루슬렉은 12가주와 모험을 하고 그 중 밤의 아버지 V를 모시던 사람입니다. 영향력은 현재의 10가주급 이상이라거 해더 무방할듯 . 실제 랭킹도 20위권내의 최상위니깐,6656,149
루슬렉이랑 화련이랑 연락하던 사이였으면 공방전에서 카라카랑 원로들이 밤 죽이려 한 것도 거의 실시간으로 전해 들었을텐데 스트레스 오졌겠다 ㅋㅋㅋㅋㅋ 자기들이 모셔야 할 사람을 무기로 녹이는 계획이 진행되는데 그걸 막자니 밤 부모에 대해 말하면 선별인원을 퍼그의 주인으로 모셔야 한다는거에 반발 할 슬레이어나 원로들도 많아서 막지도 못하고 ㅋㅋㅋㅋㅋㅋ,5461,141
와 드디어 루슬렉이 본격적으로 언급되기 시작했네요 앞으로 시작될 큰 파도의 물결이 기대되네요,5176,99
우리 라크도 좀 끼워줰ㅋㅋㅋㅋ,4617,101
"뱀이라는 녀석 떡밥 이번화에서 제대로 풀림 ㅋㅋ 연이화는 월화익송에서 돌보고 있는데 인질로 잡혔다는건 밤을 움직이기 위해서 뻥쳐놓은거임 ㅋㅋ 뱀이라는 녀석은 숲에서 왔다고 했는데 월하익송 수장 백련이 숲의 수호자임. 밤이 비선별인원이라는걸 대장이 알고 있었는데 우렉마지노가 밤이 비선별인원인걸 앎. 대장이라는 녀석이 계속 바뀐다고 했는데 오더내리는 사람이 계속 바뀌는것, 성벽에서 말투는 쿤하츨링의 말투와 똑같음. 뱀이라는 녀석은 월하익송이 관리하는 선별인원이고 둥지에서 월하익송이 본격적으로 등장할 가능성이 커짐.",4495,177
"자하드가의 왕자들
즉, 홍등가의 왕자들은 왕 ‘자하드’의 힘을 나눠서 가져간 것 같습니다.

‘카라카’는 ‘자하드’가 다루는 ‘주술’
이것은 ‘칼라반’과의 전투에서 ‘자하드’의 스폰을 받는 선별인원이 분명 ‘자하드님께서 하사한 주술로 어쩌구’ 하는 부분
그외에 가진것이 없는 ‘카라카’는 신체가 너무나도 약한탓에 전투중에 붕괴되는걸 막기위해 철갑을 두르고 있는것 같습니다.

‘자왕난’은 ‘자하드’의 신체를 물려받은 것 같습니다. 그외에 물려받은게 없는 ‘자왕난’은 신수조작능력이나, 그외에 격투엔 젬병이니깐요.

‘대장’이란 녀석은 ‘예지력’ ‘자하드’가 운명을 본다고 했습니다. 그래서 ‘대장’이란 녀석은 예지를 하여 미래를 내다보는 능력이 있는것 같군요.

마지막으로 말이 많던 ‘유한성’
‘신수조작능력’은 물려받았으나, 인생을 얻지 못해 ‘랭커’임에도 불구하고 육체적으로 쇠약해져가는게 아닌가 싶습니다.

그리고 제 추측이지만, ‘자하드’는 이들을 장깃말로 탑의 흐름을 어지럽히는것 같음",197,10
"견족이 야스라차 지배받았던것처럼 자하드공주들도 유사시에는 자하드 정신지배 받을것 같다. 피나눠 받은것도 비슷하고, 숨겨진층에서 자하드데이터 보고 엔도르시 마스체니정신 나간것도 그렇고.",100,1
