comment,likes,dislikes
다시 원래 신의탑으로 돌아간거 같으면 개추 ㅋㅋ,6346,699
"솔직히 의미가 없는 화는 아니었다고 봅니다.

티아라 전투력이 궁금했는데 자하드 공주랑
육탄전이 될 정도면 신체능력도 엄청나고
신수사용도 유리가 고밀도 신수라고 했으니
육탄전, 신수능력 다 가진 캐릭터라는 거니까 의미있는듯.

하나 아쉬운 점이라면 신의탑 연재 초기 당시에
독자들이 이제는 나이를 먹어서..
오늘 화는 대사가 조금 유치하지 않았나 싶네요.
복귀했을 당시에 캐릭터들의 무게감 있는 대사를
독자들도 더 선호하고, 그리고 하이랭커니까 나이를
먹을 만큼 먹은 사람들이니 대사는 조금 더 다듬어 주시면
좋을 것 같습니다 ㅎㅎㅎ
자하드 공주야 원래 컨셉이 말괄량이 공주들 느낌이라
대사가 어느정도 가벼운 건 작가님 의도라지만 그 정도가
조금 줄어들면 어떨까 싶네요.",4227,416
"1. 분량이 원래 많았던 건 맞음
2. 근데 휴재 이후에 2편씩 업데이트 하면서 한 편당
분량을 줄여나간 것도 맞음
3. 근데 그게 적은 양은 아님
4. 충분히 2편씩 업데이트 하면서 적응할 수 있게 배려해줬다
5. 이제는 계속 이 분량으로 간다는 걸 눈치가 있으면 받아들여야 함
6. 그게 마음에 안들면 기다려서 보는 게 맞다",2800,122
아니 억까가 너무 심함ㅋㅋㅋㅋ 신의탑 원래 대사 중간중간에 유치한 대사로 농담 따먹기 하는게 1화때부터 작가님 스타일이였음,2590,174
유리한테만큼은 존대 쓰던 쿤 어디갔누,1952,34
"작가님 대사를 억지로 젊어보이게 하는 거 보다 자연스러운게 좋을 거 같습니다.

킹받게, 반응속도보소등 이런것만 억지로 집어넣지 않으셔도 작품이 훨씬 괜찮아질거같네요.",1444,196
2기때 어시들 관뒀나요?,807,57
재밌구만.평 왜이래,723,146
하가문 출신인 유리 자하드보다 머리가 단단할 정도면 얼마나 돌머린거지?,506,14
"'킹받네', '반응속도보소', '똥구더기'... 대사 수준 너무 처참하다",613,140
유리눈나 외모 너프먹은것같아 안타까운 1인 ㅠㅠ,389,15
신의탑이 초기엔 진짜 일반 랭커들끼리만 싸워도 웅장했는데 지금은 솔직히 네임드 하이랭커끼리 붙어도 랭킹 100위권 내 하이랭커 아닌이상 엑스트라들의 대결같아서 이전 신의탑보다 조금 부족한 느낌을 받는 상태에서 캐릭터를 대사마저 가벼운 느낌이라 더 그렇게 와닿는거같아요,370,25
네이버웹툰도 걍 댓글 없어지면 안되나 이제는 뭔가 없는게 나을거 같기도한데,420,90
아니 근데 다른것 그렇다 치고 대사수준이 예전보다 너무 떨어짐,334,61
내가 가장 아끼는 작품인 만큼 정주행 3번 하고 이번에 또 정주행 하고 왔는데 작품 분위기가 많이 달라진듯 가장 큰 원인은 그림체랑 대사인 것 같은데 내가 뭐 분석하면서 본 건 아니라 설명은 잘 못하겠는데 그냥 느낌상 예전 신의탑 느낌이 나지 않아서 아쉽다는 거임 나 같은 사람들 꽤 있는 것 같은데 작가님이 많은 사람들이 아끼는 웹툰인 만큼 좋은 흐름으로 이어가 주시길 바랄 뿐임,197,18
