comment,likes,dislikes
우리나라 국대에서 젤 약한 부분이 사이드백인게 초중고때 이미 젤 볼 못차고 체력많 좋은애들을 그곳에 배치하기 때문..,7091,57
"허둥치 설마 차두리임?
차두리도 선수시절 윙쪽에서 뛰다 감독 권유로 사이드백으로 내려왔다잖아",5162,32
근데... 하자고 제일 많이 바뀌게 한건 마루인데....,3785,15
"빌드업은 진짜 역대급 스포츠웹툰 대작인듯
스포츠적이나 그 외적인거나 너무 잘 표현하신다",3250,21
방송반 친구가 너무 이쁜데,1889,21
아니 진짜 𝙅𝙊𝙉𝙉𝘼 재밌어요 작가님 사랑해요 첫 화부터 미리보기러 쭉 달렸던 독잔데요 항상 응원하고 꽃길만 걸으세요❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1102,6
"둥치 사이드백으로 간거 마냥 강유는 아닌듯
둥치가 가진 재능이 감독이 봤을 땐 윙어보다 사이드백이 아녔을까
확실한 태클 능력, 빌드업에 쓰일 수 있는 빠른 기동력
무엇보다 확실한 체력을 봤을듯
둥치가 강등당했다는 기분보다 사이드백으로서 인정 받았다는 느낌을 홍감독 통해서 받으면서 이번 에피 정점 찍을듯..
늘 공격수가 각광받지만 윙백이 진짜 개중요함..
작가님이 그걸 보여주고 싶은걸지도 모른다는 생각이 듦",945,4
"ㅋㅋㅋㅋㅋㅋㅋㅋ감독 설명에
앞뒤가 다른, 본모습ㅋㅋㅋㅋㅋㅋㅋ
깨알 개그코너ㅋㅋㅋㅋㅋㅋ진심 축구계 웹툰에서 탑답다!!",574,5
왜 세운고 감독 저 감독이냐고오,516,0
마루야 인터뷰한 여자애 잡어라 ㅋㅋ,462,10
아 저거 거북이 안달았다고 클로즈업된거구나,400,8
아니 작가님 11시도 아닌데 감사합니다,381,1
"하자고 심볼이 조개 속 축구공이네요!
바다(힘든 현실)속에서 빛나는 진주(성공)을 의미 하는 것 같아요!
빌드업 전권 소장에 책 나오는거 다 사서 평생 보겠습니다.
매번 너무 재밌고 감동적이에요ㅠㅜ
작가님 감사드립니다. 항상 응원하겠습니다!!",304,10
"사이드백으로 강등당했네ㅋㅋㅋㅋㅋ

=아스날이네ㅋㅋㅋㅋㅋㅋㅋ",302,23
