comment,likes,dislikes
살인기 특징 : 아무도 못 죽임.,37092,155
걍 언니가 아니라 본인 아님? 기억을 잃는다는게 결국 새로운 자신을 만들고 봉인이 풀리면 진짜 인격이 나오니까 평화속에서 행복하길 바라면서 2의 인격을 만든것일듯,28226,1756
이런 칼라반 가슴에 구멍 뚫어버린 하진성 당신은 도대체..,24182,157
전성기 화이트좀 보고싶어 작가양반 칼라반 패주자,13665,237
화이트 저렇게 몸에 상처도 내고 칼라반도 우습게 안본다는데 밤한테 털릴 때 진짜 기분 뭣같았겠네 ㅋㅋㅋ,12605,250
밤주변으로 꽃이 흩날리니... 밤ㄲ... 읍읍,13996,1767
"딱 10초만 화이트 전성기 나왔으면 좋겠다.. 본인만
나 전성기때 ㄹㅇ 오졌음 이러면 꼴불견일거같은데 자타공인 전성기때 괴물이라니까 기대치만 계속 올라감",11955,140
화이트는 진짜로 슬레이어라는 표현이 점점 어울린다 ....,8535,90
와... 화이트 칼라반한테 정통으로 맞고 봄버까지 맞았는데 저정도 밖에 안다친거면 화이트도 몸 엄청 단단하네...,8014,81
"아니 ㅋㅋㅋㅋㅋ 칼라반 너무 불쌍해..
지금까지나온애들중에서는 정말 쌘편인데
기술이 다 거지같앸ㅋㅋㅋㅋㅋ",6701,135
"하츠는 아무리 애써봐도 그저 일반인 캐릭터야
화이트조차 아리에 가주에게 절대 닿을 수 없는
검술이라는 평을 들었는데 하츠라고 뭐 있겠냐
하츠는 그냥 우리같은 흙수저에게 꿈과 희망을
주기 위한 캐릭터야.",6431,221
칼라반이 진짜 저런 진지한 구석이 맘에듬 자신이 생각하는것은 우직하게 파고드는 면이 있어 사상이 좋건 나쁘건 캐릭터는 확실히 매력적이야,5064,137
"이쯤에서 근황 보고싶은 4가지존재...

1. 하유리자하드

(유리공주님 근황좀ㅠㅠ)

2. 라헬

(단지 소원을 뭘빌었냐 궁금함)

3. 포 비더 구스트앙

(전쟁 발발후 라헬에게 3가지소원들어준다한후 행방이묘연)

4. 1부마지막 부유성안 구스트앙뒤의 검은실루엣

(10가주급추정)",4954,286
화이트가 우습다고 생각한적 없는데.. 이런식으로 밀리진 않았을 것 같다고 했지,2749,107
이와중에 밤이라는새끼는 동료 두마리하고 잡랭커를 상대로 다구리중이죠 ^^ 이런 성장속도면 자하드는 커녕 뒤졌다 환생해도 칼라반 못잡을듯하네요 ^^,53,5
