comment,likes,dislikes
"야마는 충분히 군단장급 상대할 정도로 강한데
그냥 야스라차라가 견족 근본 카운터라서 발리는거임",21198,140
몰래 너프맥여놓고 이겨서 좋아하네 ㅋㅋㅋ,18383,122
?? : 야마씨 개처럼 짖어봐요 ㅋㅋ 왈왈,12241,145
근데 야스라차 자꾸 야마 장점만 야마 아빠랑 비교하는거 보면 야마 아빠랑 사이 나쁘지 않았는듯,11967,128
야마가 야스라차 못이기는 이유 한편 내내 하루죙~일 말해줘도 베댓들은 야마가 군단장도 못이긴다고 뭐라하네,8558,148
"진짜 자하드가 운명을 볼 줄 아는 능력이 사기다.
자하드가 운명을 보고 다 극카운터로 배치를 해놓으니까 이길 수가 없음. 하진성에게는 극카운터 칼라반을 붙이고 야마에게는 최악의 상성인 야스라챠를 붙인
만약 반대로 하진성이 야스라챠를 만났다면 저리 밀리지는 않았을텐데",7520,101
"야먀가 야스라차를 이기는방법
1. 밤이 야마몸에 있는 송곳니 주술을 풀어버린다(둠한테도 그랬듯이)
2. 전신의태
3. 야스라차가 두려움을 느낌(야마는 자신에게서 두려움 느끼는 상대에게 절대면역)",4951,84
최근 베르세르크 작가님이 별세 하셨다고 하는데 SIU 작가님은 따로 병은 없지만 손목 같은 필수 신체에 문제가 생기셔서 걱정되서 글 써봅니다 작가님은 건강 관리 잘하시고 신의탑이랑 T.U.S 세계관 모두 완결까지 잘 연재하셨으면 좋겠습니다^^,4476,187
베뎃에 반박좀 하자면 정확히는 10가주와 자하드를 '죽이려고' 목표를 두는거지 아예 못죽여요;; 그리고 군단장 하나 못잡냐는데 군단장은 100위권 이내 최상위 하이랭커입니다;; 야마는 그에 반해 200위권 이내 하이랭커고요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 애초에 고대 슬레이어들은 화이트 루슬렉빼곤 다 잠들어있어요 아직 슬레이어 전력을 싸잡아서 저평가하기엔 이르다봅니다,3625,242
와 분량 진짜;;,2880,67
자꾸 하진성이 칼라반한태 실력으로졋다고생각들하는대 둘싸움정독해보셈 하진성 애초에 칼라반실력예전처럼생각해서 제압만하려고했다 그러다 무의정수카운터맞고 이건안된다싶어서 목숨을빼았을생각은없었다는식으로 정말강해졋다고 혼자생각하면서 진심펀치로 칼라반복부강타하고 또방심해서 한숨돌리다 카운터맞은거 칼라반도 한진성한태 방심안하고 후속타들어왔으면 뒤질뻔했다고 말하기도했고 애초에 칼라반은 하진성 전력알고 죽일생각으로시작했고 하진성은 칼라반 좋아하는동생처럼생각해서 가볍게제압만 하려다가 역광관당했지만 풀전력으로 용호쌍문같은살인기 갈겨댔으면 하진성이 떡발랐을듯 하진성 고대10가문 초직계들사냥하던앤대 지금 하이랭커10가문애들 피가옅어서 갈수록약해진다는 설정도있는대 절대군단장따위로상대못한다고본다,2386,116
"야마 아빠를
애비라고 안하고 아버지라고 불러주는것
그리고 내가 아니면 이탑 누구도 야마 아버지를 언급할 자격이 없다는말
또 야마를 별로 죽이고싶지 않아하는것
살아서 조용히 숨어 지내라고 경고해주는것같음
야마아빠랑 야스라챠가 나쁜관계는 아니었던것같고 10가주 명령이든 윗선에서 뭔가 지시가 있어서
야마아빠를 직간접적으로든 죽게했고
야마3형제를 살려달라는 야마아빠의 마지막 부탁을 들어줘서 야마3형제에게 야스라차에 대한 공포심을 심어줘서 꼭꼭 숨어서 목숨을 지키게 하려고 한것같음",1783,34
??: 진짜 짖네 ㅋㅋㅋ,1822,82
작가님 야스라챠 좋아하시나 야스라챠는 굴욕씬이 없네 너무 잘생기고 반짝반짝 빛나게 그려놓음 ㅋㅋㅋㅋ 모든 씬에서 정성이 느껴진달지... 야스라챠 잘생겼다...,748,11
바라가브가 세뇌안당했던거 야마한테 말한걸로 아는데. 사실 야마는 이미 파악해서 이빨인가 뭔가 제거했는데 오늘 일부러 연기하는걸지도,42,1
