comment,likes,dislikes
저 소년 죽이면 만화 끝나..,42443,66
살인기 = 아무도 못죽임,27631,158
"둠아 너가 ""이 정도면 죽었겠군"" 이라 해서 산거잖아..",24392,97
신의탑특 : 살인기 절대죽지않음,22770,187
살인기를 새한테 쓰니까 안죽지..,21875,141
쿤이 줄을 댔다는 위 라인은 누굴까,15445,130
외우 폴은 의태없이 하이랭커됬단거네,14644,128
작가님이 지금은 지우셧지만 화이트 전성기시절 랭킹은 44위입니다,10402,1244
그럼 폴은 의태없이 하이랭커 찍은거야??...... 지금까지 너무 보여준게 없어서 약캐였는데 기대되네요... 둠 폴 호감형 진행중,8283,93
밤 냉철하네 많이 성장한것 같다,6896,133
"화이트는 전성기시절 얼마나강했냐면 그많은 슬레이어들중
1슬레이어 루슬렉을 제외하고

퍼그힘의상징으로 불렷을만큼 괴물이었다고합니다
쿤이 오줌지린다고하는데 진짜 그정도 맞을지도요ㅎ

10억의 영혼을 흡수했었으면 그야말로 퍼그원탑자리에 오를가능성이 굉장히높았음

화이트하나 토벌하자고 자하드의공주들 수명이 다굴놓았을정도니까 ㅎㄷㄷ합니다

솔직히 지옥열차정거장에서의 화이트일격이 칼라반과 동급이라던데 그당시의공격이 전성기당시의 파괴력이라고도 단언할수없어요

제가보기에 전성기당시로 복귀한다면 전장을 휩쓸겁니다",6446,559
둠이 살인기 애기안햇으면 이겻다,4865,147
견족이 이번전투에서 사이다 좀 맥여주면 좋겠다 야마 복수 성공하고 로포비아가문 좀 뚜드려패고 그런거ㅇㅅㅇ,4639,70
"베댓에 잘못 된 정보 제발 내려주세요...

1. 전성기 시절 화이트의 랭킹은 44위가 아니며 애초에 공개 된 적도 존재했던 적도 없는 설정입니다. 2010년도부터 시우님 블로그 보고 있는 사람으로써 자신 있게 말 할 수 있어요. 화이트와 관련있는 삭제 된 설정은 가람 자하드에게 토벌 당했다는 것 하나 뿐이고, 또 여기보다 신잘알 분들 많은 신탑 팬카페나 츄잉 디씨 신탑 갤러리 심지어 나무위키에서도 전성기 화이트 랭킹이 44위라는 말은 없습니다. 그냥 전형적인 사실과 가짜를 교묘하게 섞어 전달하는 유튜브식 프로파간다.

2. 화이트는 공주'들'에게 토벌 당한 것이 아닙니다. 옛날에 작가님이 공개하신 설정(https://cafe.naver.com/inutero3334/330084)에서도 단순히 '자하드의 공주'라고만 명시되어 있고 관련 내용이 등장하는 2부 180화, 188화, 189화, 그리고 318화 모두 자하드의 공주라고 표기하지 어디에도 자하드의 공주'들'이라고 하지 않습니다.",3280,74
도원 자기 가르쳐준 사부말은 쓰레기통에 쳐박고 신천지에 홀린 개노답년이네,272,24
