comment,likes,dislikes
아니 ㅋㅋ 잘 맞춰놓고 '해치웠나'로 살려버리네 ㅋㅋ ㅠㅠ,37895,144
이게 사실상 당연한건데 전편에서 지들끼리 뇌피셜해놓고 작가님까는거 보면 ㄹㅇ노답들이야ㅋㅋ;;,21478,344
엘파시온 저승에서 울겠누ㅋㅋㅋ,17011,166
키가 크다는 설정이 있긴했는데 초사이어인5일줄이야 ㅋㅋ,14322,134
"자꾸 밸붕이다 뭐다 하니까
작가님이 저격수 주저리하는거 넣으신듯",12789,459
"저번에 회상에서 보면
에반켈이 랭커가된이후로

아직까지 자기보다 강한상대를 못찾아서 자하드군에 혼자쳐들어가겠다고 한적까지있음

그정도로 에반켈의 전력을 끌어낼만한 랭커가 없었다는거임
힘을봉인해두는 이유가 그중의하나죠

지금 에반켈이 빡친순간 저랭커는 그냥죽은목숨임

다시한번 말하는데 에반켈은 아직 본인보다 강한놈을
만나본적이없다고 했었어요 힘 완전개방시 군단장도 넘어설지모름

에반켈이 전 2층 지배자를 때려죽이고 지배자가된걸 잊지맙시다
밤의 제일강력한 조력자중하나가 에반켈임",11645,173
"아 ..ㅋ 에반켈 60위치곤 너무 외관이평범하다 했다.

이제 본모습이 나오는구만",10530,114
스나이퍼 개귀엽네 ㅋㅋㅋㅋㅋㅋ,7712,211
저격수 하이랭커 겁나 이쁘네,7784,447
에반켈 언더아머 쌉가능,5747,96
그 발언으로 다 죽어가는 에반켈을 살려서 더 세게 만들어버리누 ㅋㅋㅋㅋ 근데 스나이퍼 좀 귀엽게 생김ㅋㅋ,5344,212
"오늘 마법의주문 왜케많앜ㅋㅋㅋ
스나이퍼 '..죽었군'부터
쿤의 '좋아!!끝난건가' 까지 ㅋㅋㅋㅋ",5199,79
초반에 로하고 유한성이 에반켈 이야기하던거 설정 붕괴인줄 알았는데 갓시우ㅋㅋ,4664,132
엘파시온: 에반켈이 왜 안오지?,899,7
"<엘파시온의 일생>

가문 소속도 아니고 탑 어딘가에서 태어남

남들보다 강해 선별인원이 되어 내탑에 들어옴

시험의 층에서 수백명 중 열댓 명만 통과하는 시험 통과

엄청난 시간과 노력으로 선별인원 수천만명 중 한두명만 되는 랭커가 됨

랭커가 된 이후 수많은 시간이 흐르고 영향력과 힘을 쌓아오며 10만명의 랭커들 중 상위 1%인 하이랭커가 됨

칼라반에게 져서 종이 되고 자하드군에 들어감

여러 전장을 돌며 싸우다가 본적도 없는 스나이퍼가 시키는대로 목숨을 걸어서 죽었는데 뻘죽음

좀 많이 불쌍한데",180,1
