comment,likes,dislikes
쿤이 말하자마자 댓글을 걱정하고 별점을 걱정했다,11470,78
이러다가는 자하드랑 최후의 전투도 오목으로 정할듯.,10136,98
게임좀 그만해라,6952,183
중간에 누군가의 개입이 필요하긴 한데 쿤 같은 선별인원 따리가 아니라 못해도 준가주급 정도 위상은 되는 애가 해야 아다리가 맞지 않나 싶음,4515,112
결혼도 게임~ 스승님 구하는것도 게임~ 탈출도 게임~ 자유도 게임~ 게임의 탑 아니노,4266,132
"근데 이 전개가 맞긴함 저 둘이 전력으로 붙으면 싸움만 몇일은 할테고 주변사람들이 휩쓸려 그냥 죽을수밖에 없음
좀 억지긴한데 그나마 현실적인 전개",5149,1184
이게 게임을 하는게 문제가 아니고 가주 앞에서 말을 할 수 있다는게 문제라고 에드안이야 지 아들이 뭘 하든 관심도 없어서 걍 넘어가줬다고 해도 가주 둘이 싸우고 있는 상황에서 선별인원이 가주한테 말을 걸 수가 있냐? 랭커들도 가주가 앞에 있으면 기에 눌리고 벌벌 떨면서 고개도 못 드는데 위상이 너무 떨어진 거 아니냐 여기서 가주는 신과 같은 존재잖아,3431,60
ㅈㄴ개연성없다,2485,124
솔직히 쿤이 저렇게 껴드는 것도 스토리 전개상 필요한 부분일 것 같긴한데 전체적으로 처음부터 끝까지 연출 수준이 너무 낮아서 그런지 쿤의 개입이 가주 전투의 긴장된 분위기를 환기시키는 것이 아니라 걍 주제도 모르고 ㅈㄴ 나대는 것같음,2215,66
랭커들조차 견디기 힘든 신수압력이 강한 곳이래봐야.... 밤은 처음에 탑 들어왔을때부터 신해어 앞에서 뛰어다녔는걸요...,2002,33
신의탑 설정상 가장 지능캐인 구스트앙 또 이렇게 보내네 ㅋㅋ 쿤하나 때문에 망가진 캐릭터가 몇명이냐 도대체,1695,38
이건 쿤이 아니라 밤이 제안했으면 이정도로 욕 안먹었음. 하다못해 쿤이 밤한테 귓띔해주는 전개만 되었어도 괜찮았을텐데;,1434,41
"게임하는건 좋다보는데
가주들이 벌레라고 생각하는 미물의 말을 너무 잘듣는데??",1349,28
쿤 진짜 꼴불견이긴하네 ;;;,1342,80
제발 게임 그만해..,1185,51
