comment,likes,dislikes
밤 최초 욕설 아니냐? ㅋㅋㅋㅋㅋㅋ 시원했다 ㅋㅋ,14199,79
화접공파술 오랜만에 나와서 좋다면 개추ㅋㅋㅋ,9514,67
밤이 욕 쓴거 처음 아니냐?? 그동안 무슨 일이 있었던거야...,6880,49
렌 그래도 생각보다 잘버틴거보면 자하드군에서 특수부대로 스카웃 할 수준은 됐나보네,5414,50
"이번에 밤이 신수라던가, 의태라던가
방패, 날붙이 등등 본인이 습득한 거
자연스럽게 기술로 사용하니까 기분이 좋네..

작화도 자연스러워진 게 확실히 느껴지고
이번화로 밤이 본인이 습득한 기술을 얼마나
제어를 잘하는지 알게된 것 같네요.

특히 의태를 이런식으로 응용할줄은 ㄷㄷ
붉은바리나 푸른바리, 리바이던도 의태로
활용하는걸 상상하니 벌써 가슴이 웅장해집니다",4423,53
"밤이 일부러 기술 안쓰고 오브하고 기본 신수공격만 쓰고 덤벼서 저정도죠
롤로 따지자면 qwer를 안쓰고 평타하고 패시브로만 사용하면러 봐주다가 q로 막타치고 잡은 수준..",2841,68
"렌의 기술은 파도잡이들한테는 상성상 카운터였음.
밤이라서 쉽게 이긴거지.
웬만한 파도잡이 랭커는 다 죽었을꺼임",2486,23
하.. 역흐름제어 화접공파술..이거지.. 이런 근본기술들이 너무 그리웠다구.. 심지어 구도도 너무 좋아서 기술들이 잘보임,2208,17
"와 기술 다 간파하고 전투력 측정기로 사용하고
엔딩멘트까지 완벽ㅋㅋㅋㅋㅋㅋㅋㅋ",1569,29
엔류가 관리자를 죽인 후 빨간 비가 내렸다고 했는데 오늘 밤의 신수가 폭우라는걸 보니 엔류와 비슷한 신수 운용을 할 것으로 보이네요,1391,30
"밤이 압도적으로 이기는 것도 이기는거지만 자하드가 랭커를 그냥 기본기로만 써서 잡았다는것도 나름 괜찮은듯..
풀 전력으로 삭제한걸 봤으면 물론 좋았겠지만 오히려 기본기만으로 잡은게 더 쎄졌다는 생각이 듬",1220,18
"못해도 준가주급은 되는 밤이 약간만 진심내도 이기는데 왜 봐주지? 라고 생각할 수 있지만 이번편은 밤이 여기저기서 주워먹어서 정리 안 된 기연들을 적절히 활용하는 모습과 기본기에 충실한 전투를 보여준 거에 의미가 있다고 생각함. 2부의 정거장 전투나 자하드 전 때의 모습을 생각해보면 그냥 밤의 먼치킨급 재능을 빼고 봐도 검은힘+가시2개 도핑+검은 삼월로 출력을 극단적으로 올려서 딜찍누를 한 거지... 그 시점 밤은 기본기로는 데이터인 자하드나 랭커와 정면싸움은 어림도 없었고, 3부 초반에 에반켈과의 수련으로 기본기 한층 강화됐다는 떡밥, 장벽전투 시점까지 fug장로,슬레이어둠,지파장 등 다양한 하이랭커와 싸워오면서 뒤없는 풀도핑이 아니라 전력이 아니더라도 세미랭커는 끔살, 전력을 내면 하이랭커도 잡을 수 있고 리바이어던까지 섭취한 지금 자신이 어디쯤 되는지 확인하고 싶은데 딱 알맞은 상대가 시비털어온 거고.... 이제 가주 빼고는 아무도 못 막으니까 막 나가기로 한 듯 ㅋㅋ",836,53
렌은 여기서 그냥 영구삭제 시켜버렸으면 좋겠다. 더 이상위 기대가 없음,704,18
"로포비아는 볼 때마다 밤에 대한 호감도가 극단적임ㅋㅋ

엘레인, 트로이메라이:밤 해달라는건 다 해줄정도로 극호
렌, 쌍둥이:원한이 따로 없는데 가주가 아끼는거 알면서도 밤 죽이고 싶어할 정도로 극혐

그나마 밤 재능 쩐다고 부러워하는 훌란이나 로포비이라고 좀 애매한 야마가 중간이고ㅋㅋ",674,25
아니 무슨 판타지에서 욕을 ㅋㅋ,504,125
