comment,likes,dislikes
렌 생각보다 멀쩡하게 생겨서 놀랐으면 개추 ㅋㅋㅋㅋㅋ,10945,55
렌이 나댈 수준의 상대 맞냐?? 밤이 지금 100위권 하이랭커 급인데???,5965,142
역시 휴재가 약이였다,4919,90
작가님 폼 미쳤네,3583,78
"로포비아 렌 (남) 신발색 파란색
원래 렌은 빨간 신발 신음
고로 여자버전도 있을 듯",3411,41
"직계출신 자하드공주의 인성이 잘보인듯
리랼은 같은가문이라도 꺼림김없이 죽이고 마스체니는 부하들 몰살시킨거보면
진짜 유리가 직계출신 자하드공주 중에 특이케이스 인성인듯",2444,19
아니 2화씩 올라오는 건 그동안 못 나간 진도를 빨리 빼려고 하는 건가.. 사람을 잔뜩 뽑기라도 하셨나?,1650,29
"""그래도 선별인원의 공격을 피하는건 자존심이 상하지, 끝까지 막아내주마!""

렌아... 전성기 화이트도 그러다 뒤졌어..",1509,23
유리가 잘자라줘서 고맙다 고작 선별인원 직계공주가 인성이 저렇게 개차반인데,1161,13
리랼따위보다 엘레인이 훨씬 공주같다.,953,14
"이번 편에서 렌이 밤 상대로 비빈다기보다는
건물 안이기도 하고 엔도르시가 봉봉으로 다른 사람들 대피시키기 전까지는 사리기도 했고
오늘 대사 그대로 밤은 그냥 렌을 새로 얻은 힘 테스트용 정도로 보는듯",761,13
신발색이 다른걸 보니 로포비아 렌은 남여가 한쌍이네 굳이 밑에 남이라고 쓴것도 그렇고 신발색도 다르고,730,16
"솔직히 탑 안에서 가주나 하이랭커 아니면 기껏해야 슬레이어 정도여야 상대 가능하지 웬만한 랭커는 밤 못 이기는데....
렌이나 뱀이나 밤을 너무 얕보네.... 1,2부때랑 완전 다른데.... 특히나 렌 현재 상황을 파악못하네.... 자기가 죽이고 싶으면 죽일 수 있다고 생각하네......",525,33
"렌 신발이 빨간색에거 파란색으로 바꼈다
예번에 유리가 처치했을때도 부활(?)했었는데
렌이 죽어버렸다고 말한게 관련있는듯",504,15
"136화 보면 로바돈은 가주 배신 안할거같은데
가주가 갯뱀 이용하는건 갯뱀이 공주 제외 다른 참가자 싹 죽이고 밤이 갯뱀 죽이길 원해서인듯",496,26
