comment,likes,dislikes
"fug는 희망이 없는거냐?ㄲㅋㅋㅋ
가주 잡을라고 만든 슬레이어가 군단장한테
털리면 어떡하냐고ㅋㅋㅋ",30237,891
고양이랑싸우는데 상자를 준비하지않다니,20800,173
초등학교 5학년때부터 봤는데 벌써 군대갈 나이가 되었네요 ㅠㅠ 열심히 잘 갔다오겠습니다. 작가님 홧팅입니다,16363,466
"슬레이어가 직책이 그렇다고는해도

가주를죽일수있는힘을 보유한건아님...

개개인의 슬레이어들이 전부다 가주를죽일만한힘을보유했으면
괜히 밤을 퍼그로데려왔겠음?

10권좌의 화이트가 아리에혼의 목을치겠다곤하지만...
전성기당시에도 아리에혼 발끝에도 못쫒아갑니다

10가주급은 그냥 넘사벽이에요",10848,205
퍼그 악명에 비해 너무 조팝나무인데ㅋㅋㅋㅋㅋ 루슬렉 동아리만든거였냐?,9356,230
2019 마지막 신의탑,5942,174
"야스라챠 생각보다 많이세네
에반켈이 서폿 잘 해줘야할듯 하네요",5628,94
도원 답답하다... 그냥 차랑 어디가서 꽁냥꽁냥하는게 더 도움될듯;;,5320,322
가주잡으려고 만들긴 했지만 저 고양이는 가주 직계잖아요... 거기다가 야마(견족)의 천적이기도 하고요..,4660,129
유리누님 보고싶습니다..,4398,103
스케일이...커진다 꿀잼,4142,141
야마 쪽에 있는 성벽에 봉인된 랭커는 깨우면 위험하다는데 차가 그 위험한 랭커인거 같습니다 차가 쓸어버리겠네요,3978,99
꾹꾹이가 아파보인다..,2635,52
"답답한점 3가지

1. 야마가 야스라차한테 너무 쉽게 당한다
군단장이 강한거 알겠는데 야마 외에 60위인 에반켈, 켈할람까지 있는걸 떠나서 완전의태 야마 자체가 저 정도로 압도적으로 털리는게 너무 밸붕임 이제 차가 깨어나서 휩쓴다고 하면 지금까지 있던 애들이 바보되는거ㅎ

2. 밤의 매력 부족
앞으로 더 많은 전투를 하고 칼라반보다 더 강한 적들이랑 싸울 텐데 그때마다 저렇게 제멋대로 할 건가? 쿤이 옆에서 말이는건 조언 축에도 안드는 상식적인 말이다ㅋ 정도껏 해야지 캐릭터의 무모함에 설득력이 너무 없음

3. 퍼그와 10가주의 굉장히 심한 불균형
퍼그의 무서움은 종교성에 있다고 한들 10가주와의 전력차가 심해도 너무 심함 밤이 간신히 자하드 급이 된다고 쳐도 나머지 10가주들의 조력이 없으면 이기기 힘듬ㅋ 그럼 이 과정에서 퍼그의 슬레이어들이 무슨 역할을 함? 조연의 조연으로 전락할 것 같은데?",666,157
"야스라챠가 창세기 때부터 있던 초직계 쌉고인물 설정이면 야마가 털려도 ㅇㅈ이지.
근데 켈헬람 공인 1세대 슬레이어급 야마가 이 정도면 퍼그 슬레이어는 루슬렉 빼고는 기대가 안된다. 1세대 슬레이어급 10마리 있어도 머하누~
구스트앙이 옳았고 우럭 마지노가 틀렸다. 까먹은 흑우들 있을까봐 다시 한번 들려준다.
벌레다. 네가 한숨만 쉬어도 날아가버리는 벌레. 발을 구르면 어느새 밟혀 죽어 있는 벌레. 아무리 높이 날아도 네 신발창에 닿지 못하는 벌레. 벌레에게 이름을 붙이고 정을 줘도 벌레는 벌레일 뿐이다.
이제야 알았습니다. 앙~멘",75,7
