comment,likes,dislikes,
오...하고 있었는데 끝난 느낌,13016,265,비판
"밤이 화이트를 이기는게 밸붕인가?
성장형? 이때까지 성장을 위한 빌드업은 충분했다고 보는데
가시, 검은삼월, 신원류,붉은바리,비선별 인원 그리고 태생부터가 금수저인데
지금 이 전쟁의 최종보스가 가주냐 마냐 하는데 여기서 화이트도 못 넘으면 또 성장을 위해 뭘 흡수해야함?
그때가서 또 흡수냐 욕먹을 바에 여기서 화이트잡는게 훨씬 나음
그리고 구스트앙이 이미 화이트는 안되고 밤은 자신과 우렉급이 될거라고 피셜 박아놨는데 개연성 없지도 않음
여기서 화이트 못잡는다? 그냥 밤은 전쟁끝나도 어중이떠중이 랭커급임 성장한다고 스토리 진행 또 해야함",11779,491,논쟁
칼라반 팔 터진거 오른팔인데 왜 라이볼릭이라 말하는 짤에서 오른팔은 멀쩡하고 왼팔에 무의정수 두르고있냐??,6013,107,작품내용
재미는 있었는데 조금 일찍 끝났다,4141,183,비판
"다음주: 하천희, 쥐 어디있지? 찍찍찍
화이트&밤: 전투중 이야기

다다음주: 하천희 필드도착, 칼라반님 어디있지?
야마&둠: 고양이 잡으러 가자며 과거얘기

다다다음주: 하천희랑 칼라반 만남 후, 군배신이냐 아니냐 이야기

9월말 칼라반하고 라이볼릭 만남 예정
10월말 야마랑 고양이 만남
11월말 화이트 밤 싸움 결론
12월말 칼라반 라이볼릭 전투

지금 속도면 이것도 빠를듯..쥐잡기 게임이며 점프대 개 우려처먹는거보고 ㄹㅇ 쿠키 그만 구울란다",3474,512,비판
아니 이제부터 10초후 온다 이거 몇컷써먹는거냐?,3016,149,비판
이젠 신원류 오브도 그냥 대충 하얀색 공으로 때우네 ㅋㅋㅋㅋㅋ,2455,173,비판
"전투신은 정말 한결같으시네여...
전투신 제대로 이해하신분? 큰 기술을 쓰는데 왜 전체적인 기술묘사를 안하고 굳이 캐릭터를 중심으로 확대해서 전투신을 보여주는지...
기술범위는 큰데 다 잘라먹으니까 이해가안갑니다",2138,204,비판
와 난 이때까지 라이볼릭이 자기 가문 지령 받거나 음모가 있어서 둥지 외벽에서 멍청한 판단한줄 알았더니 그러면 저거 다 자하드가 운명 보고 판단 내린거였음?? 미쳤네,1783,82,작품내용
"지옥열차 4년 연제 한거 그대로 가려나 탑 꼭대기까지 분량 15년
남았을듯",1690,97,비판
밤은 그냥 십가주 주술도 맘대로 푸는데 화이트 영혼융합주술도 톡 건들기만 하면 풀고 5형제로 다시 찢을수 있는거 아닌가?,1610,51,작품내용
도대체 그림을 누가 그리길래 작화가 퇴보하고 작붕에 전투씬도 저급해진거냐,1539,157,비판
"솔직히 내가 1년휴재동안 매주빠지지않고 기대하면서 기다려왔을만한 작품이 맞는지 의심스럽다

쉽게말해 스토리전개 를떠나서 대사가 너무 유아틱해지고
작화는... 어시문제인지 모르겠지만 캐릭죄다 비율똥망에 못생겨졌음

2부와 같은작가인지 의심스러울지경",1371,112,비판
"일단 저 멤버로 보드게임이나 하고 있다는게 가장 큰 문제인거 같고 썸네일에 있는 칼라반이 제가 알고 있는 얼굴도 아니네요..
밤도 저 얼굴로는 유리랑 엔도르시 둘다 떠나갈듯 싶네요",1270,74,비판
하 더보고싶다 미치것네,582,112,칭찬
